new,host,ttl,a,aaaa,soa,status_code,cname,caa,mx,ns,txt,has_internal_ips,internal_ips
,games.nkstatic.com,300,"104.18.41.192, 172.64.146.64","2606:4700:4400::ac40:9240, 2606:4700:4400::6812:29c0","{'name': 'nkstatic.com', 'ns': 'coby.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352960047, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'nkstatic.com', 'ns': 'coby.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352960047, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'nkstatic.com', 'ns': 'coby.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352960047, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'nkstatic.com', 'ns': 'coby.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352960047, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'nkstatic.com', 'ns': 'coby.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352960047, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,,
,guts-staging.ninjakiwi.com,300,"104.18.200.19, 104.18.201.19","2606:4700::6812:c913, 2606:4700::6812:c813","{'name': 'ninjakiwi.com', 'ns': 'coby.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352845141, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'ninjakiwi.com', 'ns': 'coby.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352845141, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'ninjakiwi.com', 'ns': 'coby.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352845141, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'ninjakiwi.com', 'ns': 'coby.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352845141, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'ninjakiwi.com', 'ns': 'coby.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352845141, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'ninjakiwi.com', 'ns': 'coby.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352845141, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,,
,guts.ninjakiwi.com,300,"104.18.201.19, 104.18.200.19","2606:4700::6812:c913, 2606:4700::6812:c813","{'name': 'ninjakiwi.com', 'ns': 'coby.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352845141, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'ninjakiwi.com', 'ns': 'coby.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352845141, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'ninjakiwi.com', 'ns': 'coby.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352845141, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'ninjakiwi.com', 'ns': 'coby.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352845141, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'ninjakiwi.com', 'ns': 'coby.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352845141, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,,
,link-chat-staging.ninjakiwi.com,237,,"2606:4700::6812:c813, 2606:4700::6812:c913","{'name': 'ninjakiwi.com', 'ns': 'coby.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352845141, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'ninjakiwi.com', 'ns': 'coby.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352845141, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'ninjakiwi.com', 'ns': 'coby.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352845141, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'ninjakiwi.com', 'ns': 'coby.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352845141, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'ninjakiwi.com', 'ns': 'coby.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352845141, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'ninjakiwi.com', 'ns': 'coby.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352845141, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,,
,link-chat.ninjakiwi.com,300,"104.18.200.19, 104.18.201.19","2606:4700::6812:c913, 2606:4700::6812:c813","{'name': 'ninjakiwi.com', 'ns': 'coby.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352845141, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'ninjakiwi.com', 'ns': 'coby.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352845141, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'ninjakiwi.com', 'ns': 'coby.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352845141, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'ninjakiwi.com', 'ns': 'coby.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352845141, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'ninjakiwi.com', 'ns': 'coby.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352845141, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'ninjakiwi.com', 'ns': 'coby.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352845141, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,,
,local.buildtracking.ninjakiwi.com,300,192.168.1.248,,"{'name': 'ninjakiwi.com', 'ns': 'coby.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352845141, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'ninjakiwi.com', 'ns': 'coby.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352845141, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'ninjakiwi.com', 'ns': 'coby.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352845141, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'ninjakiwi.com', 'ns': 'coby.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352845141, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'ninjakiwi.com', 'ns': 'coby.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352845141, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'ninjakiwi.com', 'ns': 'coby.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352845141, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'ninjakiwi.com', 'ns': 'coby.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352845141, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,True,192.168.1.248
,marlin.ninjakiwi.com,300,192.168.3.5,,"{'name': 'ninjakiwi.com', 'ns': 'coby.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352845141, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'ninjakiwi.com', 'ns': 'coby.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352845141, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'ninjakiwi.com', 'ns': 'coby.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352845141, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'ninjakiwi.com', 'ns': 'coby.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352845141, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,True,192.168.3.5
,matchmaker-staging.ninjakiwi.com,300,"104.18.200.19, 104.18.201.19","2606:4700::6812:c813, 2606:4700::6812:c913","{'name': 'ninjakiwi.com', 'ns': 'coby.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352845141, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'ninjakiwi.com', 'ns': 'coby.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352845141, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'ninjakiwi.com', 'ns': 'coby.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352845141, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'ninjakiwi.com', 'ns': 'coby.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352845141, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'ninjakiwi.com', 'ns': 'coby.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352845141, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'ninjakiwi.com', 'ns': 'coby.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352845141, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,,
,matchmaker.ninjakiwi.com,300,"104.18.200.19, 104.18.201.19","2606:4700::6812:c913, 2606:4700::6812:c813","{'name': 'ninjakiwi.com', 'ns': 'coby.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352845141, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'ninjakiwi.com', 'ns': 'coby.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352845141, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'ninjakiwi.com', 'ns': 'coby.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352845141, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'ninjakiwi.com', 'ns': 'coby.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352845141, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,,
,moab.ninjakiwi.com,150,"104.18.200.19, 104.18.201.19",,"{'name': 'ninjakiwi.com', 'ns': 'coby.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352845141, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'ninjakiwi.com', 'ns': 'coby.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352845141, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'ninjakiwi.com', 'ns': 'coby.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352845141, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'ninjakiwi.com', 'ns': 'coby.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352845141, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'ninjakiwi.com', 'ns': 'coby.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352845141, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,,
,mobile.ninjakiwi.com,1800,,,"{'name': 'ninjakiwi.com', 'ns': 'coby.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352845141, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'ninjakiwi.com', 'ns': 'coby.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352845141, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'ninjakiwi.com', 'ns': 'coby.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352845141, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,,
,monkeycity.dlc.api-staging.ninjakiwi.com,300,"104.18.200.19, 104.18.201.19",,"{'name': 'ninjakiwi.com', 'ns': 'coby.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352845141, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'ninjakiwi.com', 'ns': 'coby.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352845141, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'ninjakiwi.com', 'ns': 'coby.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352845141, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,,
,monkeycity.dlc.api.ninjakiwi.com,300,"104.18.201.19, 104.18.200.19",,"{'name': 'ninjakiwi.com', 'ns': 'coby.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352845141, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'ninjakiwi.com', 'ns': 'coby.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352845141, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'ninjakiwi.com', 'ns': 'coby.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352845141, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'ninjakiwi.com', 'ns': 'coby.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352845141, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'ninjakiwi.com', 'ns': 'coby.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352845141, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'ninjakiwi.com', 'ns': 'coby.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352845141, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,,
,mynk-dash.ninjakiwi.com,300,"104.18.200.19, 104.18.201.19","2606:4700::6812:c913, 2606:4700::6812:c813","{'name': 'ninjakiwi.com', 'ns': 'coby.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352845141, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'ninjakiwi.com', 'ns': 'coby.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352845141, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'ninjakiwi.com', 'ns': 'coby.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352845141, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'ninjakiwi.com', 'ns': 'coby.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352845141, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'ninjakiwi.com', 'ns': 'coby.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352845141, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,,
,mynk-direct.ninjakiwi.com,300,"104.18.200.19, 104.18.201.19","2606:4700::6812:c913, 2606:4700::6812:c813","{'name': 'ninjakiwi.com', 'ns': 'coby.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352845141, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'ninjakiwi.com', 'ns': 'coby.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352845141, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'ninjakiwi.com', 'ns': 'coby.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352845141, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'ninjakiwi.com', 'ns': 'coby.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352845141, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'ninjakiwi.com', 'ns': 'coby.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352845141, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,,
,mynk.ninjakiwi.com,300,"104.18.201.19, 104.18.200.19",,"{'name': 'ninjakiwi.com', 'ns': 'coby.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352845141, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'ninjakiwi.com', 'ns': 'coby.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352845141, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'ninjakiwi.com', 'ns': 'coby.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352845141, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'ninjakiwi.com', 'ns': 'coby.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352845141, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'ninjakiwi.com', 'ns': 'coby.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352845141, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,,
,nextcloud.ninjakiwi.com,300,192.168.10.9,,"{'name': 'ninjakiwi.com', 'ns': 'coby.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352845141, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'ninjakiwi.com', 'ns': 'coby.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352845141, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'ninjakiwi.com', 'ns': 'coby.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352845141, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,True,192.168.10.9
,pm-bounces.ninjakiwi.com,300,"3.137.94.68, 18.116.145.68, 3.138.152.58, 3.143.123.126, 18.116.120.107",,"{'name': 'mtasv.net', 'ns': 'ns-1077.awsdns-06.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'mtasv.net', 'ns': 'ns-1077.awsdns-06.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'mtasv.net', 'ns': 'ns-1077.awsdns-06.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'mtasv.net', 'ns': 'ns-1077.awsdns-06.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,pm.mtasv.net,,"p-pm-bounce-smtp01a-aws-useast2a.mtasv.net, p-pm-bounce-smtp01c-aws-useast2c.mtasv.net","ns-1077.awsdns-06.org, ns-1730.awsdns-24.co.uk, ns-42.awsdns-05.com, ns-658.awsdns-18.net","google-site-verification=2ltbW8iunE_pv1YaZoVYbntlT_hNyiAaBkhcO9fgZ8s, google-site-verification=pViDNqSauXskObXnIyWwa2KxIP-CAA9GWpasGALiYek, mailru-verification: 7e478ddcd067e847, v=spf1 include:spf.mtasv.net -all, yahoo-verification-key=NpNs7j2cCfA52kL7C2OJEusZCgAGbJqxMC69/lDoMZc=",,
,pop.ninjakiwi.com,300,"104.18.200.19, 104.18.201.19","2606:4700::6812:c813, 2606:4700::6812:c913","{'name': 'ninjakiwi.com', 'ns': 'coby.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352845141, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'ninjakiwi.com', 'ns': 'coby.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352845141, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'ninjakiwi.com', 'ns': 'coby.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352845141, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'ninjakiwi.com', 'ns': 'coby.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352845141, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'ninjakiwi.com', 'ns': 'coby.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352845141, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'ninjakiwi.com', 'ns': 'coby.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352845141, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,,
,relays.ninjakiwi.com,300,,,"{'name': 'pacloudflare.com', 'ns': 'brenda.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2353285036, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'pacloudflare.com', 'ns': 'brenda.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2353285036, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'pacloudflare.com', 'ns': 'brenda.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2353285036, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'pacloudflare.com', 'ns': 'brenda.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2353285036, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'pacloudflare.com', 'ns': 'brenda.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2353285036, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'pacloudflare.com', 'ns': 'brenda.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2353285036, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,24bd2d8f7f7746a393ed760752214df3.pacloudflare.com,,,,,,
,replays-static-api.nkstatic.com,300,,"2606:4700:4400::ac40:9240, 2606:4700:4400::6812:29c0","{'name': 'nkstatic.com', 'ns': 'coby.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352960047, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'nkstatic.com', 'ns': 'coby.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352960047, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'nkstatic.com', 'ns': 'coby.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352960047, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'nkstatic.com', 'ns': 'coby.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352960047, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'nkstatic.com', 'ns': 'coby.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352960047, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'nkstatic.com', 'ns': 'coby.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352960047, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,,
,sas3maps.ninjakiwi.com,300,"104.18.201.19, 104.18.200.19","2606:4700::6812:c813, 2606:4700::6812:c913","{'name': 'ninjakiwi.com', 'ns': 'coby.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352845141, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'ninjakiwi.com', 'ns': 'coby.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352845141, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'ninjakiwi.com', 'ns': 'coby.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352845141, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'ninjakiwi.com', 'ns': 'coby.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352845141, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'ninjakiwi.com', 'ns': 'coby.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352845141, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'ninjakiwi.com', 'ns': 'coby.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352845141, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,,
