input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_mismatched,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,port,url,scheme,content_type,method,host,path,favicon,a_,lines,failed,csp_domains_,cdn_name,webserver,tech_,cdn,tls_subject_org_,final_url,tls_expired,tls_self_signed,tls_emails_,location
imjv-ontwikkel.omgeving.vlaanderen.be,Sign in to Omgeving,400,1806,ssov2-ontwikkel.omgeving.vlaanderen.be,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-06-17T16:01:37Z,2023-09-15T16:01:36Z,CN=*.omgeving.vlaanderen.be,*.omgeving.vlaanderen.be,omgeving.vlaanderen.be,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,92fbb107bbff2e413a108477e357e1b0,ee15593afd7c051dcd2684936e2070fcc9d33d3acd2e2e207182300e180d1fac,True,ctls,ssov2-ontwikkel.omgeving.vlaanderen.be,443,https://imjv-ontwikkel.omgeving.vlaanderen.be:443,https,text/html,GET,193.58.156.208,/,-1547550358,193.58.156.208,48,False,,,Departement Omgeving,HSTS,,,https://ssov2-ontwikkel.omgeving.vlaanderen.be/auth/realms/Omgeving/broker/cumuli-oidc/login?session_code=VI10Ci2UMqmA3VEvwp3BHB7u3yImGt6GPBchTD70-GQ&client_id=imjv-loket&tab_id=K0eJonXv7XU,,,,
imjv.omgeving.vlaanderen.be,Sign in to Omgeving,400,1806,ssov2.omgeving.vlaanderen.be,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-06-17T16:01:37Z,2023-09-15T16:01:36Z,CN=*.omgeving.vlaanderen.be,*.omgeving.vlaanderen.be,omgeving.vlaanderen.be,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,92fbb107bbff2e413a108477e357e1b0,ee15593afd7c051dcd2684936e2070fcc9d33d3acd2e2e207182300e180d1fac,True,ctls,ssov2.omgeving.vlaanderen.be,443,https://imjv.omgeving.vlaanderen.be:443,https,text/html,GET,193.58.156.210,/,-1547550358,193.58.156.210,48,False,,,Departement Omgeving,HSTS,,,https://ssov2.omgeving.vlaanderen.be/auth/realms/Omgeving/broker/cumuli-oidc/login?session_code=Oc3C6ZKOylEfy1YdKDWhuhuFj8ZtpyQdvQo_w6gNE6w&client_id=imjv-loket&tab_id=h-UyUTMZqak,,,,
impactscore.omgeving.vlaanderen.be,Impactscore - Departement Omgeving,200,493,impactscore.omgeving.vlaanderen.be,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-06-17T16:01:37Z,2023-09-15T16:01:36Z,CN=*.omgeving.vlaanderen.be,*.omgeving.vlaanderen.be,omgeving.vlaanderen.be,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,92fbb107bbff2e413a108477e357e1b0,ee15593afd7c051dcd2684936e2070fcc9d33d3acd2e2e207182300e180d1fac,True,ctls,impactscore.omgeving.vlaanderen.be,443,https://impactscore.omgeving.vlaanderen.be:443,https,text/html,GET,193.58.156.210,/,-1627809513,193.58.156.210,1,False,,,Departement Omgeving,HSTS,,,,,,,
import.ilvo.vlaanderen.be,Your hosting package has been activated,200,1148,import.ilvo.vlaanderen.be,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-07-16T20:52:01Z,2023-10-14T20:52:00Z,CN=import.ilvo.vlaanderen.be,import.ilvo.vlaanderen.be,import.ilvo.vlaanderen.be,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,8afee8bfe2b5a6e16f3a633fc253df20,e081b88867dda0b9867eac7ff11a2adfa6fe68de37e1676411a908eb5a561d11,,ctls,import.ilvo.vlaanderen.be,443,https://import.ilvo.vlaanderen.be:443,https,text/html,GET,5.134.7.106,/,-780928015,5.134.7.106,26,False,,,nginx,Nginx,,,,,,,
indicatoren.omgeving.vlaanderen.be,Departement Omgeving | Website indicatoren,200,15674,indicatoren.omgeving.vlaanderen.be,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-06-17T16:01:37Z,2023-09-15T16:01:36Z,CN=*.omgeving.vlaanderen.be,*.omgeving.vlaanderen.be,omgeving.vlaanderen.be,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,92fbb107bbff2e413a108477e357e1b0,ee15593afd7c051dcd2684936e2070fcc9d33d3acd2e2e207182300e180d1fac,True,ctls,indicatoren.omgeving.vlaanderen.be,443,https://indicatoren.omgeving.vlaanderen.be:443,https,text/html,GET,193.58.156.210,/,2133005309,193.58.156.210,371,False,,,Departement Omgeving,PHP,,,,,,,
inspraak.omgeving.vlaanderen.be,IBO,200,2079,inspraak.omgeving.vlaanderen.be,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-06-17T16:01:37Z,2023-09-15T16:01:36Z,CN=*.omgeving.vlaanderen.be,*.omgeving.vlaanderen.be,omgeving.vlaanderen.be,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,92fbb107bbff2e413a108477e357e1b0,ee15593afd7c051dcd2684936e2070fcc9d33d3acd2e2e207182300e180d1fac,True,ctls,inspraak.omgeving.vlaanderen.be,443,https://inspraak.omgeving.vlaanderen.be:443,https,text/html,GET,193.58.156.210,/,1017969299,193.58.156.210,1,False,,,Departement Omgeving,HSTS,,,,,,,
internvipa.ti.vlaanderen.be,OpenID Connect Provider | Vlaanderen.be,200,962,authenticatie-ti.vlaanderen.be,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-05-30T16:26:16Z,2024-06-30T16:26:15Z,"CN=*.vlaanderen.be, O=Ministeries van de Vlaamse Gemeenschap, L=Brussel, ST=Brussels Hoofdstedelijk Gewest, C=BE",*.vlaanderen.be,vlaanderen.be,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,70e8e8435cfcc6a5cf5d571cda659886,eec93b7083f7d71670da870dda2f861bc20120371be914f5c9a855dd942bc86d,True,ctls,authenticatie-ti.vlaanderen.be,443,https://internvipa.ti.vlaanderen.be:443,https,text/html,GET,193.191.242.72,/,-366337701,193.191.242.72,18,False,,,nginx,Nginx,,Ministeries van de Vlaamse Gemeenschap,https://authenticatie-ti.vlaanderen.be/op/v1/auth?response_type=code&scope=openid%20vo%20profile%20internvipa&client_id=fd53dcde-21a1-4921-8080-f2054faec83a&state=uAPqSvCy-_mEYPvJ4UeW50RP_2w&redirect_uri=https%3A%2F%2Finternvipa.ti.vlaanderen.be%2Fopenid-redirect&nonce=IMBc56zlogzRuPmUZ4Iln9Z5JRt9TKsfXrZMeYTBU4k,,,,
internvipa.vlaanderen.be,OpenID Connect Provider | Vlaanderen.be,200,962,authenticatie.vlaanderen.be,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-05-30T16:26:16Z,2024-06-30T16:26:15Z,"CN=*.vlaanderen.be, O=Ministeries van de Vlaamse Gemeenschap, L=Brussel, ST=Brussels Hoofdstedelijk Gewest, C=BE",*.vlaanderen.be,vlaanderen.be,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,70e8e8435cfcc6a5cf5d571cda659886,eec93b7083f7d71670da870dda2f861bc20120371be914f5c9a855dd942bc86d,True,ctls,authenticatie.vlaanderen.be,443,https://internvipa.vlaanderen.be:443,https,text/html,GET,193.191.242.72,/,-366337701,193.191.242.72,18,False,,,nginx,Nginx,,Ministeries van de Vlaamse Gemeenschap,https://authenticatie.vlaanderen.be/op/v1/auth?response_type=code&scope=openid%20vo%20profile%20internvipa&client_id=449c5cc6-d204-4b84-a60a-d31720c13902&state=_ZpDTTKhRDxrmxNX6AOR0Mrxs1k&redirect_uri=https%3A%2F%2Finternvipa.vlaanderen.be%2Fopenid-redirect&nonce=wPwIjIjM0xVoonysUmSp9ckjikwS3j201uCggt2a-tE,,,,
intranet.ilvo.vlaanderen.be,Intranet (Nederlands) - ILVO Intranet,200,64707,intranet.ilvo.vlaanderen.be,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-07-16T19:47:00Z,2023-10-14T19:46:59Z,CN=intranet.ilvo.vlaanderen.be,intranet.ilvo.vlaanderen.be,www.intranet.ilvo.vlaanderen.be,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,53af2bdff80d3aee957550ba2dd66983,6d359d7dbea679c942ba23c561c931d19ec862a0b59e57b7c9d912f26950a7aa,,ctls,intranet.ilvo.vlaanderen.be,443,https://intranet.ilvo.vlaanderen.be:443,https,text/html,GET,5.134.7.106,/,-780928015,5.134.7.106,171,False,*.thinglink.me,,nginx,Nginx,,,https://intranet.ilvo.vlaanderen.be/nl/401,,,,
jeugdmonitor.vlaanderen.be,Jeugdmonitor,200,14991,jeugdmonitor.vlaanderen.be,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-01-10T00:00:00Z,2024-02-08T23:59:59Z,CN=jeugdmonitor.vlaanderen.be,jeugdmonitor.vlaanderen.be,jeugdmonitor.vlaanderen.be,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,68f1f77fdbb5245a85705b421c2c8fb0,b7b23a6552a5a0cd0b3e8c6059d5c7100bc08c34981c19d55055e3df11bbef40,,ctls,jeugdmonitor.vlaanderen.be,443,https://jeugdmonitor.vlaanderen.be:443,https,text/html,GET,18.66.147.103,/,1252052806,2600:9000:225e:9600:f:1fe1:2d80:93a1,274,False,,cloudfront,openresty/1.21.4.1,OpenResty:1.21.4.1,True,,https://jeugdmonitor.vlaanderen.be/site/,,,,
jira.omgeving.vlaanderen.be,Log in - JIRA - taakopvolgingssysteem Omgeving,200,34605,jira.omgeving.vlaanderen.be,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-06-17T16:01:37Z,2023-09-15T16:01:36Z,CN=*.omgeving.vlaanderen.be,*.omgeving.vlaanderen.be,omgeving.vlaanderen.be,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,92fbb107bbff2e413a108477e357e1b0,ee15593afd7c051dcd2684936e2070fcc9d33d3acd2e2e207182300e180d1fac,True,ctls,jira.omgeving.vlaanderen.be,443,https://jira.omgeving.vlaanderen.be:443,https,text/html,GET,193.58.156.210,/,195497063,193.58.156.210,753,False,,,Departement Omgeving,Java,,,https://jira.omgeving.vlaanderen.be/jira/login.jsp?permissionViolation=true&os_destination=https%3A%2F%2Fwww.milieuinfo.be%2Fjira%2Fplugins%2Fservlet%2Fmobile%23myjirahome&page_caps=&user_role=USER,,,,
jobbonus-bezwaar.vlaanderen.be,OpenID Connect Provider | Vlaanderen.be,200,962,authenticatie.vlaanderen.be,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-05-30T16:26:16Z,2024-06-30T16:26:15Z,"CN=*.vlaanderen.be, O=Ministeries van de Vlaamse Gemeenschap, L=Brussel, ST=Brussels Hoofdstedelijk Gewest, C=BE",*.vlaanderen.be,vlaanderen.be,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,70e8e8435cfcc6a5cf5d571cda659886,eec93b7083f7d71670da870dda2f861bc20120371be914f5c9a855dd942bc86d,True,ctls,authenticatie.vlaanderen.be,443,https://jobbonus-bezwaar.vlaanderen.be:443,https,text/html,GET,18.66.97.95,/,-780928015,18.66.97.121,18,False,,cloudfront,nginx,Nginx,True,Ministeries van de Vlaamse Gemeenschap,https://authenticatie.vlaanderen.be/op/v1/auth?client_id=cf6857fa-2fa9-4161-a8c2-7b40471afbca&response_type=code&scope=openid%20profile%20vo%20rrn%20vlabel_jobbonus&redirect_uri=https%3A//jobbonus-bezwaar.vlaanderen.be/openid-connect/acm-idm&state=E87_xOnT21d-AGbga43rzsSMRh2JVlwoYbSAiXPMvlQ&login_hint,,,,
jongleven.ilvo.vlaanderen.be,VLAIO JongLeven - JongLeven,200,91491,jongleven.ilvo.vlaanderen.be,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-05-27T12:44:25Z,2023-08-25T12:44:24Z,CN=jongleven.ilvo.vlaanderen.be,jongleven.ilvo.vlaanderen.be,www.jongleven.ilvo.vlaanderen.be,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,d04f5a79b42d9f25e772357c5744b985,c55a17d41b18bd16d9e1bd2cc6679bb4dc7db82fdd240a3f0ccdd498b1dd8787,,ctls,jongleven.ilvo.vlaanderen.be,443,https://jongleven.ilvo.vlaanderen.be:443,https,text/html,GET,5.134.7.106,/,-780928015,5.134.7.106,571,False,*.thinglink.com,,nginx,Nginx,,,https://jongleven.ilvo.vlaanderen.be/nl,,,,
kaleidos-dev.vlaanderen.be,401 Authorization Required,401,179,kaleidos-dev.vlaanderen.be,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-07-15T14:12:02Z,2023-10-13T14:12:01Z,CN=kaleidos-dev.vlaanderen.be,kaleidos-dev.vlaanderen.be,kaleidos-dev.vlaanderen.be,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,7860ca02a4bade32c432926f200ac5c7,40f299410e6bfe4076f17a3eec7ebdbcd0ccb76af4654c0ac6fad26352b25e54,,ctls,kaleidos-dev.vlaanderen.be,443,https://kaleidos-dev.vlaanderen.be:443,https,text/html,GET,116.203.165.0,/,-1187289353,116.203.165.0,8,False,,,nginx/1.21.1,Nginx:1.21.1,,,,,,,
kalliope-acc.abb.vlaanderen.be,403 Forbidden,403,153,kalliope-acc.abb.vlaanderen.be,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-06-07T21:00:08Z,2023-09-05T21:00:07Z,CN=kalliope-acc.abb.vlaanderen.be,kalliope-acc.abb.vlaanderen.be,kalliope-acc.abb.vlaanderen.be,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,b52235e3828a9afeb16a14aac2b64b9b,8c675581e1b385a0d0d420dcf999ba2315340b73c01790993cc657261618f420,,ctls,kalliope-acc.abb.vlaanderen.be,443,https://kalliope-acc.abb.vlaanderen.be:443,https,text/html,GET,5.134.0.36,/,1853256436,5.134.0.36,8,False,,,nginx/1.18.0,Nginx:1.18.0,,,,,,,
kalliope-test.abb.vlaanderen.be,403 Forbidden,403,153,kalliope-test.abb.vlaanderen.be,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-06-17T21:00:09Z,2023-09-15T21:00:08Z,CN=kalliope-test.abb.vlaanderen.be,kalliope-test.abb.vlaanderen.be,kalliope-test.abb.vlaanderen.be,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,36af4f09e9fea592126abcc428461a87,782ab174d8f653e936a3fae4b2f76e3c334ad531f89f50b3c81948a4ee63cdf8,,ctls,kalliope-test.abb.vlaanderen.be,443,https://kalliope-test.abb.vlaanderen.be:443,https,text/html,GET,5.134.0.36,/,1853256436,5.134.0.36,8,False,,,nginx/1.18.0,Nginx:1.18.0,,,,,,,
kavo.vlaanderen.be,KAVO-tool,200,12038,kavo.vlaanderen.be,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-01-10T00:00:00Z,2024-02-08T23:59:59Z,CN=kavo.vlaanderen.be,kavo.vlaanderen.be,kavo.vlaanderen.be,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ce74d6333135aa8a70e69af2deb526f0,b07d359323bdb3410fbdca14a17aeb262f62dae2f6c30ed0091a258e8d5c08a6,,ctls,kavo.vlaanderen.be,443,https://kavo.vlaanderen.be:443,https,text/html,GET,13.32.99.115,/,-1840324437,2600:9000:2251:7e00:0:4dc5:a900:93a1,241,False,,cloudfront,nginx/1.14.1,PHP:8.1.16,True,,,,,,
kdb.api.wse.vlaanderen.be,401 Authorization Required,401,172,kdb.api.wse.vlaanderen.be,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-02-09T00:00:00Z,2023-11-22T23:59:59Z,CN=*.api.wse.vlaanderen.be,*.api.wse.vlaanderen.be,*.api.wse.vlaanderen.be,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,2b6a95a23822a929c0f39b2c2047c7cc,1ab835ae45e141c401a4103e3a0a48252d67c78fb521461ee8a5d720604bfb6e,True,ctls,kdb.api.wse.vlaanderen.be,443,https://kdb.api.wse.vlaanderen.be:443,https,text/html,GET,52.208.34.182,/,-1710455754,34.241.107.54,8,False,,,,,,,,,,,
kennisplatform.vlaanderen.be,OpenID Connect Provider | Vlaanderen.be,200,918,authenticatie.vlaanderen.be,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-05-30T16:26:16Z,2024-06-30T16:26:15Z,"CN=*.vlaanderen.be, O=Ministeries van de Vlaamse Gemeenschap, L=Brussel, ST=Brussels Hoofdstedelijk Gewest, C=BE",*.vlaanderen.be,vlaanderen.be,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,70e8e8435cfcc6a5cf5d571cda659886,eec93b7083f7d71670da870dda2f861bc20120371be914f5c9a855dd942bc86d,True,ctls,authenticatie.vlaanderen.be,443,https://kennisplatform.vlaanderen.be:443,https,text/html,GET,18.66.147.47,/,-780928015,18.66.147.113,18,False,,cloudfront,nginx,Nginx,True,Ministeries van de Vlaamse Gemeenschap,https://authenticatie.vlaanderen.be/op/v1/auth?client_id=a587216f-f825-4431-b93b-6c332ce9ee3e&response_type=code&scope=openid%20vo%20profile%20mow_kennisplatform&redirect_uri=https%3A//kennisplatform.vlaanderen.be/openid-connect/acm-idm&state=-F5YBICEBdhTE2Abcfe4ieF0aPBcwITTshgeKaWQgUM,,,,
kim-dms-acc.vlaanderen.be,,400,,kim-dms-acc.vlaanderen.be,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-06-12T00:00:00Z,2024-07-10T23:59:59Z,CN=geo-dms-acc.vlaanderen.be,geo-dms-acc.vlaanderen.be,kim-dms-acc.vlaanderen.be,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,b1cf374f00c60ce37557b29b7a8bd9c5,09b4062a2694840c7bfb866527643c2efdab1ae2cc3e750f0df1f151bbf6c7f6,,ctls,kim-dms-acc.vlaanderen.be,443,https://kim-dms-acc.vlaanderen.be:443,https,text/plain,GET,65.9.66.83,/,-1840324437,65.9.66.68,1,False,,cloudfront,awselb/2.0,Amazon Web Services,True,,,,,,
klip.api.vlaanderen.be,,401,115,klip.api.vlaanderen.be,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-07-12T00:00:00Z,2024-08-08T23:59:59Z,CN=klip.api.vlaanderen.be,klip.api.vlaanderen.be,klip.api.vlaanderen.be,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,318fdf247b850e894760e59e8dca5824,42018623f0455b444dc1882b278484d5138f39a0232f1dc6133f94997acb2b5c,,ctls,klip.api.vlaanderen.be,443,https://klip.api.vlaanderen.be:443,https,application/problem+json,GET,35.240.103.94,/,-1840324437,35.240.103.94,3,False,,google,,,True,,,,,,
klip.vlaanderen.be,KLIP - Kabel- en Leidinginformatieportaal | Digitaal Vlaanderen,200,7321,klip.vlaanderen.be,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-11-05T08:51:44Z,2023-12-06T08:54:36Z,CN=*.klip.vlaanderen.be,*.klip.vlaanderen.be,klip.vlaanderen.be,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",7bd29eb4b35da19d775dbe234d9c5ebc,9b7bb0f1dd7d0121e6b19c93440e9afe2af1216e9a1c4aad32ebe5a4949316a5,True,ctls,klip.vlaanderen.be,443,https://klip.vlaanderen.be:443,https,text/html,GET,13.69.68.4,/,-1886551505,13.69.68.4,1,False,https://az674490.vo.msecnd.net,azure,Kestrel,Microsoft ASP.NET,True,,,,,,
leerkrediet-covid19.onderwijs-apps.vlaanderen.be,Teruggave leerkrediet,200,4154,leerkrediet-covid19.onderwijs-apps.vlaanderen.be,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-05-15T00:00:00Z,2024-06-12T23:59:59Z,CN=leerkrediet-covid19.onderwijs-apps.vlaanderen.be,leerkrediet-covid19.onderwijs-apps.vlaanderen.be,www.leerkrediet-covid19.onderwijs-apps.vlaanderen.be,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,1fe2604a62ce96560727638c26e29a7d,c9dbbdd13cd1b6a8e6a296c55102c4075722e782f73c526f14ea3791c2706378,,ctls,leerkrediet-covid19.onderwijs-apps.vlaanderen.be,443,https://leerkrediet-covid19.onderwijs-apps.vlaanderen.be:443,https,text/html,GET,18.66.112.22,/,-1910878731,18.66.112.66,148,False,https://*.google-analytics.com,cloudfront,AmazonS3,HSTS,True,,,,,,
leerkrediet-covid19.onderwijs-dev.vlaanderen.be,Teruggave leerkrediet,200,4154,leerkrediet-covid19.onderwijs-dev.vlaanderen.be,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-05-15T00:00:00Z,2024-06-12T23:59:59Z,CN=leerkrediet-covid19.onderwijs-dev.vlaanderen.be,leerkrediet-covid19.onderwijs-dev.vlaanderen.be,www.leerkrediet-covid19.onderwijs-dev.vlaanderen.be,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,b9c2075408764c4c092b00de7ac2fc18,c7e42b766df9fc5c72665851ebd06db6787299ab069165658ea1e82e8dcd268b,,ctls,leerkrediet-covid19.onderwijs-dev.vlaanderen.be,443,https://leerkrediet-covid19.onderwijs-dev.vlaanderen.be:443,https,text/html,GET,18.66.147.125,/,-1910878731,18.66.147.35,148,False,https://*.google-analytics.com,cloudfront,AmazonS3,HSTS,True,,,,,,
leerkrediet-covid19.onderwijs-stage.vlaanderen.be,Teruggave leerkrediet,200,4154,leerkrediet-covid19.onderwijs-stage.vlaanderen.be,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-05-15T00:00:00Z,2024-06-11T23:59:59Z,CN=leerkrediet-covid19.onderwijs-stage.vlaanderen.be,leerkrediet-covid19.onderwijs-stage.vlaanderen.be,www.leerkrediet-covid19.onderwijs-stage.vlaanderen.be,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,824756352ad597cd528d46e0fc543b4a,f75f4d04df614603005976e7402b9718a10b31414ef3b56038d923f6069fea8c,,ctls,leerkrediet-covid19.onderwijs-stage.vlaanderen.be,443,https://leerkrediet-covid19.onderwijs-stage.vlaanderen.be:443,https,text/html,GET,13.32.121.23,/,-1910878731,13.32.121.20,148,False,https://*.google-analytics.com,cloudfront,AmazonS3,HSTS,True,,,,,,
leidinggevenden.abb.vlaanderen.be,503 Service Temporarily Unavailable,503,190,leidinggevenden.abb.vlaanderen.be,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-04-20T16:39:49Z,2024-04-19T16:39:49Z,CN=letsencrypt-nginx-proxy-companion,letsencrypt-nginx-proxy-companion,,CN=letsencrypt-nginx-proxy-companion,letsencrypt-nginx-proxy-companion,,c92bc603827d63c4e13eed5699d4da9b,997b1d605aa7bf9c4d17e4c6874380a0b978960322cc6af025145385106f597c,,ctls,leidinggevenden.abb.vlaanderen.be,443,https://leidinggevenden.abb.vlaanderen.be:443,https,text/html,GET,116.203.2.137,/,1457316476,116.203.2.137,8,False,,,nginx,Nginx,,,,,True,,
leidinggevenden.lokaalbestuur.vlaanderen.be,,404,42,leidinggevenden.lokaalbestuur.vlaanderen.be,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-07-03T09:49:39Z,2023-10-01T09:49:38Z,CN=leidinggevenden.lokaalbestuur.vlaanderen.be,leidinggevenden.lokaalbestuur.vlaanderen.be,leidinggevenden.lokaalbestuur.vlaanderen.be,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,5845ef61562dc633e3850ce197316602,298c4164d169d83b3f01df9b452ddcf5a0ccb17046738db513f5a4815d2a0c15,,ctls,leidinggevenden.lokaalbestuur.vlaanderen.be,443,https://leidinggevenden.lokaalbestuur.vlaanderen.be:443,https,,GET,116.203.2.137,/,1696575897,116.203.2.137,1,False,,,nginx/1.21.1,Node.js,,,,,,,
logaas.vlaanderen.be,Log as a Service,200,2685,logaas.vlaanderen.be,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-07-04T00:00:00Z,2024-07-31T23:59:59Z,CN=logaas.vlaanderen.be,logaas.vlaanderen.be,*.logaas.vlaanderen.be,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,3f232d45c4bb1ea7133463649e4175c9,735a8ed1a9b28f39aef9aaf058a01929b2931fbe7bcea872468cce12fcada40d,True,ctls,logaas.vlaanderen.be,443,https://logaas.vlaanderen.be:443,https,text/html,GET,108.138.7.61,/,2133252321,108.138.7.57,12,False,,cloudfront,AmazonS3,Amazon Web Services,True,,,,,,
loket-erkenningen-leefmilieu.omgeving.vlaanderen.be,,401,,loket-erkenningen-leefmilieu.omgeving.vlaanderen.be,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-06-17T16:01:37Z,2023-09-15T16:01:36Z,CN=*.omgeving.vlaanderen.be,*.omgeving.vlaanderen.be,omgeving.vlaanderen.be,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,92fbb107bbff2e413a108477e357e1b0,ee15593afd7c051dcd2684936e2070fcc9d33d3acd2e2e207182300e180d1fac,True,ctls,loket-erkenningen-leefmilieu.omgeving.vlaanderen.be,443,https://loket-erkenningen-leefmilieu.omgeving.vlaanderen.be:443,https,,GET,193.58.156.210,/,-2011384989,193.58.156.210,1,False,https://cdn.milieuinfo.be,,Departement Omgeving,Java,,,,,,,
loket-naric-app.onderwijs-dev.vlaanderen.be,NARIC-Vlaanderen,200,2113,loket-naric-app.onderwijs-dev.vlaanderen.be,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-02-22T00:00:00Z,2024-02-16T23:59:59Z,CN=loket-naric-app.onderwijs-dev.vlaanderen.be,loket-naric-app.onderwijs-dev.vlaanderen.be,www.loket-naric-app.onderwijs-dev.vlaanderen.be,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,e16b4de0dc3fa47db3dd474fa606b543,8915ddb34a7633cbe6d459118f7b7e989de839dac10c2d087069fb65fe12d3f0,,ctls,loket-naric-app.onderwijs-dev.vlaanderen.be,443,https://loket-naric-app.onderwijs-dev.vlaanderen.be:443,https,text/html,GET,13.224.189.111,/,-666438793,13.224.189.56,30,False,https://www.google.com,cloudfront,AmazonS3,HSTS,True,,,,,,
