new,host,ttl,a,aaaa,cname,soa,status_code,has_internal_ips,internal_ips,mx,txt,cdn,cdn-name,ns
[x],lab.yatra.com,300,204.74.99.100,,,"{'name': 'yatra.com', 'ns': 'a1-233.akam.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 2014113269, 'refresh': 86400, 'retry': 86400, 'expire': 86400, 'minttl': 86400}, {'name': 'yatra.com', 'ns': 'a1-233.akam.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 2014113269, 'refresh': 86400, 'retry': 86400, 'expire': 86400, 'minttl': 86400}, {'name': 'yatra.com', 'ns': 'a1-233.akam.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 2014113269, 'refresh': 86400, 'retry': 86400, 'expire': 86400, 'minttl': 86400}, {'name': 'yatra.com', 'ns': 'a1-233.akam.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 2014113269, 'refresh': 86400, 'retry': 86400, 'expire': 86400, 'minttl': 86400}, {'name': 'yatra.com', 'ns': 'a1-233.akam.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 2014113269, 'refresh': 86400, 'retry': 86400, 'expire': 86400, 'minttl': 86400}, {'name': 'yatra.com', 'ns': 'a1-233.akam.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 2014113269, 'refresh': 86400, 'retry': 86400, 'expire': 86400, 'minttl': 86400}",NOERROR,,,,,,,
[x],labs.yatra.com,300,104.75.90.40,"2a02:26f0:1180:197::2d03, 2a02:26f0:1180:19a::2d03","labs.yatra.com.edgekey.net, e11523.dsca.akamaiedge.net","{'name': 'dsca.akamaiedge.net', 'ns': 'n0dsca.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1733227224, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}, {'name': 'dsca.akamaiedge.net', 'ns': 'n0dsca.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1733227224, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}, {'name': 'dsca.akamaiedge.net', 'ns': 'n0dsca.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1733227224, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}, {'name': 'dsca.akamaiedge.net', 'ns': 'n0dsca.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1733227224, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}",NOERROR,,,,,,,
[x],mh.yatra.com,3600,"2.16.241.8, 2.16.241.9",,"yatra.com.edgesuite.net, a1683.b.akamai.net","{'name': 'b.akamai.net', 'ns': 'n0b.akamai.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1733227221, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}, {'name': 'b.akamai.net', 'ns': 'n0b.akamai.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1733227223, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}, {'name': 'b.akamai.net', 'ns': 'n0b.akamai.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1733227223, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}, {'name': 'b.akamai.net', 'ns': 'n0b.akamai.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1733227223, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}, {'name': 'b.akamai.net', 'ns': 'n0b.akamai.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1733227224, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}",NOERROR,,,,,,,
[x],mobile.yatra.com,100,72.246.170.178,,"mobile.yatra.com.edgekey.net, e11523.b.akamaiedge.net","{'name': 'b.akamaiedge.net', 'ns': 'n0b.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1733227221, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}, {'name': 'b.akamaiedge.net', 'ns': 'n0b.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1733227221, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}, {'name': 'b.akamaiedge.net', 'ns': 'n0b.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1733227221, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}, {'name': 'b.akamaiedge.net', 'ns': 'n0b.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1733227221, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}, {'name': 'b.akamaiedge.net', 'ns': 'n0b.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1733227221, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}",NOERROR,,,,,,,
[x],new-static.yatra.com,300,202.87.58.20,,,"{'name': 'yatra.com', 'ns': 'a1-233.akam.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 2014113269, 'refresh': 86400, 'retry': 86400, 'expire': 86400, 'minttl': 86400}, {'name': 'yatra.com', 'ns': 'a1-233.akam.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 2014113269, 'refresh': 86400, 'retry': 86400, 'expire': 86400, 'minttl': 86400}, {'name': 'yatra.com', 'ns': 'a1-233.akam.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 2014113269, 'refresh': 86400, 'retry': 86400, 'expire': 86400, 'minttl': 86400}, {'name': 'yatra.com', 'ns': 'a1-233.akam.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 2014113269, 'refresh': 86400, 'retry': 86400, 'expire': 86400, 'minttl': 86400}, {'name': 'yatra.com', 'ns': 'a1-233.akam.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 2014113269, 'refresh': 86400, 'retry': 86400, 'expire': 86400, 'minttl': 86400}, {'name': 'yatra.com', 'ns': 'a1-233.akam.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 2014113269, 'refresh': 86400, 'retry': 86400, 'expire': 86400, 'minttl': 86400}",NOERROR,,,,,,,
[x],newvpn.yatra.com,299,,"2a02:26f0:3500:18::1724:a29b, 2a02:26f0:3500:18::1724:a288","newvpn.yatra.com.edgekey.net, e103826.dsca.akamaiedge.net","{'name': 'dsca.akamaiedge.net', 'ns': 'n0dsca.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1733227224, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}, {'name': 'dsca.akamaiedge.net', 'ns': 'n0dsca.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1733227228, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}, {'name': 'dsca.akamaiedge.net', 'ns': 'n0dsca.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1733227228, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}",NOERROR,,,,,,,
[x],origin-api.yatra.com,2037,,,,"{'name': 'yatra.com', 'ns': 'a1-233.akam.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 2014113269, 'refresh': 86400, 'retry': 86400, 'expire': 86400, 'minttl': 86400}, {'name': 'yatra.com', 'ns': 'a1-233.akam.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 2014113269, 'refresh': 86400, 'retry': 86400, 'expire': 86400, 'minttl': 86400}, {'name': 'yatra.com', 'ns': 'a1-233.akam.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 2014113269, 'refresh': 86400, 'retry': 86400, 'expire': 86400, 'minttl': 86400}, {'name': 'yatra.com', 'ns': 'a1-233.akam.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 2014113269, 'refresh': 86400, 'retry': 86400, 'expire': 86400, 'minttl': 86400}, {'name': 'yatra.com', 'ns': 'a1-233.akam.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 2014113269, 'refresh': 86400, 'retry': 86400, 'expire': 86400, 'minttl': 86400}, {'name': 'yatra.com', 'ns': 'a1-233.akam.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 2014113269, 'refresh': 86400, 'retry': 86400, 'expire': 86400, 'minttl': 86400}",NOERROR,,,,,,,
[x],origin-corptrav.yatra.com,300,202.87.58.226,,,"{'name': 'yatra.com', 'ns': 'a1-233.akam.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 2014113269, 'refresh': 86400, 'retry': 86400, 'expire': 86400, 'minttl': 86400}, {'name': 'yatra.com', 'ns': 'a1-233.akam.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 2014113269, 'refresh': 86400, 'retry': 86400, 'expire': 86400, 'minttl': 86400}, {'name': 'yatra.com', 'ns': 'a1-233.akam.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 2014113269, 'refresh': 86400, 'retry': 86400, 'expire': 86400, 'minttl': 86400}, {'name': 'yatra.com', 'ns': 'a1-233.akam.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 2014113269, 'refresh': 86400, 'retry': 86400, 'expire': 86400, 'minttl': 86400}, {'name': 'yatra.com', 'ns': 'a1-233.akam.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 2014113269, 'refresh': 86400, 'retry': 86400, 'expire': 86400, 'minttl': 86400}, {'name': 'yatra.com', 'ns': 'a1-233.akam.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 2014113269, 'refresh': 86400, 'retry': 86400, 'expire': 86400, 'minttl': 86400}, {'name': 'yatra.com', 'ns': 'a1-233.akam.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 2014113269, 'refresh': 86400, 'retry': 86400, 'expire': 86400, 'minttl': 86400}",NOERROR,,,,,,,
[x],origin-crm.yatra.com,300,202.87.58.103,,,"{'name': 'yatra.com', 'ns': 'a1-233.akam.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 2014113269, 'refresh': 86400, 'retry': 86400, 'expire': 86400, 'minttl': 86400}, {'name': 'yatra.com', 'ns': 'a1-233.akam.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 2014113269, 'refresh': 86400, 'retry': 86400, 'expire': 86400, 'minttl': 86400}, {'name': 'yatra.com', 'ns': 'a1-233.akam.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 2014113269, 'refresh': 86400, 'retry': 86400, 'expire': 86400, 'minttl': 86400}, {'name': 'yatra.com', 'ns': 'a1-233.akam.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 2014113269, 'refresh': 86400, 'retry': 86400, 'expire': 86400, 'minttl': 86400}, {'name': 'yatra.com', 'ns': 'a1-233.akam.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 2014113269, 'refresh': 86400, 'retry': 86400, 'expire': 86400, 'minttl': 86400}",NOERROR,,,,,,,
[x],origin-cruise.yatra.com,300,202.87.58.226,,,"{'name': 'yatra.com', 'ns': 'a1-233.akam.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 2014113269, 'refresh': 86400, 'retry': 86400, 'expire': 86400, 'minttl': 86400}, {'name': 'yatra.com', 'ns': 'a1-233.akam.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 2014113269, 'refresh': 86400, 'retry': 86400, 'expire': 86400, 'minttl': 86400}, {'name': 'yatra.com', 'ns': 'a1-233.akam.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 2014113269, 'refresh': 86400, 'retry': 86400, 'expire': 86400, 'minttl': 86400}, {'name': 'yatra.com', 'ns': 'a1-233.akam.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 2014113269, 'refresh': 86400, 'retry': 86400, 'expire': 86400, 'minttl': 86400}, {'name': 'yatra.com', 'ns': 'a1-233.akam.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 2014113269, 'refresh': 86400, 'retry': 86400, 'expire': 86400, 'minttl': 86400}",NOERROR,,,,,,,
[x],origin-expense.yatra.com,300,202.87.58.226,,,"{'name': 'yatra.com', 'ns': 'a1-233.akam.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 2014113269, 'refresh': 86400, 'retry': 86400, 'expire': 86400, 'minttl': 86400}, {'name': 'yatra.com', 'ns': 'a1-233.akam.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 2014113269, 'refresh': 86400, 'retry': 86400, 'expire': 86400, 'minttl': 86400}, {'name': 'yatra.com', 'ns': 'a1-233.akam.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 2014113269, 'refresh': 86400, 'retry': 86400, 'expire': 86400, 'minttl': 86400}, {'name': 'yatra.com', 'ns': 'a1-233.akam.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 2014113269, 'refresh': 86400, 'retry': 86400, 'expire': 86400, 'minttl': 86400}, {'name': 'yatra.com', 'ns': 'a1-233.akam.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 2014113269, 'refresh': 86400, 'retry': 86400, 'expire': 86400, 'minttl': 86400}, {'name': 'yatra.com', 'ns': 'a1-233.akam.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 2014113269, 'refresh': 86400, 'retry': 86400, 'expire': 86400, 'minttl': 86400}",NOERROR,,,,,,,
[x],origin-faka.yatra.com,167,202.87.58.20,,,"{'name': 'yatra.com', 'ns': 'a1-233.akam.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 2014113269, 'refresh': 86400, 'retry': 86400, 'expire': 86400, 'minttl': 86400}, {'name': 'yatra.com', 'ns': 'a1-233.akam.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 2014113269, 'refresh': 86400, 'retry': 86400, 'expire': 86400, 'minttl': 86400}, {'name': 'yatra.com', 'ns': 'a1-233.akam.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 2014113269, 'refresh': 86400, 'retry': 86400, 'expire': 86400, 'minttl': 86400}, {'name': 'yatra.com', 'ns': 'a1-233.akam.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 2014113269, 'refresh': 86400, 'retry': 86400, 'expire': 86400, 'minttl': 86400}, {'name': 'yatra.com', 'ns': 'a1-233.akam.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 2014113269, 'refresh': 86400, 'retry': 86400, 'expire': 86400, 'minttl': 86400}, {'name': 'yatra.com', 'ns': 'a1-233.akam.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 2014113269, 'refresh': 86400, 'retry': 86400, 'expire': 86400, 'minttl': 86400}",NOERROR,,,,,,,
[x],origin-finomoney.yatra.com,211,202.87.58.226,,,"{'name': 'yatra.com', 'ns': 'a1-233.akam.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 2014113269, 'refresh': 86400, 'retry': 86400, 'expire': 86400, 'minttl': 86400}, {'name': 'yatra.com', 'ns': 'a1-233.akam.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 2014113269, 'refresh': 86400, 'retry': 86400, 'expire': 86400, 'minttl': 86400}, {'name': 'yatra.com', 'ns': 'a1-233.akam.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 2014113269, 'refresh': 86400, 'retry': 86400, 'expire': 86400, 'minttl': 86400}, {'name': 'yatra.com', 'ns': 'a1-233.akam.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 2014113269, 'refresh': 86400, 'retry': 86400, 'expire': 86400, 'minttl': 86400}, {'name': 'yatra.com', 'ns': 'a1-233.akam.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 2014113269, 'refresh': 86400, 'retry': 86400, 'expire': 86400, 'minttl': 86400}, {'name': 'yatra.com', 'ns': 'a1-233.akam.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 2014113269, 'refresh': 86400, 'retry': 86400, 'expire': 86400, 'minttl': 86400}",NOERROR,,,,,,,
[x],origin-go.yatra.com,7200,202.87.58.20,,,"{'name': 'yatra.com', 'ns': 'a1-233.akam.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 2014113269, 'refresh': 86400, 'retry': 86400, 'expire': 86400, 'minttl': 86400}, {'name': 'yatra.com', 'ns': 'a1-233.akam.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 2014113269, 'refresh': 86400, 'retry': 86400, 'expire': 86400, 'minttl': 86400}, {'name': 'yatra.com', 'ns': 'a1-233.akam.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 2014113269, 'refresh': 86400, 'retry': 86400, 'expire': 86400, 'minttl': 86400}, {'name': 'yatra.com', 'ns': 'a1-233.akam.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 2014113269, 'refresh': 86400, 'retry': 86400, 'expire': 86400, 'minttl': 86400}, {'name': 'yatra.com', 'ns': 'a1-233.akam.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 2014113269, 'refresh': 86400, 'retry': 86400, 'expire': 86400, 'minttl': 86400}, {'name': 'yatra.com', 'ns': 'a1-233.akam.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 2014113269, 'refresh': 86400, 'retry': 86400, 'expire': 86400, 'minttl': 86400}, {'name': 'yatra.com', 'ns': 'a1-233.akam.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 2014113269, 'refresh': 86400, 'retry': 86400, 'expire': 86400, 'minttl': 86400}",NOERROR,,,,,,,
[x],origin-hol.yatra.com,1800,35.154.28.83,,,"{'name': 'yatra.com', 'ns': 'a1-233.akam.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 2014113269, 'refresh': 86400, 'retry': 86400, 'expire': 86400, 'minttl': 86400}, {'name': 'yatra.com', 'ns': 'a1-233.akam.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 2014113269, 'refresh': 86400, 'retry': 86400, 'expire': 86400, 'minttl': 86400}, {'name': 'yatra.com', 'ns': 'a1-233.akam.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 2014113269, 'refresh': 86400, 'retry': 86400, 'expire': 86400, 'minttl': 86400}, {'name': 'yatra.com', 'ns': 'a1-233.akam.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 2014113269, 'refresh': 86400, 'retry': 86400, 'expire': 86400, 'minttl': 86400}, {'name': 'yatra.com', 'ns': 'a1-233.akam.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 2014113269, 'refresh': 86400, 'retry': 86400, 'expire': 86400, 'minttl': 86400}, {'name': 'yatra.com', 'ns': 'a1-233.akam.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 2014113269, 'refresh': 86400, 'retry': 86400, 'expire': 86400, 'minttl': 86400}, {'name': 'yatra.com', 'ns': 'a1-233.akam.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 2014113269, 'refresh': 86400, 'retry': 86400, 'expire': 86400, 'minttl': 86400}",NOERROR,,,,,,,
[x],origin-hotel.yatra.com,3600,,,,"{'name': 'yatra.com', 'ns': 'a1-233.akam.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 2014113269, 'refresh': 86400, 'retry': 86400, 'expire': 86400, 'minttl': 86400}, {'name': 'yatra.com', 'ns': 'a1-233.akam.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 2014113269, 'refresh': 86400, 'retry': 86400, 'expire': 86400, 'minttl': 86400}, {'name': 'yatra.com', 'ns': 'a1-233.akam.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 2014113269, 'refresh': 86400, 'retry': 86400, 'expire': 86400, 'minttl': 86400}, {'name': 'yatra.com', 'ns': 'a1-233.akam.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 2014113269, 'refresh': 86400, 'retry': 86400, 'expire': 86400, 'minttl': 86400}, {'name': 'yatra.com', 'ns': 'a1-233.akam.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 2014113269, 'refresh': 86400, 'retry': 86400, 'expire': 86400, 'minttl': 86400}, {'name': 'yatra.com', 'ns': 'a1-233.akam.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 2014113269, 'refresh': 86400, 'retry': 86400, 'expire': 86400, 'minttl': 86400}",NOERROR,,,,,,,
[x],origin-mobile.yatra.com,3600,,,,"{'name': 'yatra.com', 'ns': 'a1-233.akam.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 2014113269, 'refresh': 86400, 'retry': 86400, 'expire': 86400, 'minttl': 86400}, {'name': 'yatra.com', 'ns': 'a1-233.akam.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 2014113269, 'refresh': 86400, 'retry': 86400, 'expire': 86400, 'minttl': 86400}, {'name': 'yatra.com', 'ns': 'a1-233.akam.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 2014113269, 'refresh': 86400, 'retry': 86400, 'expire': 86400, 'minttl': 86400}, {'name': 'yatra.com', 'ns': 'a1-233.akam.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 2014113269, 'refresh': 86400, 'retry': 86400, 'expire': 86400, 'minttl': 86400}, {'name': 'yatra.com', 'ns': 'a1-233.akam.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 2014113269, 'refresh': 86400, 'retry': 86400, 'expire': 86400, 'minttl': 86400}, {'name': 'yatra.com', 'ns': 'a1-233.akam.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 2014113269, 'refresh': 86400, 'retry': 86400, 'expire': 86400, 'minttl': 86400}",NOERROR,,,,,,,
[x],origin-partner.yatra.com,300,202.87.58.226,,,"{'name': 'yatra.com', 'ns': 'a1-233.akam.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 2014113269, 'refresh': 86400, 'retry': 86400, 'expire': 86400, 'minttl': 86400}, {'name': 'yatra.com', 'ns': 'a1-233.akam.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 2014113269, 'refresh': 86400, 'retry': 86400, 'expire': 86400, 'minttl': 86400}, {'name': 'yatra.com', 'ns': 'a1-233.akam.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 2014113269, 'refresh': 86400, 'retry': 86400, 'expire': 86400, 'minttl': 86400}, {'name': 'yatra.com', 'ns': 'a1-233.akam.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 2014113269, 'refresh': 86400, 'retry': 86400, 'expire': 86400, 'minttl': 86400}, {'name': 'yatra.com', 'ns': 'a1-233.akam.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 2014113269, 'refresh': 86400, 'retry': 86400, 'expire': 86400, 'minttl': 86400}, {'name': 'yatra.com', 'ns': 'a1-233.akam.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 2014113269, 'refresh': 86400, 'retry': 86400, 'expire': 86400, 'minttl': 86400}",NOERROR,,,,,,,
[x],origin-secure.yatra.com,300,202.87.58.90,,,"{'name': 'yatra.com', 'ns': 'a1-233.akam.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 2014113269, 'refresh': 86400, 'retry': 86400, 'expire': 86400, 'minttl': 86400}, {'name': 'yatra.com', 'ns': 'a1-233.akam.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 2014113269, 'refresh': 86400, 'retry': 86400, 'expire': 86400, 'minttl': 86400}, {'name': 'yatra.com', 'ns': 'a1-233.akam.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 2014113269, 'refresh': 86400, 'retry': 86400, 'expire': 86400, 'minttl': 86400}, {'name': 'yatra.com', 'ns': 'a1-233.akam.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 2014113269, 'refresh': 86400, 'retry': 86400, 'expire': 86400, 'minttl': 86400}, {'name': 'yatra.com', 'ns': 'a1-233.akam.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 2014113269, 'refresh': 86400, 'retry': 86400, 'expire': 86400, 'minttl': 86400}, {'name': 'yatra.com', 'ns': 'a1-233.akam.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 2014113269, 'refresh': 86400, 'retry': 86400, 'expire': 86400, 'minttl': 86400}, {'name': 'yatra.com', 'ns': 'a1-233.akam.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 2014113269, 'refresh': 86400, 'retry': 86400, 'expire': 86400, 'minttl': 86400}",NOERROR,,,,,,,
[x],origin-www.yatra.com,300,202.87.58.20,,,"{'name': 'yatra.com', 'ns': 'a1-233.akam.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 2014113269, 'refresh': 86400, 'retry': 86400, 'expire': 86400, 'minttl': 86400}, {'name': 'yatra.com', 'ns': 'a1-233.akam.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 2014113269, 'refresh': 86400, 'retry': 86400, 'expire': 86400, 'minttl': 86400}, {'name': 'yatra.com', 'ns': 'a1-233.akam.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 2014113269, 'refresh': 86400, 'retry': 86400, 'expire': 86400, 'minttl': 86400}, {'name': 'yatra.com', 'ns': 'a1-233.akam.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 2014113269, 'refresh': 86400, 'retry': 86400, 'expire': 86400, 'minttl': 86400}, {'name': 'yatra.com', 'ns': 'a1-233.akam.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 2014113269, 'refresh': 86400, 'retry': 86400, 'expire': 86400, 'minttl': 86400}, {'name': 'yatra.com', 'ns': 'a1-233.akam.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 2014113269, 'refresh': 86400, 'retry': 86400, 'expire': 86400, 'minttl': 86400}, {'name': 'yatra.com', 'ns': 'a1-233.akam.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 2014113269, 'refresh': 86400, 'retry': 86400, 'expire': 86400, 'minttl': 86400}",NOERROR,,,,,,,
[x],oxigen.yatra.com,300,2.16.98.180,"2a02:26f0:480:5a2::2d03, 2a02:26f0:480:5ad::2d03","oxigen.yatra.com.edgekey.net, e11523.dsca.akamaiedge.net","{'name': 'dsca.akamaiedge.net', 'ns': 'n0dsca.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1733227222, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}, {'name': 'dsca.akamaiedge.net', 'ns': 'n0dsca.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1733227224, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}, {'name': 'dsca.akamaiedge.net', 'ns': 'n0dsca.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1733227224, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}",NOERROR,,,,,,,
[x],packages.yatra.com,3600,104.76.202.6,,"www.yatra.com.edgekey.net, e11523.b.akamaiedge.net","{'name': 'b.akamaiedge.net', 'ns': 'n0b.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1733227225, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}, {'name': 'b.akamaiedge.net', 'ns': 'n0b.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1733227225, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}, {'name': 'b.akamaiedge.net', 'ns': 'n0b.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1733227225, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}, {'name': 'b.akamaiedge.net', 'ns': 'n0b.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1733227224, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}, {'name': 'b.akamaiedge.net', 'ns': 'n0b.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1733227225, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}",NOERROR,,,,,,,
