new,host,a,cname,mx,soa,status_code,cdn,cdn-name,ns,aaaa,txt,caa,has_internal_ips,internal_ips
,science.uber.com,173.1.57.101,,,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
,science.uberinternal.com,97.64.114.201,,,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
,scout-fusion.uberinternal.com,104.36.192.148,"frontends-dc.uber.com, geo-frontends-all-dca1.uber.com, cn-dca.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
,scout-prod.uberinternal.com,104.36.192.148,"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
,scout-staging.uberinternal.com,104.36.192.148,"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
,scout.uberinternal.com,104.36.192.148,"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
,screenflow-future.uberinternal.com,104.36.192.148,"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
,screenflow-staging.uberinternal.com,104.36.192.148,"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
,sea-eng.uberinternal.com,104.36.192.148,"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
,search-dca1.uberinternal.com,104.36.192.148,"geo-frontends-all-dca1.uber.com, cn-dca.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
,search-phx.uberinternal.com,104.36.197.136,"geo-frontends-all-phx2.uber.com, cn-phx.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
,secrets.uberinternal.com,104.36.192.148,"frontends-dc.uber.com, geo-frontends-all-dca1.uber.com, cn-dca.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
,secure-gateway.uberinternal.com,104.36.192.148,"frontends-dc.uber.com, geo-frontends-all-dca1.uber.com, cn-dca.uber.com, geo-frontends-all-phx2.uber.com, cn-phx.uber.com",mx.sendgrid.net,"dns1.p04.nsone.net, hostmaster.nsone.net, edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
,secure-t.uberinternal.com,,"frontends-dc.uber.com, geo-frontends-all-dca1.uber.com, cn-dca.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,"edns126.ultradns.com, edns126.ultradns.net, edns126.ultradns.biz, edns126.ultradns.org",,,,,
,security-dev.uberinternal.com,104.36.192.148,"frontends-dc.uber.com, geo-frontends-all-dca1.uber.com, cn-dca.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,"edns126.ultradns.com, edns126.ultradns.net, edns126.ultradns.biz, edns126.ultradns.org",,,,,
,security.uber.com,34.98.127.226,"frontends-cloud.uber.com, cn-ecg.cfe.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,True,google,,,,,,
,security2.uberinternal.com,104.36.192.148,"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
,sensors.uberinternal.com,34.98.127.226,"frontends-cloud.uber.com, cn-ecg.cfe.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,True,google,,,,,,
,sentry.uberinternal.com,104.36.192.148,"frontends-dc.uber.com, geo-frontends-all-dca1.uber.com, cn-dca.uber.com",mx.sendgrid.net,"dns1.p04.nsone.net, hostmaster.nsone.net, edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
,seo-staging.uberinternal.com,104.36.192.148,"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
,seo.uberinternal.com,104.36.192.148,"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
,servicedesk.uberinternal.com,207.231.168.165,,,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
,session2trace.uberinternal.com,104.36.192.148,"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
,settlement-scheduler.uberinternal.com,104.36.192.148,"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
,settlement.uber.com,34.98.127.226,"frontends-cloud.uber.com, cn-ecg.cfe.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,True,google,,,,,,
,sflipr.uberinternal.com,104.36.192.148,"frontends-dc.uber.com, geo-frontends-all-dca1.uber.com, cn-dca.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
,sftp-corp.uberinternal.com,"52.32.220.58, 34.218.11.111",sftp-public-881406eab7d6df6f.elb.us-west-2.amazonaws.com,,"ns-1870.awsdns-41.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,sftp-dca.uber.com,104.36.192.149,,,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
,sftp-phx.uber.com,104.36.197.137,,,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
,sftp-phx3.uber.com,104.36.192.149,"sftp.uber.com, sftp-dca.uber.com",,"edns126.ultradns.com, serviceproviders.uber.com, dns1.p04.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,
,sftp.it-tools.uberinternal.com,97.64.98.164,,,"dns1.p04.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,
,sftp.uber.com,104.36.192.149,sftp-dca.uber.com,,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
,share-beta.uber.com,34.98.127.226,"frontends-cloud.uber.com, cn-ecg.cfe.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,True,google,,,,,,
,share.uber.com,34.98.127.226,"frontends-cloud.uber.com, cn-ecg.cfe.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,True,google,,,,,,
,shenzhao.dev.uber.com,,,,,NOERROR,,,,,,,,
,sherlock-staging.uberinternal.com,104.36.192.148,"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com, dns1.p04.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,
,sherlock.uberinternal.com,104.36.192.148,"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
,shiny-commops-agent-dash-v2.uberinternal.com,104.36.192.148,"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com, dns1.p04.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,
,shiny-commops-ext-bpo-access.uberinternal.com,104.36.192.148,"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
,shiny-comparison-shoppers.uberinternal.com,,"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,"edns126.ultradns.com, edns126.ultradns.net, edns126.ultradns.biz, edns126.ultradns.org",,,,,
,shiny-dost-dash.uberinternal.com,104.36.192.148,"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
,shiny-eapd2-bpo-cvg-lub.uberinternal.com,104.36.192.148,"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
,shiny-eapd2-bpo-dbf-cas.uberinternal.com,104.36.192.148,"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
,shiny-eapd2-bpo-min-lah.uberinternal.com,104.36.192.148,"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,"edns126.ultradns.com, edns126.ultradns.net, edns126.ultradns.biz, edns126.ultradns.org",,,,,
,shiny-eapd2-bpo-tel-man.uberinternal.com,104.36.192.148,"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
,shiny-eapd2-bpo-tku-mnl.uberinternal.com,104.36.192.148,"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
,shiny-eapd2-bpo-tlp-chk.uberinternal.com,104.36.192.148,"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
,shiny-eapd2-bpo-tlp-vil.uberinternal.com,104.36.192.148,"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
,shiny-eapd2-coe-ubr-cai.uberinternal.com,104.36.192.148,"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
,shiny-eapd2-coe-ubr-krw.uberinternal.com,104.36.192.148,"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
,shiny-eapd2-coe-ubr-lim.uberinternal.com,104.36.192.148,"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
,shiny-eapd2-coe-ubr-lis.uberinternal.com,104.36.192.148,"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
,shiny-eapd2-coe-ubr-voz.uberinternal.com,104.36.192.148,"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
,shiny-india-xli-dash.uberinternal.com,104.36.192.148,"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,"edns126.ultradns.com, edns126.ultradns.net, edns126.ultradns.biz, edns126.ultradns.org",,,,,
,shiny-prod-dca1.uberinternal.com,104.36.192.148,"geo-frontends-all-dca1.uber.com, cn-dca.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
,shiny-prod.uberinternal.com,104.36.192.148,"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
,shiny-safety.uberinternal.com,104.36.192.148,"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,"edns126.ultradns.com, edns126.ultradns.net, edns126.ultradns.biz, edns126.ultradns.org",,,,,
,shiny-tips.uberinternal.com,104.36.192.148,"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com, dns1.p04.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,
,shiny-triage-explorer.uberinternal.com,104.36.192.148,"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
,shiny-uf-carrier-search.uberinternal.com,104.36.192.148,"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
,shiny-uf-lead-transfer-board.uberinternal.com,104.36.192.148,"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
,shiny-uf-ratecon.uberinternal.com,104.36.192.148,"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
,shiny03-admin.uberinternal.com,,"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,"edns126.ultradns.com, edns126.ultradns.net, edns126.ultradns.biz, edns126.ultradns.org",,,,,
,shipper-staging.uberinternal.com,104.36.197.136,"frontends-dc.uber.com, geo-frontends-all-phx2.uber.com, cn-phx.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
,showcase-staging.uberinternal.com,104.36.192.148,"frontends-dc.uber.com, geo-frontends-all-dca1.uber.com, cn-dca.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
,shs-dca1-secure.uberinternal.com,104.36.192.148,"geo-frontends-all-dca1.uber.com, cn-dca.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
,shs-dca1.uberinternal.com,104.36.192.148,"geo-frontends-all-dca1.uber.com, cn-dca.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,"edns126.ultradns.com, edns126.ultradns.net, edns126.ultradns.biz, edns126.ultradns.org",,,,,
,shs-phx2.uberinternal.com,104.36.197.136,"geo-frontends-all-phx2.uber.com, cn-phx.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
,shuttle.uber.com,,"frontends-cloud.uber.com, cn-ecg.cfe.uber.com",,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,True,google,,,,,,
,sia.uberinternal.com,104.36.192.148,"frontends-dc.uber.com, geo-frontends-all-dca1.uber.com, cn-dca.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
,sif.uberinternal.com,104.36.192.148,"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
,sigma-dca1.uberinternal.com,104.36.192.148,"geo-frontends-all-dca1.uber.com, cn-dca.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
,signups.uberinternal.com,104.36.192.148,"frontends-dc.uber.com, geo-frontends-all-dca1.uber.com, cn-dca.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
,silver.dev.uber.com,54.144.128.85,,,,NOERROR,,,,,,,,
,silverbullet.uberinternal.com,104.36.197.136,"geo-frontends-all-phx2.uber.com, cn-phx.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
,sim.uberinternal.com,34.98.127.226,"frontends-cloud.uber.com, cn-ecg.cfe.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,True,google,,,,,,
,simulation.uberinternal.com,104.36.192.148,"frontends-dc.uber.com, geo-frontends-all-dca1.uber.com, cn-dca.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
,sit.usuppliers.uber.com,207.231.171.31,,,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,"edns126.ultradns.com, edns126.ultradns.net, edns126.ultradns.biz, edns126.ultradns.org",,,,,
,sjc1.cfe.uber.com,34.98.127.226,cn-ecg.cfe.uber.com,mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,True,google,,,,,,
,slack-aaa-staging.uber.com,,"frontends-dc.uber.com, geo-frontends-all-dca1.uber.com, cn-dca.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,"edns126.ultradns.com, edns126.ultradns.net, edns126.ultradns.biz, edns126.ultradns.org",,,,,
,slack-aaa-staging.uberinternal.com,104.36.192.148,"frontends-dc.uber.com, geo-frontends-all-dca1.uber.com, cn-dca.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,"edns126.ultradns.com, edns126.ultradns.net, edns126.ultradns.biz, edns126.ultradns.org",,,,,
,slack.uberinternal.com,104.36.192.148,"frontends-dc.uber.com, geo-frontends-all-dca1.uber.com, cn-dca.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
,slate.uberinternal.com,104.36.192.148,"frontends-dc.uber.com, geo-frontends-all-dca1.uber.com, cn-dca.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
,smartsheet.uber.com,"3.219.210.1, 3.215.234.162, 50.17.38.43",sso.smartsheet.com,,"ns-919.awsdns-50.net, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-1242.awsdns-27.org, ns-919.awsdns-50.net, ns-490.awsdns-61.com, ns-1588.awsdns-06.co.uk",,,,,
,snaptask-test.uberinternal.com,104.36.192.148,"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
,snaptask.uberinternal.com,104.36.192.148,"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
,snippy.uberinternal.com,104.36.192.148,"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
,snitch.uberinternal.com,104.36.192.148,"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
,sodigital.uber.com,,u4460893.wl144.sendgrid.net,mx.sendgrid.net,"aisha.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,v=spf1 include:sendgrid.net ~all,,,
,solaire.uberinternal.com,104.36.192.148,"frontends-dc.uber.com, geo-frontends-all-dca1.uber.com, cn-dca.uber.com",,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,"edns126.ultradns.com, edns126.ultradns.net, edns126.ultradns.biz, edns126.ultradns.org",,,,,
,sonarqube.uberinternal.com,104.36.192.148,"frontends-dc.uber.com, geo-frontends-all-dca1.uber.com, cn-dca.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
,sorting-hat-staging.uberinternal.com,104.36.197.136,"frontends-dc.uber.com, geo-frontends-all-phx2.uber.com, cn-phx.uber.com, geo-frontends-all-dca1.uber.com, cn-dca.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com, dns1.p04.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,
,sortinghat.uberinternal.com,104.36.192.148,"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
,sourcegraph.uberinternal.com,104.36.192.148,"frontends-dc.uber.com, geo-frontends-all-dca1.uber.com, cn-dca.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com, dns1.p04.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,
,sourcetrace.uberinternal.com,104.36.192.148,"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
,sp.uberinternal.com,104.36.192.148,"frontends-dc.uber.com, geo-frontends-all-dca1.uber.com, cn-dca.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com, dns1.p04.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,
,spacepizza.uberinternal.com,104.36.192.148,"frontends-dc.uber.com, geo-frontends-all-dca1.uber.com, cn-dca.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
,spark-jhs.uberinternal.com,104.36.192.148,"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
,spark.uberinternal.com,104.36.197.136,"frontends-dc.uber.com, geo-frontends-all-phx2.uber.com, cn-phx.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
,spectacle-staging.uberinternal.com,104.36.192.148,"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,"edns126.ultradns.com, edns126.ultradns.net, edns126.ultradns.biz, edns126.ultradns.org",,,,,
,spectacle.uberinternal.com,104.36.192.148,"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
,spectre.uberinternal.com,207.231.168.171,,,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
,spectrum.uberinternal.com,104.36.192.148,"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,"dns1.p04.nsone.net, hostmaster.nsone.net, edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
,speedy.uberinternal.com,104.36.197.136,"frontends-dc.uber.com, geo-frontends-all-phx2.uber.com, cn-phx.uber.com, geo-frontends-all-dca1.uber.com, cn-dca.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
,spiffe.uberinternal.com,34.120.11.183,,,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,True,google,"edns126.ultradns.net, edns126.ultradns.biz, edns126.ultradns.org, edns126.ultradns.com",,,,,
,spinnaker.uberinternal.com,104.36.192.148,"frontends-dc.uber.com, geo-frontends-all-dca1.uber.com, cn-dca.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
,split.uber.com,34.98.127.226,"frontends-cloud.uber.com, cn-ecg.cfe.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,True,google,"edns126.ultradns.com, edns126.ultradns.net, edns126.ultradns.biz, edns126.ultradns.org",,,,,
,split.uberinternal.com,104.36.192.148,"frontends-dc.uber.com, geo-frontends-all-dca1.uber.com, cn-dca.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
,spotlight.uber.com,34.98.127.226,"frontends-cloud.uber.com, cn-ecg.cfe.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,True,google,,,,,,
,sptrans.uber.com,,,uber.mx.e.sparkpost.com,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,"v=spf1 exists:%{i}._spf.sparkpostmail.com ~all, google-site-verification=Khkt7WLad_MQdLmofbjq3DwHTBnDYPDWQNS4lThM0Ls",,,
,squad.uberinternal.com,104.36.192.148,"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
,ssgraphql.uberinternal.com,104.36.197.136,"frontends-dc.uber.com, geo-frontends-all-phx2.uber.com, cn-phx.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
,sshkeys.uberinternal.com,"97.64.122.42, 69.194.39.80, 97.64.114.201, 97.64.122.27",,,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
,sso.uberinternal.com,104.36.192.148,"frontends-dc.uber.com, geo-frontends-all-dca1.uber.com, cn-dca.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
,stack.uberinternal.com,40.114.112.171,"uber.stackenterprise.co, soe-uberue1prd-alrkqlgdpuwdcmcg.eastus.cloudapp.azure.com",,"ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,True,azure,,,,,,
,stage-bliss-events.uberinternal.com,104.36.192.148,"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
,stage-bliss.uberinternal.com,,"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com, dns1.p04.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,
,stagehand.uberinternal.com,104.36.197.136,"frontends-dc.uber.com, geo-frontends-all-phx2.uber.com, cn-phx.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
,staging-bliss.uberinternal.com,104.36.197.136,"frontends-dc.uber.com, geo-frontends-all-phx2.uber.com, cn-phx.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
,staging-driver-pricing.uberinternal.com,104.36.192.148,"frontends-dc.uber.com, geo-frontends-all-dca1.uber.com, cn-dca.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
,staging-ufailover2.uberinternal.com,104.36.192.148,"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
,staging-umonitor-dca1.uberinternal.com,104.36.192.148,"geo-frontends-all-dca1.uber.com, cn-dca.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
,stardeploy.uberinternal.com,104.36.192.148,"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,"edns126.ultradns.com, edns126.ultradns.net, edns126.ultradns.biz, edns126.ultradns.org",,,,,
,starfish-ui.uberinternal.com,104.36.192.148,"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,"edns126.ultradns.com, edns126.ultradns.net, edns126.ultradns.biz, edns126.ultradns.org",,,,,
,stargate.uberinternal.com,104.36.192.148,"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
,stash-cdn.uberinternal.com,"52.89.24.55, 44.231.55.220, 100.20.136.192",stash-loadb-1ahehebqy6g3s-2003459108.us-west-2.elb.amazonaws.com,,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,stash-staging.uberinternal.com,104.36.192.148,"frontends-dc.uber.com, geo-frontends-all-dca1.uber.com, cn-dca.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com, dns1.p04.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,
