input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,webserver,tls_self_signed,tls_mismatched,tls_subject_org_,final_url,tls_wildcard_certificate,csp_domains_,location,tls_expired
events.hm-dev.ecobee.com,400 No required SSL certificate was sent,400,230,events.hm-dev.ecobee.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-06-07T13:07:08Z,2025-06-05T18:55:53Z,"CN=events.hm-dev.ecobee.com, OU=Home Monitoring, O=ecobee Technologies ULC, L=Toronto, ST=Ontario, C=CA",events.hm-dev.ecobee.com,home-monitor.hm-dev.ecobee.com,"CN=Home Intermediate, OU=Home Monitoring, O=ecobee Technologies ULC, L=Toronto, ST=Ontario, C=CA",Home Intermediate,ecobee Technologies ULC,fd3f62f09555e6b07c0dab0e03e1b31d,671fede614ecb4976161d1c432c43dce508328812b4917813370dd612a60dcd2,ctls,events.hm-dev.ecobee.com,google,443,https://events.hm-dev.ecobee.com:443,https,text/html,GET,35.226.72.55,/,272330885,35.226.72.55,,9,False,True,,,,ecobee Technologies ULC,,,,,
events.hm-prod.ecobee.com,404 Not Found,404,146,events.hm-prod.ecobee.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-04T21:00:48Z,2024-07-03T21:00:48Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,720d0ede1cf3fe17994f1f31f5f41a78,288b2c8fd8da385c5ac80407e2d333465061dad5fd9b424faf43082c7b84c3ea,ctls,events.hm-prod.ecobee.com,google,443,https://events.hm-prod.ecobee.com:443,https,text/html,GET,34.173.20.6,/,1494302000,34.173.20.6,HSTS,8,False,True,,True,True,Acme Co,,,,,
events.hm-stage.ecobee.com,400 No required SSL certificate was sent,400,230,events.hm-stage.ecobee.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-06-07T13:11:06Z,2025-06-05T18:59:51Z,"CN=events.hm-stage.ecobee.com, OU=Home Monitoring, O=ecobee Technologies ULC, L=Toronto, ST=Ontario, C=CA",events.hm-stage.ecobee.com,home-monitor.hm-stage.ecobee.com,"CN=Home Intermediate, OU=Home Monitoring, O=ecobee Technologies ULC, L=Toronto, ST=Ontario, C=CA",Home Intermediate,ecobee Technologies ULC,c84ad4056dec2f4ea6ca03f4e0371ccc,0d380acaa5e6e4fe97173105fb3e5832727f1bc6f95d93901effcd7c92fd70ab,ctls,events.hm-stage.ecobee.com,google,443,https://events.hm-stage.ecobee.com:443,https,text/html,GET,34.170.3.31,/,272330885,34.170.3.31,,9,False,True,,,,ecobee Technologies ULC,,,,,
filters.ecobee.com,,303,,subscribe.ecobee.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-06-03T13:56:07Z,2023-09-01T13:56:06Z,CN=subscribe.ecobee.com,subscribe.ecobee.com,subscribe.ecobee.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,d64168fb739816d208b510610a607fa6,1d6a8a2d2ce6ae9cbaf5100fc7ef0e10a91e4cc7f059dcd6caff7d99b8d49aeb,ctls,subscribe.ecobee.com,,443,https://filters.ecobee.com:443,https,,GET,64.68.200.48,/,190856733,64.68.200.48,Node.js,1,False,,,,,,https://subscribe.ecobee.com/?iss=https%3A%2F%2Fauth.ecobee.com%2F,,,/api/auth/login?destination=%252F%253Fiss%253Dhttps%25253A%25252F%25252Fauth.ecobee.com%25252F&iss=https%3A%2F%2Fauth.ecobee.com%2F,
firmware.pl-stage.ecobee.com,HTTP Status 404 – Not Found,404,431,firmware.pl-stage.ecobee.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-26T04:06:00Z,2023-08-24T04:57:32Z,CN=firmware.pl-stage.ecobee.com,firmware.pl-stage.ecobee.com,firmware.pl-stage.ecobee.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,aaba823192ce1587e25649c9b8016316,391daa5fd1170f2c6dd3976ae9de93adbfede45718c55dab71da6de261440941,ctls,firmware.pl-stage.ecobee.com,google,443,https://firmware.pl-stage.ecobee.com:443,https,text/html,GET,35.201.115.209,/,-230353730,35.201.115.209,HTTP/3,1,False,True,,,,,,,,,
fleet.soteria.ecobee.com,Fleet for osquery,200,722,fleet.soteria.ecobee.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-07T13:46:03Z,2023-10-05T13:46:02Z,CN=fleet.soteria.ecobee.com,fleet.soteria.ecobee.com,fleet.soteria.ecobee.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,761a33f3e4580fcbcebdd60874c1177d,97b128b34fd8c5e701252b74be9ad5791471db03aa33626e66e96b988ae02c0e,ctls,fleet.soteria.ecobee.com,google,443,https://fleet.soteria.ecobee.com:443,https,text/html,GET,34.122.131.67,/,-1561873722,34.122.131.67,HSTS,25,False,True,,,,,,,,,
fw-upgrade.pl-prod.ecobee.com,,401,,fw-upgrade.pl-prod.ecobee.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-06T14:33:42Z,2025-06-06T02:11:13Z,"CN=fw-upgrade.pl-prod.ecobee.com, OU=Device Management Services, O=ecobee Technologies ULC, L=Toronto, ST=Ontario, C=CA",fw-upgrade.pl-prod.ecobee.com,metrics.pl-prod.ecobee.com,"CN=DMS Platform Intermediate, OU=Device Management Services, O=ecobee Technologies ULC, L=Toronto, ST=Ontario, C=CA",DMS Platform Intermediate,ecobee Technologies ULC,2fe7509a57c7698c0556f7f64a411610,82c759cd83692023e587df521d2fd704e5173368d2ab2fd87cd3050c71a68acc,ctls,fw-upgrade.pl-prod.ecobee.com,google,443,https://fw-upgrade.pl-prod.ecobee.com:443,https,,GET,35.232.216.18,/,-1840324437,35.232.216.18,,1,False,True,,,,ecobee Technologies ULC,,,,,
fw-upgrade.pl-stage.ecobee.com,,401,,fw-upgrade.pl-stage.ecobee.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-06T14:46:17Z,2025-06-06T02:23:48Z,"CN=fw-upgrade.pl-stage.ecobee.com, OU=Device Management Services, O=ecobee Technologies ULC, L=Toronto, ST=Ontario, C=CA",fw-upgrade.pl-stage.ecobee.com,metrics.pl-stage.ecobee.com,"CN=DMS Platform Intermediate, OU=Device Management Services, O=ecobee Technologies ULC, L=Toronto, ST=Ontario, C=CA",DMS Platform Intermediate,ecobee Technologies ULC,234841b3d5fc476275866878d1b9c4eb,ea985b50ef095335806da4d459f64a85637d69c1a156c1c6cabbf4ab8ab4db12,ctls,fw-upgrade.pl-stage.ecobee.com,google,443,https://fw-upgrade.pl-stage.ecobee.com:443,https,,GET,104.154.254.36,/,-1840324437,104.154.254.36,,1,False,True,,,,ecobee Technologies ULC,,,,,
fw-upgrade.ts-prod.ecobee.com,,401,,fw-upgrade.ts-prod.ecobee.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-06-06T15:05:57Z,2025-06-06T02:43:28Z,"CN=fw-upgrade.ts-prod.ecobee.com, OU=Device Management Services, O=ecobee Technologies ULC, L=Toronto, ST=Ontario, C=CA",fw-upgrade.ts-prod.ecobee.com,fw-upgrade.ts-prod.ecobee.com,"CN=Thermostat Intermediate, OU=Thermostat, O=ecobee Technologies ULC, L=Toronto, ST=Ontario, C=CA",Thermostat Intermediate,ecobee Technologies ULC,65353b6765e7d4361d3af0ac0d7fd2f3,214616e359f7f95c3d2e446c393f5c632a2779fecd6c1f18dff1431626cd98a1,ctls,fw-upgrade.ts-prod.ecobee.com,google,443,https://fw-upgrade.ts-prod.ecobee.com:443,https,,GET,35.226.28.172,/,-1840324437,35.226.28.172,,1,False,True,,,,ecobee Technologies ULC,,,,,
gitlab-server.ecobee.com,403 Forbidden,403,146,gitlab-server.ecobee.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-12T15:39:42Z,2023-10-10T15:39:41Z,CN=gitlab-server.ecobee.com,gitlab-server.ecobee.com,gitlab-server.ecobee.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,9eb82390c302985b5fafe7b1b62606da,bc6addf66d1825fef852a5fbe59e20cc641bc82964f2377e3409f969a73cba05,ctls,gitlab-server.ecobee.com,google,443,https://gitlab-server.ecobee.com:443,https,text/html,GET,34.122.131.67,/,-1561873722,34.122.131.67,HSTS,8,False,True,,,,,,,,,
grafana.hm-dev.ecobee.com,Sign in - Google Accounts,200,607791,accounts.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-07-03T08:24:31Z,2023-09-25T08:24:30Z,CN=accounts.google.com,accounts.google.com,*.partner.android.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,de4b9c98530e55feba72a4b39c3a0c79,d1eba1767bf6f805da19ee0576898a3867fbcd05803643a12aa6f12c457d08e7,ctls,accounts.google.com,google,443,https://grafana.hm-dev.ecobee.com:443,https,text/html,GET,35.201.120.239,/,1906823385,35.201.120.239,HTTP/3,76,False,True,ESF,,,,https://accounts.google.com/v3/signin/identifier?opparams=%253Fcred_ref%253Dtrue&dsh=S-1559753319%3A1689912753345114&client_id=2700311393-gamck7m5kio7sp40jvact47h00um6gns.apps.googleusercontent.com&code_challenge=cVl7j_XB2kLTlWy6DOOcuE0HWrWzJupQcM3FyiuYgH4&code_challenge_method=S256&o2v=2&redirect_uri=https%3A%2F%2Fiap.googleapis.com%2Fv1%2Foauth%2FclientIds%2F2700311393-gamck7m5kio7sp40jvact47h00um6gns.apps.googleusercontent.com%3AhandleRedirect&response_type=code&scope=openid+email&service=lso&state=AWdvEPAEH-86nFq8-Ybn2qCgiOE0RiYTP3cQMEIyhOI3C7HTXtgCQZEBb0N3wAVGD9BrGdBVjo-3woCwfstluq0Mz7JSWNQrdPMjpolwpWSiS9O_wTWKkoGyZzWL9df7s85Y7Fm1G1veix59a0ubqvlcgcYGXOEpboR8X4WNG-m_ptIStZlSSVLSO6NdBVIhF6EnKzdLzUibAJSuiV35VfgR9KfdHWOOX9yQJn1JyT6DwxyhomqvoLMJFKwzA8cn1Y0yPVlGLzVUuqKmcFYaTvn84mKuFESp6toEpqD12hrTtPMCvfUXlFJPGQxzgzVgHSTmATXM072NJNnJrXGbqJs2pfrGwPTk_1pyCD3im6022agkaZkzUsF-5Af4ab1SNZOcCUQPAfyCFNAJ6HwCcq2CVR1snVmzspoqNpjgimu-Eqhz8px5s_oQAun2vgrzDH08nTG0nuvTTn_yxCBRp0HWaz8VZf_FtlaBf7rJ2758aoH3Bz_aMGC0vv8-JfB4jwzFAmi8-3kpmPqYKEUnPwPQhgwArUYqRYsumECgGylvDqv5dElwX0TQM5mLIIjoowPp-qJ3Hjs9FCXWgAhrjV_Yjg-B05n4pn49AhMIjG4P4-VGtGpQq-iyLPu3mkwkNPvVVn5R_AqDLBO18QJcBh79yoCYbzkmg3kF-4XYOIbDMeWAqFtZrC-9MgRHTaHA8NTUxc-16TCaV0bVJMyxuEotC-zNMMCcufV4LqGssplblTMIh_SYc3jesxl56cU72xkAeUzI80Tdon2GBpCTA2RtgPWriBJYytCjKXN1dG9CinCa6IpT3PLTK-gLw6Q3j8ysAoDs6tKdd7mOzQfKfR6CXeDHBq89OW3EBLezSbp8nlice_pw0CF-i92_neS3PgcQrsLid_ok-JLoWucUdiwSSxU-Xqbci5YMmPNDoNcbRTCuN6k75MT4CSqpdzN8F_16_O97Dp52cA2TtJbMI-fzR3HLq33R7Atv2FAPIwV29CIwQLva9yh30R2Syz-gVKyGi4Z9SbktNQwpXbTxydd_9ZMYBDk2Vp8sNFU&flowName=GeneralOAuthFlow&continue=https%3A%2F%2Faccounts.google.com%2Fsignin%2Foauth%2Fconsent%3Fauthuser%3Dunknown%26part%3DAJi8hAPMwPqiHCsk_qkTmGjfaw9zis20lZIlnuHvnvat0jAK8ydDcRCxWodjWcHsvU_jrEt78woj_cXkTR6az14AErDTm6mFAt_RBBjE606FyK8BXeeVjNE-tJgvTfFJoZN9v0bSy0yiW3xM-lT686U8QQq-2cIIybTaBSDoxMUef9xE7hV6HgXHvUVlaOhojwinocBgw1pEMi3HNqrws3s709mNv1yu0wqycCsu624UZKBdSOnvP4JYHvevVct0jrbLh_4Rlu8mEuDuVB8fybUW3r_rloU8Sdll3MJv6KY7VAfpFefSn0c9K0zxo9B1aJXJvCK2JfJcsUDl4gM4MdYXc1HW5hDnS90jQ31FNyXfllt7Z2CqzsNKLUau0K0PXx5qEJnNWgQycNEwoi9P2jAkPAn2hbOYYIcdJX6etjOwx9dA4Oq9Kp0fO-maa36EiewmCxxwJP-zXvYxfK3wHc_Vnfm6CCU_wA%26as%3DS-1559753319%253A1689912753345114%26client_id%3D2700311393-gamck7m5kio7sp40jvact47h00um6gns.apps.googleusercontent.com%23&app_domain=https%3A%2F%2Fiap.googleapis.com&rart=ANgoxcefa-R0uRFfyo4BP3S74_jHnDEbnnwqTgDDfkfkhJ9qkwCkUPmLbKMZjovmbliBjk4CAOAItMp2cHqwDZnaRcbPouPozA,True,,,
grafana.hm-prod.ecobee.com,Sign in - Google Accounts,200,608228,accounts.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-07-03T08:24:31Z,2023-09-25T08:24:30Z,CN=accounts.google.com,accounts.google.com,*.partner.android.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,de4b9c98530e55feba72a4b39c3a0c79,d1eba1767bf6f805da19ee0576898a3867fbcd05803643a12aa6f12c457d08e7,ctls,accounts.google.com,google,443,https://grafana.hm-prod.ecobee.com:443,https,text/html,GET,130.211.46.98,/,1622883926,130.211.46.98,HTTP/3,76,False,True,ESF,,,,https://accounts.google.com/v3/signin/identifier?opparams=%253Fcred_ref%253Dtrue&dsh=S-1157412760%3A1689912753492133&client_id=545530101109-hmb9jjr0n0q0qvbf9l2lfucf7f3jr3dj.apps.googleusercontent.com&code_challenge=5TMjkCRKmF3kauRgMR2CkK5HnVy5IbaGUX5DuU1H2Jg&code_challenge_method=S256&o2v=2&redirect_uri=https%3A%2F%2Fiap.googleapis.com%2Fv1%2Foauth%2FclientIds%2F545530101109-hmb9jjr0n0q0qvbf9l2lfucf7f3jr3dj.apps.googleusercontent.com%3AhandleRedirect&response_type=code&scope=openid+email&service=lso&state=AWdvEPAEJAxzZ-Q1WqhmoNEwGGcKBXOf8fcHto1AnkUFRcx4pnBABVoF8sFkUu9P-JOCJRLn8l4lLnBfASvbTpkczyU4ZAJ9rTh9QTkw19XycoW9AkS0DyF5LJZbZyjMgoMN79ktVql0CTU0TN_0FLzV9MRSlbUAObZTWsDOaKqM2soCMYMQkYRRCTgCzOgbjsbIoQhg0zp-PtdAom55a1zKhb1VIuL5Slqewz7-fYzZ0CwgKzhiwAwiDVJgThCiC2pPSwad4uMdZqYkWRxZXGsq8XSpcwFEAe1TcVLsa8tilv77diNjFEzdPAVwVBffitRf0Xec6Ew8qryEd7dJlYLKLxjvqwhCvklmnbXArStIP4fQOdN-u_klAEv55o0CMatNhxbQVvnrlF4mwUdq5-qupalea4bNFGpl4X59e2mywU8F48r4txsOhEAkuTcu9ly80q9XSGm83GiKFa2jqpLHZJnR83fk-dJmRQ-dqgVxKRV8eZgrspuil6E3VAduL5UEKI8P3OoKUvesEdpuE2_fCjuDdHM43EJ7cnAldzEEhMeCsT5nr_WbAVZKkrjBDXb6ftv45sV-WbWksdildaVUAEgoTeED5m_3gAVNynbUy2zrCyS95a3EfOOzO3TzhdW-RiFfsW48TB8myxdDvGJzRPcA0Inyzf5oXwL3jfjCHO-jV7ae6d4uBNxYn1q9n3yQ2A3b2zATuq3VMUZTJ3J4RiiX8M3V2ZeWCgl3EEXhmZgmYJWdzS1hC2utfpTctZ4uY7PbaspUgVNKzo4D0Zh54CPaI3_GalTaTGhU20F-ksmpf7_4RtOHHcxdgxm9wtF83NALnMTFW5P_WBbGeIEncR4p-J2WVWvQyn8Fdd2hiKKH8XdUG7D6NQO-QmcYLIZlosCpCQd0sSNFPfReiIIJ9loCO_-XwEjpk8Z5ezxdA5c6Mq4OorGEboEHJ5xFZOW58cw7xEQx1refXBF3XnSyJ7UXOMf6StL-I-ZbNNB3vohHTHCcBuMdk7YK3obVjM2tdMKpaFumyM3doec0lNnJ16nJJDxbRdfdi7CU3rB-ag&flowName=GeneralOAuthFlow&continue=https%3A%2F%2Faccounts.google.com%2Fsignin%2Foauth%2Fconsent%3Fauthuser%3Dunknown%26part%3DAJi8hAPOSmfONPMAcRifYb8DH2LkHEvKNOjFbEzA0ql4duMplj8npzlfhXacyNFDk7T24cwlkp_JT2QhShwDUHDnfhttvhAmLCu-xWz5_WeY5p8wG_zzT-mWt568NJhE_7fvZe6mBAc7KQUdzXU4X2l4tNGagp_IQ8E8PPaCOIdIwTFezdV1ijmMigIroOfmNEUlJjLjy6GEdaySlA2tj3I09WPUmpEkIqKC-Ch9JDxrAROlzfIIfyjcKGHX_5Nwf8pMz6KWS4z3N5pszVT4WGAzx3bMMrzGcqD0Gd1hv8jBVPYRFB3pcmjhVvtosZAhAIfbLxVIccu4txN-mhJL_l9bwkry8itRXwif6nEMQjBHlqXqjHIc5Kh71gvekAcITiWGuKil5RyRnor-bxwDpUxpNzVF2au1OHgtgOGD2GwXzsgStqR3jfPp_j-Kn_nuvEXP0yepaTEU1-FCL4Rrm-hiShFRp6zF9Q%26as%3DS-1157412760%253A1689912753492133%26client_id%3D545530101109-hmb9jjr0n0q0qvbf9l2lfucf7f3jr3dj.apps.googleusercontent.com%23&app_domain=https%3A%2F%2Fiap.googleapis.com&rart=ANgoxccAm3kQnqvqHfvGCMuBwPPFG2cXqav_ySj60Q3psdTb09L0e6S5jwx5n7hfW3xb8qotT-Jpf4tmPeQhvJFfHQSt24AoSQ,True,,,
grafana.hm-stage.ecobee.com,Sign in - Google Accounts,200,607935,accounts.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-07-03T08:24:31Z,2023-09-25T08:24:30Z,CN=accounts.google.com,accounts.google.com,*.partner.android.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,de4b9c98530e55feba72a4b39c3a0c79,d1eba1767bf6f805da19ee0576898a3867fbcd05803643a12aa6f12c457d08e7,ctls,accounts.google.com,google,443,https://grafana.hm-stage.ecobee.com:443,https,text/html,GET,34.102.141.206,/,1828397658,34.102.141.206,HTTP/3,76,False,True,ESF,,,,https://accounts.google.com/v3/signin/identifier?opparams=%253Fcred_ref%253Dtrue&dsh=S-1358725117%3A1689912753752841&client_id=736045323739-dqaar3sj4pg235vuoaaegddkvl9629hm.apps.googleusercontent.com&code_challenge=ds2rn-Mn1Yfa4gKdiyru75rsdfpbL3RXkz6eAcp5M7k&code_challenge_method=S256&o2v=2&redirect_uri=https%3A%2F%2Fiap.googleapis.com%2Fv1%2Foauth%2FclientIds%2F736045323739-dqaar3sj4pg235vuoaaegddkvl9629hm.apps.googleusercontent.com%3AhandleRedirect&response_type=code&scope=openid+email&service=lso&state=AWdvEPAEST1noWJI0xl1Zm5iAZsv7qGuNaLSzB6f21b4BUJJ1JewPapQpgiBIbwqh4q6j-uxrE-lu4fBULnZLko11rVXCjfpfNE3u9DJg1BclIGx3IXat_PIraCNhASu5rkKoWthkXqZs7b0xp3525gSwque2ARzjnLuphKVUuWncSo4IB_e4gdYLxelMGwXLMTscR94dm1xrXCgprHWgcMSqHjwaMe-W3Q6cb8e55cpE00IHSN4tIZXr9KEjSBPfNm629rX4a9SJYdVfOa7DFeP6Y2oSApaeA4J-fniq9fshyRza2RP43CfPYyUWKxUf3Xe7JODJEFNxoGoj4PUiS_dzfFjiYyHryREquZNictHHUhOr29uf-5ak5Fep8oic9ywNOpbRpKXg9aCiLFIOLko_nWRo7_r4yEGZm2RSfhOwrqCjHOqx4toQnWHwvVIX2P1wgXsWaU9jO83jdr6KwFzVNGMdNPQLdZzuQjH_oGOCBflWzqOCDJRf2cUHd_cd-h3MNu-gKqBr1MmAd_lsRkjvNaMgdVeJPYCbsDqAjiaNu2QZdcSDBHiSktlDgoKSScEuwMDd3jI0L10G7SOOoeBwLZZpV9bhQAGBnXkSnid0Jm20z-I3TXqZuNqGESqBddXaYbTAxemjkM2ffgc2bpHE_Khpp1vFE-6teS2N_qKsptqZEcCHWCSNQ3nfxSo-Rq4uB6Ea1JN7qifxLQY0cbuT6QociN-rS6dadRMZvIZ_9sEqlZUBoKEIxZav2MxT0rxCBHIsAiXaMdifjdNlirFWR5P3g_qBd5sXrqpo_5M8LhXmyHpOMFLfFmNVmOxYdlVsj_CcCKL8lsrWKApP1nOcWj2EDk_jl31d5JrpWAaveQeOVCJLRG3MJBlOiGVlaoQPvqwe6j0ixsyrqG0hwsf9OcxzAFImg4CzkKuwq74Bfxuw5FxSMC0SsdRBZwobJ-BotoshvKuWTj51D3cJIjtWf8BCpGmfvtsGNzxY515NLUUdnZkKOW5z1z6RJhvexQuet9b85jnTJIK0zeQCSYMg5F6KX535g-vO4hEC_cNrsMOrg&flowName=GeneralOAuthFlow&continue=https%3A%2F%2Faccounts.google.com%2Fsignin%2Foauth%2Fconsent%3Fauthuser%3Dunknown%26part%3DAJi8hAO1Pj3CT6StdE-FDuWr73RQ0mF9F3j-ClCJocIGCQSKXKgEa1Rdp7UgCJVeCyxqCN8-ysaIacaIGgHriB0DWgpcBsoqoPSRiK--PhN0uFdMzSnm5iSAzOZJMxH3HxTL7GNg7hIcZtmOxYhpCjtzwpleEc294iFb5zv_dvQezJjyFS5DWjEf4g5KOFVPr021V0yYX-wcNeNVxSpdSM989frx2UyT7uz4q8HJk_c9JBe1QVMwrysN0bms4txHRzbKxqR1T7adD_BK_ZK5VLznM5MQCrQkvvzbPSf4figpdK8BjM4heEmt7TyIkc2ahKh4UiCM87h8rFQ65_yEquR9y3a3nfoodQEQHcVYew2a6saACDB1pOmUI713R72wnFi4UiFOZW_CKWSCHlHT_yQDa55D47D4kd6qDRBulA7EvoixAUEBqA35Y6bQSo_h0_jd6H17fyRy_lQXpLSVMDFJg-I_D8eqyQ%26as%3DS-1358725117%253A1689912753752841%26client_id%3D736045323739-dqaar3sj4pg235vuoaaegddkvl9629hm.apps.googleusercontent.com%23&app_domain=https%3A%2F%2Fiap.googleapis.com&rart=ANgoxceDvAZbl-RRPFRK6hBaHrjc35sqdiW_BymjNOZ4A7AdS7zq_YcT-Z0JWu2FhPJYeK2ZKSZPCGommvGBaalDFJsMqd7Mxw,True,,,
grafana.hs-dev.ecobee.com,Sign in - Google Accounts,200,607843,accounts.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-07-03T08:24:31Z,2023-09-25T08:24:30Z,CN=accounts.google.com,accounts.google.com,*.partner.android.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,de4b9c98530e55feba72a4b39c3a0c79,d1eba1767bf6f805da19ee0576898a3867fbcd05803643a12aa6f12c457d08e7,ctls,accounts.google.com,google,443,https://grafana.hs-dev.ecobee.com:443,https,text/html,GET,34.102.201.178,/,1706641271,34.102.201.178,HTTP/3,76,False,True,ESF,,,,https://accounts.google.com/v3/signin/identifier?opparams=%253Fcred_ref%253Dtrue&dsh=S-1710458695%3A1689912753456162&client_id=815559821867-q4ot24fen0sm4b483r9qirgt06ldooc4.apps.googleusercontent.com&code_challenge=Qq2FpX3Mu1hiXDinHW1FuYwATozxo98NqCZboRhaM7E&code_challenge_method=S256&o2v=2&redirect_uri=https%3A%2F%2Fiap.googleapis.com%2Fv1%2Foauth%2FclientIds%2F815559821867-q4ot24fen0sm4b483r9qirgt06ldooc4.apps.googleusercontent.com%3AhandleRedirect&response_type=code&scope=openid+email&service=lso&state=AWdvEPAEznHT1oRa0u4obbePbF1ycrKkYSG_JDlpsRF24UDowA3VPlyGj_xwSe3dY4AD_uOBnZittKKeQwAHqY8eXDHrER1phay2zmmYD04PdWQet7v_QTL9B7dqSScymTn79mGYn4IlpPtxJ9ofn9HMrQGzSMVIYXzXwhc770rY81urwUzHwItyMVt5HLoRaH6MiJNcV238A8lSLavk8DnR_zyF3RVZJcG5H21tbrBwr7spWy6fKEUlACtJfmmreyJ3dTT_CUeJXuMYE0ZIvoHZONK_nVRVr9X5bpG5LGX64EMxo4FE7Ktpzuf8feryWwCehKlOfIwjwtSPfM1T1Tv6ynGAlxkR6llGUkYF5tr5jlHQsZXmzKjncJMkCLrF_IZovYGhbrCyn1YHEASaBgiDoLYEnLSDTEwhuTmJFEdx1ehjxVR3x_0JR5SLoj99m8MDBMZo4BCKlxoOqpVFaIVCDWolG4mXpAKvr7enQ5FEJruC_9aCXrvnRCrMQZklLXQd1vLGOQAg4rJuUNfChvJGuITBA9vZsLrO4zSFxlbcyWS0Q5hGaFIjAfFxfYd7X7UEG14KBbmO05_hCK3B4OO5eV5HqsGCLfCpn9Nn1f6a83Cb56LQoOuisiNyUcpnXaFbu9cPyoECWFyLu1g4QdJpeXtsofG7x6OEISb5h7yoOSHhhFX5Q6mfn0LGkQsKFoA2NPbewnexEw8RDoRGEhwev9RrjART0eFlKUoUPypY16aMoZLvrAFhPmGTzmTkOl75yN84z-0znbx6eQojq0CtqX7kMTCrMDpELyCyZADAZs46CqVV9U-c1CWKT4ZtemAABVIjkXLVopJBgepZWt1924YAlZ0Evq5fscFCDdv3migNLeSFD51m9OIxs7k1TCHPg312Bq0pOlvtaoDfmzP4rg26uYy5IffkOcrdwu6epfQzpIhGfp8-bmEiTUWmdnYHmcdLevR1hweDgjRg4-LK1bYg8VZOh7SX_y50UDEUPEwCcd1cetGp628BKyKLRqhyrhdglIApqPk_uJLnCwdRVzvYQrPogP0kVrFd-qg&flowName=GeneralOAuthFlow&continue=https%3A%2F%2Faccounts.google.com%2Fsignin%2Foauth%2Fconsent%3Fauthuser%3Dunknown%26part%3DAJi8hAOLWkxJjO_rCVf5RyxdtNkl8wN1eDtVLjYzv9D1N6Ac5s5OL73lQMgoIFjp0QFW4S7htF7x2lPiKGE4FEGa3Z86Mr3141RwCKJIBWaiFOqF-jw1d9swg5u7Monab5dC5QNVwA1R-wn_ms9HzgC8Z_b0jSwt8b4zg0RWL2z7btumnb9_AFEWTIGnQDm2OLEiK0KOjxKfbBMUrtaNXKlAtMpL22uW6XUiCHF4H6SH24BtkFBgZYKsU4TRBl4YIqxdtcqUSzd7ir4qiVAZvSv2mbtHO8BrqJxGTHVw6ACoMd0QybgKjgHDo6rEdkGlpPb-vc-5yvjW-zoDmZov2rL8Iyg-hQwOXk1bNeP486N6iIyqpjB6LOvyT4woTL0bn_ev4tHiVyU_yH6kcVEI3DARoURzDl7LjhU6y_z69BqLJ64Nc_Hojlb4bI6TwVcFDPbdUeQqhbuEybDLF_bxsukfanMe_oNoGw%26as%3DS-1710458695%253A1689912753456162%26client_id%3D815559821867-q4ot24fen0sm4b483r9qirgt06ldooc4.apps.googleusercontent.com%23&app_domain=https%3A%2F%2Fiap.googleapis.com&rart=ANgoxcc1KGTK6uGYqdKVlNPCTOwYUpU9nsgukWz7MpRWP0Y64qP7spD3fqghMdgqOPYpLP3tHR_Tb90t-3pRA0y7eRF7Ons0rg,True,,,
