new,host,a,cname,soa,caa,status_code,cdn,cdn-name,mx,ns,txt,aaaa,has_internal_ips,internal_ips
,hkgucvcse02.underarmour.com,27.111.195.11,,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",,NOERROR,,,,,,,,
,homojen.underarmour.co.uk,204.74.99.103,,"udns1.cscdns.net, hostmaster.cscdns.net",,NOERROR,,,,,,,,
,humble.myfitnesspal.com,"104.18.26.189, 104.18.27.189",secure.pageserve.co,"burt.ns.cloudflare.com, dns.cloudflare.com","letsencrypt.org, digicert.com, sectigo.com",NOERROR,True,cloudflare,,,,"2606:4700::6812:1bbd, 2606:4700::6812:1abd",,
,icon.ua.com,"96.45.83.195, 96.45.82.74, 96.45.83.103, 96.45.82.161",,"ns20.digicertdns.com, dns.digicertdns.com",,NOERROR,,,,,,,,
,idcvpn-nwk1.underarmour.co.uk,204.74.99.103,,"udns1.cscdns.net, hostmaster.cscdns.net",,NOERROR,,,,,,,,
,idea.ua.com,"96.45.82.74, 96.45.83.103, 96.45.82.161, 96.45.83.195",,"ns20.digicertdns.com, dns.digicertdns.com",,NOERROR,,,,,,,,
,idea.underarmour.com,"96.45.83.195, 96.45.83.103, 96.45.82.74, 96.45.82.161",,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",,NOERROR,,,,,,,,
,ideahouse.ua.com,,ua-commercialization.herokuapp.com,"dns1.p03.nsone.net, hostmaster.nsone.net",,NOERROR,,,,,,,,
,identity-test.api.ua.com,"18.66.147.57, 18.66.147.91, 18.66.147.105, 18.66.147.38",d2xl6ehboipzew.cloudfront.net,"ns-1446.awsdns-52.org, awsdns-hostmaster.amazon.com",,NOERROR,True,cloudfront,,,,"2600:9000:225e:e00:e:d348:6200:93a1, 2600:9000:225e:e000:e:d348:6200:93a1, 2600:9000:225e:3400:e:d348:6200:93a1, 2600:9000:225e:9600:e:d348:6200:93a1, 2600:9000:225e:9c00:e:d348:6200:93a1, 2600:9000:225e:b400:e:d348:6200:93a1, 2600:9000:225e:a200:e:d348:6200:93a1, 2600:9000:225e:7a00:e:d348:6200:93a1",,
,image-assets.myfitnesspal.com,,,"ns-120.awsdns-15.com, awsdns-hostmaster.amazon.com",,NOERROR,True,cloudfront,,,,,,
,image-resize-assets.myfitnesspal.com,,,"ns-120.awsdns-15.com, awsdns-hostmaster.amazon.com",,NOERROR,True,cloudfront,,,,,,
,image.e.underarmour.co.uk,23.196.64.216,"akamai-san7.exacttarget.com.edgekey.net, e1141.x.akamaiedge.net","n0x.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,image.emails.underarmour.com,96.17.4.63,"akamai-san12.exacttarget.com.edgekey.net, e2115.x.akamaiedge.net","n0x.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,image.mapmyfitness.underarmour.com,"104.126.37.171, 104.126.37.152","akamai-san208.exacttarget.com.edgekey.net, e119460.dscx.akamaiedge.net","n0dscx.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,"2a02:26f0:7100::211:64aa, 2a02:26f0:7100::211:6481",,
,image.mfp.underarmour.com,"2.16.186.90, 2.16.186.75","images.s7.exacttarget.com.edgesuite.net, a1843.g.akamai.net","n0g.akamai.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,image.uarecord.underarmour.com,,"images.s7.exacttarget.com.edgesuite.net, a1843.g.akamai.net","n0g.akamai.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,images.myfitnesspal.com,"52.216.241.38, 52.217.162.24, 54.231.131.64, 54.231.137.200, 54.231.204.248, 54.231.223.0, 3.5.20.150, 52.216.144.141",s3.amazonaws.com,"ns-1579.awsdns-05.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,"ns-63.awsdns-07.com, ns-771.awsdns-32.net, ns-1300.awsdns-34.org, ns-1579.awsdns-05.co.uk",7703efd3bf07ae13a5fb88055d75ed49,,,
,impact.myfitnesspal.com,"104.18.26.189, 104.18.27.189",secure.pageserve.co,"burt.ns.cloudflare.com, dns.cloudflare.com","digicert.com, letsencrypt.org, sectigo.com",NOERROR,True,cloudflare,,"ns-120.awsdns-15.com, ns-1421.awsdns-49.org, ns-1908.awsdns-46.co.uk, ns-733.awsdns-27.net",,,,
,impact.underarmour.com,23.185.0.4,,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",,NOERROR,,,,,,"2620:12a:8001::4, 2620:12a:8000::4",,
,inbox-api.myfitnesspal.com,"52.2.200.77, 54.87.102.222, 50.19.251.83",ingress.external.us.mfp.dev,"ns-1752.awsdns-27.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,inbox.api.ua.com,"108.157.214.77, 108.157.214.74, 108.157.214.28, 108.157.214.89",d2hazghdfb6m8o.cloudfront.net,"ns-1258.awsdns-29.org, awsdns-hostmaster.amazon.com",,NOERROR,True,cloudfront,,"ns-130.awsdns-16.com, ns-1895.awsdns-44.co.uk, ns-552.awsdns-05.net, ns-1258.awsdns-29.org",,"2600:9000:2334:c00:12:6013:4600:93a1, 2600:9000:2334:e400:12:6013:4600:93a1, 2600:9000:2334:ce00:12:6013:4600:93a1, 2600:9000:2334:ba00:12:6013:4600:93a1, 2600:9000:2334:e000:12:6013:4600:93a1, 2600:9000:2334:bc00:12:6013:4600:93a1, 2600:9000:2334:be00:12:6013:4600:93a1, 2600:9000:2334:6600:12:6013:4600:93a1",,
,info.myfitnesspal.com,,sparkpostmail.com,"ns-1855.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,"ns-775.awsdns-32.net, ns-1361.awsdns-42.org, ns-1855.awsdns-39.co.uk, ns-304.awsdns-38.com",,,,
,instacart.myfitnesspal.com,"104.18.26.189, 104.18.27.189",secure.pageserve.co,"burt.ns.cloudflare.com, dns.cloudflare.com","letsencrypt.org, sectigo.com, digicert.com",NOERROR,True,cloudflare,,,,"2606:4700::6812:1bbd, 2606:4700::6812:1abd",,
,int.mapmyfitness.com,72.32.9.20,,"ns-1855.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,integrate-staging.underarmour.com,23.201.240.117,"san.underarmour.com.edgekey.net, e5142.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,integrate.underarmour.com,23.196.240.120,"san.underarmour.com.edgekey.net, e5142.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,investor.underarmour.com,,"uarm.client.shareholder.com, underarmourinc.gcs-web.com, wildcard.gcs-web.com, wildcard.gcs-web.edgekey.net, e11065.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,investors.underarmour.com,88.221.61.147,"uarm.client.shareholder.com, underarmourinc.gcs-web.com, wildcard.gcs-web.com, wildcard.gcs-web.edgekey.net, e11065.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,"2a02:26f0:3500:890::2b39, 2a02:26f0:3500:88f::2b39",,
,isds-reader.mapmyfitness.com,,d1urwkbvoybnu9.cloudfront.net,"ns-418.awsdns-52.com, hostmaster.cloudfront.net",,NOERROR,,,,,,,,
,isds-rs.mapmyfitness.com,72.32.139.224,,"ns-1855.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,it.mapmyfitness.com,"13.224.189.52, 13.224.189.31, 13.224.189.41, 13.224.189.49",mapmyfitness.com,"ns-1855.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,True,cloudfront,"mx2.ua.iphmx.com, mx1.ua.iphmx.com","ns-1108.awsdns-10.org, ns-1855.awsdns-39.co.uk, ns-408.awsdns-51.com, ns-654.awsdns-17.net","include:_spf.google.com ip4:208.73.5.15 ip4:198.101.229.105 ?all, o3dRlQD190cP20HQ1wEDj22KvS55eknscjOSL5bIa7s4tbGBnAn8fd6koJFZA7wy96iNYThgeqNWX2od53JMmw==, v=spf1 a mx include:sendgrid.net include:mailseat.com include:mail.zendesk.com include:spf.protection.outlook.com  ~all, MS=ms37790606, facebook-domain-verification=c3gbdfdjok9dh5lqbj38d3rz5irepr, google-site-verification=Q2epMmOxfdLgt5cIquPR7VyixmA7p_92IsLurJX21FU",,,
,it.mapmyride.com,"52.85.242.96, 52.85.242.60, 52.85.242.45, 52.85.242.22",mapmyride.com,"ns-616.awsdns-13.net, awsdns-hostmaster.amazon.com",,NOERROR,True,cloudfront,"mx1.emailsrvr.com, mx2.emailsrvr.com","ns-1291.awsdns-33.org, ns-193.awsdns-24.com, ns-2002.awsdns-58.co.uk, ns-616.awsdns-13.net",facebook-domain-verification=eohyqzox3bbhdq3palr74wbo38xt0m,,,
,it.mapmyrun.com,"18.244.179.33, 18.244.179.53, 18.244.179.125, 18.244.179.9",mapmyrun.com,"ns-1621.awsdns-10.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,True,cloudfront,inbound-smtp.us-east-1.amazonaws.com,"ns-1360.awsdns-42.org, ns-1621.awsdns-10.co.uk, ns-440.awsdns-55.com, ns-748.awsdns-29.net","facebook-domain-verification=qvbnlgsph3fvcvuzw08eflxidi94cm, v=spf1 a mx include:spf.mtasv.net ~all, v=spf1 include:mail.zendesk.com ~all, v=spf1 include:sendgrid.net ~all, v=spf1 mx include:_spf.salesforce.com ~all",,,
,itchy.myfitnesspal.com,"104.18.27.189, 104.18.26.189",secure.pageserve.co,"burt.ns.cloudflare.com, dns.cloudflare.com","digicert.com, letsencrypt.org, sectigo.com",NOERROR,True,cloudflare,,,,"2606:4700::6812:1bbd, 2606:4700::6812:1abd",,
,iwill.ua.com,"96.45.82.74, 96.45.83.103, 96.45.82.161, 96.45.83.195",,"ns20.digicertdns.com, dns.digicertdns.com",,NOERROR,,,,,,,,
,jandh.myfitnesspal.com,"104.18.27.189, 104.18.26.189",secure.pageserve.co,"burt.ns.cloudflare.com, dns.cloudflare.com","letsencrypt.org, digicert.com, sectigo.com",NOERROR,True,cloudflare,,,,"2606:4700::6812:1abd, 2606:4700::6812:1bbd",,
,jcvd-q.underarmour.com,204.29.196.52,,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",,NOERROR,,,,,,,,
,jedi3-33.underarmour.co.uk,204.74.99.103,,"udns1.cscdns.net, hostmaster.cscdns.net",,NOERROR,,,,,,,,
,jira.ua.com,50.57.23.152,,"ns20.digicertdns.com, dns.digicertdns.com",,NOERROR,,,,,,,,
,jobs.ua.com,"96.45.82.74, 96.45.83.103, 96.45.82.161, 96.45.83.195",,"ns20.digicertdns.com, dns.digicertdns.com",,NOERROR,,,,,,,,
,joie.myfitnesspal.com,"104.18.27.189, 104.18.26.189",secure.pageserve.co,"burt.ns.cloudflare.com, dns.cloudflare.com","letsencrypt.org, digicert.com, sectigo.com",NOERROR,True,cloudflare,,,,"2606:4700::6812:1bbd, 2606:4700::6812:1abd",,
,join.myfitnesspal.com,"104.18.26.189, 104.18.27.189",secure.pageserve.co,"burt.ns.cloudflare.com, dns.cloudflare.com","digicert.com, letsencrypt.org, sectigo.com",NOERROR,True,cloudflare,,,,"2606:4700::6812:1bbd, 2606:4700::6812:1abd",,
,jp.mapmyride.com,"13.224.189.41, 13.224.189.31, 13.224.189.49, 13.224.189.52",mapmyride.com,"ns-616.awsdns-13.net, awsdns-hostmaster.amazon.com",,NOERROR,True,cloudfront,"mx1.emailsrvr.com, mx2.emailsrvr.com","ns-1291.awsdns-33.org, ns-193.awsdns-24.com, ns-2002.awsdns-58.co.uk, ns-616.awsdns-13.net",facebook-domain-verification=eohyqzox3bbhdq3palr74wbo38xt0m,,,
,jp.mapmyrun.com,"108.156.60.2, 108.156.60.30, 108.156.60.100, 108.156.60.4",mapmyrun.com,,,NOERROR,True,cloudfront,,"ns-1360.awsdns-42.org, ns-1621.awsdns-10.co.uk, ns-440.awsdns-55.com, ns-748.awsdns-29.net",,,,
,jp.mapmywalk.com,"13.224.189.49, 13.224.189.31, 13.224.189.41, 13.224.189.52",mapmywalk.com,"ns-1576.awsdns-05.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,True,cloudfront,inbound-smtp.us-east-1.amazonaws.com,"ns-436.awsdns-54.com, ns-1576.awsdns-05.co.uk, ns-1310.awsdns-35.org, ns-650.awsdns-17.net",,,,
,js.mapmyfitness.com,"99.86.4.87, 99.86.4.121, 99.86.4.9, 99.86.4.12",d3r2hbt87loi6e.cloudfront.net,"ns-1077.awsdns-06.org, awsdns-hostmaster.amazon.com",,NOERROR,True,cloudfront,,"ns-152.awsdns-19.com, ns-682.awsdns-21.net, ns-1077.awsdns-06.org, ns-1866.awsdns-41.co.uk",,"2600:9000:2057:3e00:17:66b8:c180:93a1, 2600:9000:2057:4600:17:66b8:c180:93a1, 2600:9000:2057:5200:17:66b8:c180:93a1, 2600:9000:2057:5600:17:66b8:c180:93a1, 2600:9000:2057:a000:17:66b8:c180:93a1, 2600:9000:2057:ae00:17:66b8:c180:93a1, 2600:9000:2057:400:17:66b8:c180:93a1, 2600:9000:2057:e00:17:66b8:c180:93a1",,
,jss-dev.underarmour.com,"44.241.83.234, 52.34.34.55","uadev.jamfcloud.com, usw2-uadev-alb-775689432.us-west-2.elb.amazonaws.com","ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,jss-prd.underarmour.com,"44.238.60.191, 52.37.37.45","uaprd.jamfcloud.com, usw2-uaprd-alb-796201121.us-west-2.elb.amazonaws.com","ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,kalyn.myfitnesspal.com,"104.18.26.189, 104.18.27.189",secure.pageserve.co,"burt.ns.cloudflare.com, dns.cloudflare.com","letsencrypt.org, sectigo.com, digicert.com",NOERROR,True,cloudflare,,,,"2606:4700::6812:1bbd, 2606:4700::6812:1abd",,
,ketofasho.myfitnesspal.com,"104.18.27.189, 104.18.26.189",secure.pageserve.co,"burt.ns.cloudflare.com, dns.cloudflare.com","digicert.com, letsencrypt.org, sectigo.com",NOERROR,True,cloudflare,,,,"2606:4700::6812:1abd, 2606:4700::6812:1bbd",,
,latam.underarmour.com,136.147.129.35,pub.s7.exacttarget.com,"ns1.exacttarget.com, hostmaster.exacttarget.com",,NOERROR,,,,,,,,
,legacyeu.underarmour.com,46.34.71.253,,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",,NOERROR,,,,,,,,
,legacyhk.underarmour.com,125.252.105.230,,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",,NOERROR,,,,,,,,
,lenalifts.myfitnesspal.com,"104.18.27.189, 104.18.26.189",secure.pageserve.co,"burt.ns.cloudflare.com, dns.cloudflare.com","digicert.com, letsencrypt.org, sectigo.com",NOERROR,True,cloudflare,,,,"2606:4700::6812:1abd, 2606:4700::6812:1bbd",,
,li.mapmyfitness.com,"2.19.126.204, 2.19.126.201","5b1ef3ddbc6fc473c6ad4bf3484038b2.edgesuite.net, a1907.g1.akamai.net","n0g1.akamai.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,lightstep-collector-integ.api.ua.com,35.236.228.45,,,,NOERROR,True,google,,,,,,
,lightstep-collector.api.ua.com,35.194.92.215,,,,NOERROR,True,google,,,,,,
,link.e.blog.myfitnesspal.com,"52.9.43.213, 52.52.70.46, 52.53.54.172, 52.9.114.249",thirdparty.bnc.lt,"ns-1925.awsdns-48.co.uk, awsdns-hostmaster.amazon.com","letsencrypt.org, digicert.com, entrust.net",NOERROR,,,,,v=spf1 -all,,,
,link.email.myfitnesspal.com,"52.9.43.213, 52.53.54.172, 52.9.114.249, 52.52.70.46",thirdparty.bnc.lt,"ns-1925.awsdns-48.co.uk, awsdns-hostmaster.amazon.com","entrust.net, letsencrypt.org, digicert.com",NOERROR,,,,,v=spf1 -all,,,
,link.info.myfitnesspal.com,,thirdparty.bnc.lt,"ns-1925.awsdns-48.co.uk, awsdns-hostmaster.amazon.com","digicert.com, entrust.net, letsencrypt.org",NOERROR,,,,"ns-120.awsdns-15.com, ns-1421.awsdns-49.org, ns-1908.awsdns-46.co.uk, ns-733.awsdns-27.net, ns-1241.awsdns-27.org, ns-1925.awsdns-48.co.uk, ns-20.awsdns-02.com, ns-819.awsdns-38.net",v=spf1 -all,,,
,links.pth.underarmour.com,52.206.57.53,recp.mkt41.net,"ns1.acoustic-adm.com, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,links.record.underarmour.com,52.206.57.53,recp.mkt41.net,"ns1.acoustic-adm.com, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,localhost.vivaelagua.com.mx,127.0.0.1,,"dns04.unilever.com, postmaster.dns04.unilever.com",,NOERROR,,,,,,,True,127.0.0.1
,logs.underarmour.com,"151.101.193.91, 151.101.1.91, 151.101.65.91, 151.101.129.91","www.underarmour.com, n.sni.global.fastly.net","ns1.fastly.net, hostmaster.fastly.com",,NOERROR,True,fastly,,,,,,
,loved.myfitnesspal.com,"104.18.27.189, 104.18.26.189",secure.pageserve.co,"burt.ns.cloudflare.com, dns.cloudflare.com","digicert.com, letsencrypt.org, sectigo.com",NOERROR,True,cloudflare,,,,"2606:4700::6812:1abd, 2606:4700::6812:1bbd",,
,ls.underarmour.com,204.29.196.88,,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",,NOERROR,,,,,,,,
,lyncdiscover.underarmour.com,204.29.196.88,,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",,NOERROR,,,,,,,,
,madeforthis.myfitnesspal.com,"104.18.27.189, 104.18.26.189",secure.pageserve.co,"burt.ns.cloudflare.com, dns.cloudflare.com","letsencrypt.org, sectigo.com, digicert.com",NOERROR,True,cloudflare,,,,"2606:4700::6812:1bbd, 2606:4700::6812:1abd",,
,magnusmethod.myfitnesspal.com,"104.18.26.189, 104.18.27.189",secure.pageserve.co,"burt.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,True,cloudflare,,,,,,
,mail.mapmyfitness.com,,,"ns-1855.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,"mail4546.mapmyfitness.mkt5144.com, mail4547.mapmyfitness.mkt5145.com, reply.mail.mapmyfitness.com, reply.mapmyfitness.mkt5144.com",,v=spf1 ip4:208.73.5.15 ip4:208.73.5.15 a:zgateway.zuora.com -all,,,
,mail.mapmyrun.com,72.3.205.133,,"ns-1621.awsdns-10.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,"mail5382.cf.underarmour.com, mail5383.pth.underarmour.com, reply.fit.underarmour.com, mail4546.fit.underarmour.com",,v=spf1 ip4:208.73.5.15 include:mailseat.com IP4:72.32.70.9 ip4:74.112.71.44 ip4:74.112.71.47 -all,,,
,mail.mapmywalk.com,72.3.205.130,,"ns-1576.awsdns-05.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,"mail5383.pth.underarmour.com, reply.fit.underarmour.com, mail4546.fit.underarmour.com, mail5382.cf.underarmour.com",,v=spf1 ip4:208.73.5.15 ip4:74.112.71.44 ip4:74.112.71.47 -all,,,
,mail.myfitnesspal.com,64.235.53.8,,"ns-120.awsdns-15.com, awsdns-hostmaster.amazon.com",,NOERROR,,,,,v=spf1 a -all,,,
,mail.underarmour.com,104.130.47.83,,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",,NOERROR,,,,,,,,
,mail2.myfitnesspal.com,64.235.53.9,,"ns-120.awsdns-15.com, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,mail4546.fit.underarmour.com,208.73.5.15,,,,NOERROR,,,,,,,,
,mail4547.record.underarmour.com,208.73.5.16,,"ns-830.awsdns-39.net, awsdns-hostmaster.amazon.com",,NOERROR,,,mail4547.record.underarmour.com,,v=spf1 ip4:208.73.5.16 -all,,,
,mail5382.cf.underarmour.com,,,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",,NOERROR,,,mail5382.cf.underarmour.com,,,,,
,mail5383.pth.underarmour.com,74.112.71.44,,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",,NOERROR,,,mail5383.pth.underarmour.com,,v=spf1 ip4:74.112.71.44 -all,,,
,maint.ua.com,"13.32.121.112, 13.32.121.115, 13.32.121.127, 13.32.121.5",d1eay8juyf429z.cloudfront.net,"ns-1037.awsdns-01.org, awsdns-hostmaster.amazon.com",,NOERROR,True,cloudfront,,"ns-438.awsdns-54.com, ns-704.awsdns-24.net, ns-1037.awsdns-01.org, ns-1624.awsdns-11.co.uk",,"2600:9000:236e:7400:d:b7ee:e1c0:93a1, 2600:9000:236e:8400:d:b7ee:e1c0:93a1, 2600:9000:236e:ae00:d:b7ee:e1c0:93a1, 2600:9000:236e:b000:d:b7ee:e1c0:93a1, 2600:9000:2240:200:d:b7ee:e1c0:93a1, 2600:9000:2240:2000:d:b7ee:e1c0:93a1, 2600:9000:2240:6800:d:b7ee:e1c0:93a1, 2600:9000:2240:d000:d:b7ee:e1c0:93a1",,
,makers.underarmour.com,23.236.62.72,uacfengblog.wpengine.com,"jim.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,True,google,,,,,,
,manifest.myfitnesspal.com,,secure.pageserve.co,"burt.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,True,cloudflare,,,,,,
,mapmy-api-docs.api.ua.com,"13.32.151.72, 13.32.151.70, 13.32.151.4, 13.32.151.114",ua.com,"ns20.digicertdns.com, dns.digicertdns.com",,NOERROR,True,cloudfront,"mx2.ua.iphmx.com, mx1.ua.iphmx.com","ns12.dnsmadeeasy.com, ns14.dnsmadeeasy.com, ns11.dnsmadeeasy.com, ns15.dnsmadeeasy.com, ns10.dnsmadeeasy.com, ns13.dnsmadeeasy.com","apple-domain-verification=UZa5ckzBUiP5KPa0, facebook-domain-verification=ui9r2bgwh8o4kurtviq6o1jpxy1wb8, MS=ms17390637, have-i-been-pwned-verification=243e68d7e85525bcdebedd488795f0d0, 9DdqACTWDnoKi5LSwVeLwqNm1PxfRMDRCZ4SUPRZQ4iNwQn+FfdCkB4xEC3j1z1TUx7NbNFSMMjzlSaQJw5n2g==, v=spf1 include:spf.protection.outlook.com -all",,,
,mapmy-internal.api.ua.com,"54.85.19.3, 54.80.69.143, 35.172.152.119",us-green-external.uacf.io,"ns-1155.awsdns-16.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,mapmyfitness.api.ua.com,"99.86.4.19, 99.86.4.111, 99.86.4.17, 99.86.4.59",,,,NOERROR,True,cloudfront,,,,,,
,mapmyfitness.com,"108.156.60.100, 108.156.60.4, 108.156.60.2, 108.156.60.30",,"ns-1855.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,True,cloudfront,"mx2.ua.iphmx.com, mx1.ua.iphmx.com","ns-654.awsdns-17.net, ns-1108.awsdns-10.org, ns-1855.awsdns-39.co.uk, ns-408.awsdns-51.com","facebook-domain-verification=c3gbdfdjok9dh5lqbj38d3rz5irepr, google-site-verification=Q2epMmOxfdLgt5cIquPR7VyixmA7p_92IsLurJX21FU, include:_spf.google.com ip4:208.73.5.15 ip4:198.101.229.105 ?all, o3dRlQD190cP20HQ1wEDj22KvS55eknscjOSL5bIa7s4tbGBnAn8fd6koJFZA7wy96iNYThgeqNWX2od53JMmw==, v=spf1 a mx include:sendgrid.net include:mailseat.com include:mail.zendesk.com include:spf.protection.outlook.com  ~all, MS=ms37790606",,,
,mapmyride.com,"108.156.60.4, 108.156.60.100, 108.156.60.2, 108.156.60.30",,"ns-616.awsdns-13.net, awsdns-hostmaster.amazon.com",,NOERROR,True,cloudfront,"mx1.emailsrvr.com, mx2.emailsrvr.com","ns-1291.awsdns-33.org, ns-193.awsdns-24.com, ns-2002.awsdns-58.co.uk, ns-616.awsdns-13.net",facebook-domain-verification=eohyqzox3bbhdq3palr74wbo38xt0m,,,
,mapmyrun.api.ua.com,"99.86.4.19, 99.86.4.17, 99.86.4.111, 99.86.4.59",,,,NOERROR,True,cloudfront,,,,,,
,mapmyrun.com,"13.224.189.49, 13.224.189.52, 13.224.189.31, 13.224.189.41",,"ns-1621.awsdns-10.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,True,cloudfront,inbound-smtp.us-east-1.amazonaws.com,"ns-1360.awsdns-42.org, ns-1621.awsdns-10.co.uk, ns-440.awsdns-55.com, ns-748.awsdns-29.net","facebook-domain-verification=qvbnlgsph3fvcvuzw08eflxidi94cm, v=spf1 a mx include:spf.mtasv.net ~all, v=spf1 include:mail.zendesk.com ~all, v=spf1 include:sendgrid.net ~all, v=spf1 mx include:_spf.salesforce.com ~all",,,
,mapmywalk.api.ua.com,"99.86.4.59, 99.86.4.19, 99.86.4.17, 99.86.4.111",,,,NOERROR,True,cloudfront,,,,,,
,mapmyweb-clientevents.api.ua.com,"99.86.4.59, 99.86.4.19, 99.86.4.17, 99.86.4.111",,,,NOERROR,True,cloudfront,,,,,,
,maxx.myfitnesspal.com,"104.18.26.189, 104.18.27.189",secure.pageserve.co,"burt.ns.cloudflare.com, dns.cloudflare.com","digicert.com, letsencrypt.org, sectigo.com",NOERROR,True,cloudflare,,,,,,
,mbelia.underarmour.co.uk,178.250.7.13,"dnsdelegation.io, gum.criteo.com, gum.fr3.vip.prod.criteo.com","ns23.criteo.com, dns.criteo.com",digicert.com,NOERROR,,,,,,2a02:2638:d::d,,
,media.api.ua.com,"13.32.121.84, 13.32.121.49, 13.32.121.45, 13.32.121.51",d1f372vf0qhofd.cloudfront.net,"ns-1139.awsdns-14.org, awsdns-hostmaster.amazon.com",,NOERROR,True,cloudfront,,"ns-1139.awsdns-14.org, ns-1650.awsdns-14.co.uk, ns-167.awsdns-20.com, ns-899.awsdns-48.net",,"2600:9000:236e:aa00:d:8c27:fa40:93a1, 2600:9000:236e:bc00:d:8c27:fa40:93a1, 2600:9000:236e:8000:d:8c27:fa40:93a1, 2600:9000:236e:fe00:d:8c27:fa40:93a1, 2600:9000:236e:b800:d:8c27:fa40:93a1, 2600:9000:236e:f800:d:8c27:fa40:93a1, 2600:9000:2240:6a00:d:8c27:fa40:93a1, 2600:9000:2240:f400:d:8c27:fa40:93a1",,
,media2.api.ua.com,"13.227.219.24, 13.227.219.50, 13.227.219.7, 13.227.219.70",d1f372vf0qhofd.cloudfront.net,"ns-1139.awsdns-14.org, awsdns-hostmaster.amazon.com",,NOERROR,True,cloudfront,,"ns-1139.awsdns-14.org, ns-1650.awsdns-14.co.uk, ns-167.awsdns-20.com, ns-899.awsdns-48.net",,"2600:9000:21c7:d400:d:8c27:fa40:93a1, 2600:9000:21c7:e600:d:8c27:fa40:93a1, 2600:9000:21c7:1200:d:8c27:fa40:93a1, 2600:9000:21c7:f000:d:8c27:fa40:93a1, 2600:9000:21c7:b600:d:8c27:fa40:93a1, 2600:9000:21c7:a600:d:8c27:fa40:93a1, 2600:9000:21c7:7000:d:8c27:fa40:93a1, 2600:9000:21c7:fc00:d:8c27:fa40:93a1",,
,mfp.underarmour.com,136.147.129.27,,"ns-1686.awsdns-18.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,reply-mx.s7.exacttarget.com,"ns-491.awsdns-61.com, ns-977.awsdns-58.net, ns-1313.awsdns-36.org, ns-1686.awsdns-18.co.uk","v=spf1 include:cust-spf.exacttarget.com -all, spf2.0/pra include:cust-senderid.exacttarget.com -all, google-site-verification=wny1DK6dqdXuZvjINscJTvSIJJ8Jx8SQwyaibNUFCes",,,
