input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,tls_mismatched,tls_wildcard_certificate,tls_expired,final_url,csp_domains_
jcvd-q.underarmour.com,Under Armour Virtual Product Experience,200,805,jcvd-q.underarmour.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-12T00:00:00Z,2024-03-27T23:59:59Z,"CN=jcvd-q.underarmour.com, O=Under Armour\, Inc., L=Baltimore, ST=Maryland, C=US",jcvd-q.underarmour.com,"Under Armour, Inc.",jcvd-q.underarmour.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,24a35fbe5e1227e2b10c9eba4ec74865,0f1a269583104e1d76accd6a3545532b51d2e2e6da5d5d721180745e53a5023d,ctls,jcvd-q.underarmour.com,,443,https://jcvd-q.underarmour.com:443,https,,text/html,GET,204.29.196.52,/,-1161611112,204.29.196.52,HSTS,15,False,,,,,,
joie.myfitnesspal.com,MyFitnessPal X Joie In Life,200,38501,joie.myfitnesspal.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-10T01:27:53Z,2023-08-08T01:27:52Z,CN=joie.myfitnesspal.com,joie.myfitnesspal.com,,joie.myfitnesspal.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,1e7f08f69f5b0f276ad0fc8f7c2319d9,f5a4bb7dfd5c2b1b61f9b1ed5e06a9abb6f295c6f3f25ed7bb3e9cd05c3465a5,ctls,joie.myfitnesspal.com,cloudflare,443,https://joie.myfitnesspal.com:443,https,cloudflare,text/html,GET,104.18.27.189,/,-1468854848,2606:4700::6812:1bbd,YouTube,496,False,True,,,,,
join.myfitnesspal.com,SEM Landing Page 2022,200,75874,join.myfitnesspal.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-11T16:52:45Z,2023-08-09T16:52:44Z,CN=join.myfitnesspal.com,join.myfitnesspal.com,,join.myfitnesspal.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,2c36febb37cf0261bf6d9dfc8b6790f0,35136a322870b63efcc91d2348dca722ed0b533c29facc0221ae80195506313d,ctls,join.myfitnesspal.com,cloudflare,443,https://join.myfitnesspal.com:443,https,cloudflare,text/html,GET,104.18.27.189,/,-1468854848,2606:4700::6812:1abd,HSTS,910,False,True,,,,,
jp.mapmyride.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,cloudfront,80,http://jp.mapmyride.com:80,http,CloudFront,text/html,GET,13.224.189.52,/,-1219190211,13.224.189.41,Amazon Web Services,20,False,True,,,,,
jp.mapmyrun.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,cloudfront,80,http://jp.mapmyrun.com:80,http,CloudFront,text/html,GET,13.224.189.52,/,2001836885,13.224.189.49,Amazon Web Services,20,False,True,,,,,
jp.mapmywalk.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,cloudfront,80,http://jp.mapmywalk.com:80,http,CloudFront,text/html,GET,13.224.189.41,/,930099441,13.224.189.31,Amazon Web Services,20,False,True,,,,,
js.mapmyfitness.com,,200,244391,js.mapmyfitness.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-28T00:00:00Z,2024-02-26T23:59:59Z,CN=*.mapmyfitness.com,*.mapmyfitness.com,,*.mapmyfitness.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,518b9d355f63dd62dc1e0da71f2cce1f,9679fcb8924b76086acebc3eb7c4993c6307dfe4bfe51e16afcd6d4271a72f74,ctls,js.mapmyfitness.com,cloudfront,443,https://js.mapmyfitness.com:443,https,AmazonS3,application/xml,GET,99.86.4.9,/,1270236720,2600:9000:2057:6c00:17:66b8:c180:93a1,Amazon Web Services,2,False,True,,True,,,
jss-dev.underarmour.com,Jamf Pro Login,401,5652,jss-dev.underarmour.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-08T00:00:00Z,2024-02-08T23:59:59Z,"CN=jss-dev.underarmour.com, O=Under Armour\, Inc., L=Baltimore, ST=Maryland, C=US",jss-dev.underarmour.com,"Under Armour, Inc.",jss-dev.underarmour.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,75428563c920d1753ec903e28966a848,af2963c4b727b1336474093eafbec7141c12ef8a09121813185578d7012ee3d2,ctls,jss-dev.underarmour.com,,443,https://jss-dev.underarmour.com:443,https,Jamf Cloud Node,text/html,GET,44.241.83.234,/,1262005940,52.34.34.55,Java,183,False,,,,,,
kalyn.myfitnesspal.com,MyFitnessPal X Kalyn Nicholson,200,38518,kalyn.myfitnesspal.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-10T07:11:22Z,2023-08-08T07:11:21Z,CN=kalyn.myfitnesspal.com,kalyn.myfitnesspal.com,,kalyn.myfitnesspal.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,d685aa3dace90337fe5be306bf0d639c,bd664c76ef903f76ee73d4444cb31521593ea4a793b65593a419afc838a2f11d,ctls,kalyn.myfitnesspal.com,cloudflare,443,https://kalyn.myfitnesspal.com:443,https,cloudflare,text/html,GET,104.18.26.189,/,-1468854848,2606:4700::6812:1bbd,YouTube,496,False,True,,,,,
ketofasho.myfitnesspal.com,MyFitnessPal X Keto Fasho,200,38552,ketofasho.myfitnesspal.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-10T03:09:37Z,2023-08-08T03:09:36Z,CN=ketofasho.myfitnesspal.com,ketofasho.myfitnesspal.com,,ketofasho.myfitnesspal.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,24654abe4af4037f599dc1fefc3bd1b1,5fab6f5bb7c51f6c90d06fe7ea66326c108478945ea0acda0705601ee7d296d1,ctls,ketofasho.myfitnesspal.com,cloudflare,443,https://ketofasho.myfitnesspal.com:443,https,cloudflare,text/html,GET,104.18.26.189,/,-1468854848,2606:4700::6812:1abd,YouTube,496,False,True,,,,,
latam.underarmour.com,403 - Forbidden: Access is denied.,403,1233,latam.underarmour.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-01T00:00:00Z,2024-03-31T23:59:59Z,"CN=pub.s7.exacttarget.com, O=Salesforce.com\, Inc., L=San Francisco, ST=California, C=US",pub.s7.exacttarget.com,"Salesforce.com, Inc.",pub.s7.exacttarget.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,20842c6252c2eb071c46ce80114f2aec,316eb5676448730a883c79f2c332df5bb4009bc7650000f70159fc81f37df134,ctls,latam.underarmour.com,,443,https://latam.underarmour.com:443,https,,text/html,GET,136.147.129.35,/,1631801191,136.147.129.35,,30,False,,True,,,,
lenalifts.myfitnesspal.com,MyFitnessPal X LenaLifts,200,38550,lenalifts.myfitnesspal.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-10T05:45:31Z,2023-08-08T05:45:30Z,CN=lenalifts.myfitnesspal.com,lenalifts.myfitnesspal.com,,lenalifts.myfitnesspal.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,9092244b746591408d15fc694e291edd,ac4c3a93b154aa4208f824059c711f54344c88d7f074f30f111f90820d461883,ctls,lenalifts.myfitnesspal.com,cloudflare,443,https://lenalifts.myfitnesspal.com:443,https,cloudflare,text/html,GET,104.18.26.189,/,-1468854848,2606:4700::6812:1bbd,YouTube,496,False,True,,,,,
li.mapmyfitness.com,,404,9,p.liadm.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-05-27T00:00:00Z,2023-05-27T23:59:59Z,CN=p.liadm.com,p.liadm.com,,www.p.liadm.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,4d16a1e9323e1339aff338a6e781693f,7866cb02570ea26f7b05b9284ccd580aed321623f3566603f5194c77e24b72f2,ctls,p.liadm.com,,80,http://li.mapmyfitness.com:80,http,nginx,,GET,2.19.126.204,/,-738705486,2.19.126.201,Nginx,1,False,,,,,https://p.liadm.com/?_li_uuid=MRRVWUPFSLLQU7ET5Q6A72PH2Q&,
links.pth.underarmour.com,Anti-Spam and Privacy,200,3323,links.pth.underarmour.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-04-20T00:00:00Z,2023-05-21T23:59:59Z,"CN=*.acoustic-adm.com, O=Acoustic\, L.P., L=Atlanta, ST=Georgia, C=US",*.acoustic-adm.com,"Acoustic, L.P.",acoustic-adm.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,cbb53f74a8695747df5ca55026444656,0e60dbdc328752ccfbaca7b26efbd4b767570893ece8b48cb4ffe16126280f65,ctls,links.pth.underarmour.com,,443,https://links.pth.underarmour.com:443,https,Apache,text/html,GET,52.206.57.53,/,-1182956792,52.206.57.53,HSTS,149,False,,True,True,,,
links.record.underarmour.com,Anti-Spam and Privacy,200,3323,links.record.underarmour.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-04-20T00:00:00Z,2023-05-21T23:59:59Z,"CN=*.acoustic-adm.com, O=Acoustic\, L.P., L=Atlanta, ST=Georgia, C=US",*.acoustic-adm.com,"Acoustic, L.P.",acoustic-adm.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,cbb53f74a8695747df5ca55026444656,0e60dbdc328752ccfbaca7b26efbd4b767570893ece8b48cb4ffe16126280f65,ctls,links.record.underarmour.com,,443,https://links.record.underarmour.com:443,https,Apache,text/html,GET,52.206.57.53,/,-1182956792,52.206.57.53,HSTS,149,False,,True,True,,,
logs.underarmour.com,Fastly error: unknown domain logs.underarmour.com,500,268,logs.underarmour.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-10T04:55:11Z,2024-05-11T04:55:10Z,CN=n.sni-347-default.ssl.fastly.net,n.sni-347-default.ssl.fastly.net,,n.sni-347-default.ssl.fastly.net,"CN=GlobalSign Atlas R3 DV TLS CA 2023 Q1, O=GlobalSign nv-sa, C=BE",GlobalSign Atlas R3 DV TLS CA 2023 Q1,GlobalSign nv-sa,e67535aeec2b1f365040c3f5bb2cb334,ce405f481c095e45001c1df8439b8e0167e675711e7f169eabdf102a059a5b14,ctls,logs.underarmour.com,fastly,443,https://logs.underarmour.com:443,https,Varnish,text/html,GET,146.75.121.91,/,-444784481,146.75.121.91,Varnish,8,False,True,True,,,,
loved.myfitnesspal.com,MyFitnessPal x Radically Loved Podcast,200,38529,loved.myfitnesspal.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-10T01:55:03Z,2023-08-08T01:55:02Z,CN=loved.myfitnesspal.com,loved.myfitnesspal.com,,loved.myfitnesspal.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,14fb6e0d933133d01fe51b299b2a75e0,200f204747ba9bf5853b4edbf803264007c58857e8d6c771f29c9482e8392473,ctls,loved.myfitnesspal.com,cloudflare,443,https://loved.myfitnesspal.com:443,https,cloudflare,text/html,GET,104.18.27.189,/,-1468854848,2606:4700::6812:1bbd,YouTube,496,False,True,,,,,
madeforthis.myfitnesspal.com,Origin DNS error | madeforthis.myfitnesspal.com | Cloudflare,530,6235,,,,,,,,,,,,,,,,,,,cloudflare,80,http://madeforthis.myfitnesspal.com:80,http,cloudflare,text/html,GET,104.18.26.189,/,-230261057,2606:4700::6812:1bbd,Cloudflare,93,False,True,,,,,
magnusmethod.myfitnesspal.com,MyFitnessPal X Magnus Method,200,38591,magnusmethod.myfitnesspal.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-10T03:29:41Z,2023-08-08T03:29:40Z,CN=magnusmethod.myfitnesspal.com,magnusmethod.myfitnesspal.com,,magnusmethod.myfitnesspal.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,066fb2a1f74cbd3c96b03059598cbcef,abca6c4746e105e7f428645fa976f004d7428a0e033967e6631946e7de359ab1,ctls,magnusmethod.myfitnesspal.com,cloudflare,443,https://magnusmethod.myfitnesspal.com:443,https,cloudflare,text/html,GET,104.18.27.189,/,-1468854848,2606:4700::6812:1bbd,YouTube,496,False,True,,,,,
maint.ua.com,Page Not Available | Under Armour®,200,19526,maint.ua.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-21T00:00:00Z,2023-08-09T23:59:59Z,CN=maint.ua.com,maint.ua.com,,www.underarmour.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,f98cf41cd94ca4f28e54875f99b2be7a,5fbcbc6d1be4d3d4e339c95899810e6426baa560fa630391924b2ab18c9a3e50,ctls,maint.ua.com,cloudfront,443,https://maint.ua.com:443,https,AmazonS3,text/html,GET,13.32.121.112,/,1953228415,2600:9000:236e:2c00:d:b7ee:e1c0:93a1,Amazon Web Services,276,False,True,,,,,
makers.underarmour.com,Site Not Configured | 404 Not Found,404,5891,makers.underarmour.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-08-01T00:00:00Z,2023-09-01T23:59:59Z,CN=*.wpengine.com,*.wpengine.com,,wpengine.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",9f6e180110183a1ea3146942926b0763,06a8d0764f1578615e732006cb7a087bab7084c80046a573cf1471dfe6bcbc3f,ctls,makers.underarmour.com,google,443,https://makers.underarmour.com:443,https,nginx,text/html,GET,23.236.62.72,/,965054014,23.236.62.72,Nginx,98,False,True,True,True,,,
manifest.myfitnesspal.com,MyFitnessPal x Manifest Podcast,200,38553,manifest.myfitnesspal.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-10T01:23:52Z,2023-08-08T01:23:51Z,CN=manifest.myfitnesspal.com,manifest.myfitnesspal.com,,manifest.myfitnesspal.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,f2e585de758ed5fa7eed72fd0bc320a7,a7902fc18fa15323e3a43fd6634dc689effdd7c7689ea7ef2d59fc1cc0aa069c,ctls,manifest.myfitnesspal.com,cloudflare,443,https://manifest.myfitnesspal.com:443,https,cloudflare,text/html,GET,104.18.26.189,/,-1468854848,2606:4700::6812:1abd,YouTube,496,False,True,,,,,
mapmy-api-docs.api.ua.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,cloudfront,80,http://mapmy-api-docs.api.ua.com:80,http,CloudFront,text/html,GET,13.32.151.114,/,568712255,13.32.151.72,Amazon Web Services,20,False,True,,,,,
mapmy-internal.api.ua.com,Map your runs,200,38944,mapmy-internal.api.ua.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2024-01-20T23:59:59Z,CN=*.uacf.io,*.uacf.io,,*.mfpaws.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,09af9846ec0622631d7a46fa73e9a575,202d98e92e1b8bc33c1e45c59e0b7330e9c1c136bfb700fa7b511a646fa77f7a,ctls,mapmy-internal.api.ua.com,,443,https://mapmy-internal.api.ua.com:443,https,,text/html,GET,35.172.152.119,/,566218143,54.80.69.143,HSTS,1044,False,,True,True,,,
mapmyfitness.api.ua.com,Map your runs,200,38944,mapmyfitness.api.ua.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-09T00:00:00Z,2024-06-06T23:59:59Z,CN=*.uacf.io,*.uacf.io,,*.mfpaws.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,f59d672cefc6b7b99571046d7f555bf5,04a049c2d88f45e3ef08be5a54c5ba5f29d45119da981a31f375f4353a87e44d,ctls,mapmyfitness.api.ua.com,cloudfront,443,https://mapmyfitness.api.ua.com:443,https,,text/html,GET,99.86.4.17,/,566218143,99.86.4.111,HSTS,1044,False,True,True,True,,,
mapmyride.com,MapMyRide,200,15867,www.mapmyride.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,2023-08-09T23:59:59Z,CN=*.uacf.io,*.uacf.io,,*.mfpaws.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,f8baab3f922f4c5ab997930791b50570,a9c62cf163925b1ee46f1c2a29a77d8aad078ddb3c8a242e66dd7a48f4f9b07f,ctls,www.mapmyride.com,cloudfront,80,http://mapmyride.com:80,http,,text/html,GET,13.224.189.31,/,1494302000,13.224.189.52,Sentry:6.17.5,151,False,True,True,True,,https://www.mapmyride.com/,
mapmyrun.api.ua.com,Map your runs,200,38944,mapmyrun.api.ua.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-09T00:00:00Z,2024-06-06T23:59:59Z,CN=*.uacf.io,*.uacf.io,,*.mfpaws.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,f59d672cefc6b7b99571046d7f555bf5,04a049c2d88f45e3ef08be5a54c5ba5f29d45119da981a31f375f4353a87e44d,ctls,mapmyrun.api.ua.com,cloudfront,443,https://mapmyrun.api.ua.com:443,https,,text/html,GET,99.86.4.17,/,566218143,99.86.4.59,HSTS,1044,False,True,True,True,,,
mapmyrun.com,MapMyRun,200,15852,www.mapmyrun.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,2023-08-09T23:59:59Z,CN=*.uacf.io,*.uacf.io,,*.mfpaws.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,f8baab3f922f4c5ab997930791b50570,a9c62cf163925b1ee46f1c2a29a77d8aad078ddb3c8a242e66dd7a48f4f9b07f,ctls,www.mapmyrun.com,cloudfront,80,http://mapmyrun.com:80,http,,text/html,GET,13.224.189.49,/,566218143,13.224.189.52,Sentry:6.17.5,151,False,True,True,True,,https://www.mapmyrun.com/,
mapmywalk.api.ua.com,Map your runs,200,38944,mapmywalk.api.ua.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-09T00:00:00Z,2024-06-06T23:59:59Z,CN=*.uacf.io,*.uacf.io,,*.mfpaws.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,f59d672cefc6b7b99571046d7f555bf5,04a049c2d88f45e3ef08be5a54c5ba5f29d45119da981a31f375f4353a87e44d,ctls,mapmywalk.api.ua.com,cloudfront,443,https://mapmywalk.api.ua.com:443,https,,text/html,GET,99.86.4.59,/,1494302000,99.86.4.19,HSTS,1044,False,True,True,True,,,
mapmyweb-clientevents.api.ua.com,,404,42,mapmyweb-clientevents.api.ua.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-09T00:00:00Z,2024-06-06T23:59:59Z,CN=*.uacf.io,*.uacf.io,,*.mfpaws.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,f59d672cefc6b7b99571046d7f555bf5,04a049c2d88f45e3ef08be5a54c5ba5f29d45119da981a31f375f4353a87e44d,ctls,mapmyweb-clientevents.api.ua.com,cloudfront,443,https://mapmyweb-clientevents.api.ua.com:443,https,,text/plain,GET,99.86.4.19,/,1382809587,99.86.4.111,Amazon Web Services,1,False,True,True,True,,,
maxx.myfitnesspal.com,MyFitnessPal X Maxx Chewning,200,38503,maxx.myfitnesspal.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-10T01:12:08Z,2023-08-08T01:12:07Z,CN=maxx.myfitnesspal.com,maxx.myfitnesspal.com,,maxx.myfitnesspal.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,63c0c20c3f4e4db34a8b32abbacb87af,d4f8512870f02ce25c4b3df39b18ea80b6dadd5c75db941ed67c077f75e526ab,ctls,maxx.myfitnesspal.com,cloudflare,443,https://maxx.myfitnesspal.com:443,https,cloudflare,text/html,GET,104.18.27.189,/,-1468854848,2606:4700::6812:1bbd,YouTube,496,False,True,,,,,
mbelia.underarmour.co.uk,,404,91,mbelia.underarmour.co.uk,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-14T00:00:00Z,2023-06-15T23:59:59Z,"CN=mbelia.underarmour.co.uk, O=Criteo SA, L=Paris, ST=Île-de-France, C=FR",mbelia.underarmour.co.uk,Criteo SA,mbelia.underarmour.co.uk,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,b45e66096de258eaae7b85cbc2b6de60,7b88155fa5fe7b2d1b68918e973d1ce12a9819f2293addb3539285f31b24add1,ctls,mbelia.underarmour.co.uk,,443,https://mbelia.underarmour.co.uk:443,https,Kestrel,text/html,GET,178.250.7.13,/,-1947197333,2a02:2638:d::d,Microsoft ASP.NET,1,False,,,,,,
media.api.ua.com,404: Not Found,404,69,media.api.ua.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,2023-09-23T23:59:59Z,CN=api.ua.com,api.ua.com,,*.api.ua.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,9441d1c733c7ee18c53ecd933ef9eb54,9bc706dbbac76bd120c5b92848a89886547665ca31480ace9038f1963f244a06,ctls,media.api.ua.com,cloudfront,443,https://media.api.ua.com:443,https,,text/html,GET,13.32.121.49,/,-1840324437,2600:9000:236e:2600:d:8c27:fa40:93a1,HSTS,1,False,True,,True,,,
media2.api.ua.com,404: Not Found,404,69,media2.api.ua.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,2023-09-23T23:59:59Z,CN=api.ua.com,api.ua.com,,*.api.ua.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,9441d1c733c7ee18c53ecd933ef9eb54,9bc706dbbac76bd120c5b92848a89886547665ca31480ace9038f1963f244a06,ctls,media2.api.ua.com,cloudfront,443,https://media2.api.ua.com:443,https,,text/html,GET,13.32.121.84,/,-1840324437,2600:9000:2240:600:d:8c27:fa40:93a1,HSTS,1,False,True,,True,,,
mi.underarmour.com,Movable Ink Domain,200,79,mi.underarmour.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-31T00:00:00Z,2024-04-28T23:59:59Z,CN=mi.underarmour.com,mi.underarmour.com,,mi.underarmour.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,df807c5253bdf7fc4b21a09540cda7a0,9f554578addef7b8fd4d17ef780bc4d8ef3256b3e5eace2b4b9252fd65883200,ctls,mi.underarmour.com,cloudfront,443,https://mi.underarmour.com:443,https,,,GET,52.222.236.104,/,-1542678720,52.222.236.76,Amazon Web Services,1,False,True,,,,,
miller.myfitnesspal.com,MyFitnessPal X Cody Miller,200,38521,miller.myfitnesspal.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-10T03:17:18Z,2023-08-08T03:17:17Z,CN=miller.myfitnesspal.com,miller.myfitnesspal.com,,miller.myfitnesspal.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,49c4921108406e96ea6723ab5821d3e1,a66ed3d0b05e022353a31e3aacda7322436d40951086cd5162b2bd13dfadc953,ctls,miller.myfitnesspal.com,cloudflare,443,https://miller.myfitnesspal.com:443,https,cloudflare,text/html,GET,104.18.27.189,/,-1468854848,2606:4700::6812:1abd,YouTube,496,False,True,,,,,
missfit.myfitnesspal.com,MyFitnessPal X MissFitAndNerdy,200,38540,missfit.myfitnesspal.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-10T02:16:20Z,2023-08-08T02:16:19Z,CN=missfit.myfitnesspal.com,missfit.myfitnesspal.com,,missfit.myfitnesspal.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ca717e18fa79b6ea4de0b45533e3947c,8036baf10693e2d28e3e795959fd84fb47646b02a14ae7a0d53e6fb2f357bb49,ctls,missfit.myfitnesspal.com,cloudflare,443,https://missfit.myfitnesspal.com:443,https,cloudflare,text/html,GET,104.18.27.189,/,-1468854848,2606:4700::6812:1abd,YouTube,496,False,True,,,,,
mobile-cdn.ua.com,,403,243,mobile-cdn.ua.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2023-08-06T23:59:59Z,CN=mobile-cdn.ua.com,mobile-cdn.ua.com,,*.mobile-cdn.ua.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,bcc481af1323b4277196eb70ebce6cce,39b6b6f414a051a165184caf5c6fbbdab340604d08795217e61a3eee5fc1bed2,ctls,mobile-cdn.ua.com,cloudfront,443,https://mobile-cdn.ua.com:443,https,AmazonS3,application/xml,GET,13.224.189.115,/,369118430,2600:9000:20eb:2800:a:a99d:a5c0:93a1,Amazon Web Services,2,False,True,,True,,,
mobile-config.api.ua.com,,401,73,mobile-config.api.ua.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-09T00:00:00Z,2024-06-06T23:59:59Z,CN=*.uacf.io,*.uacf.io,,*.mfpaws.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,f59d672cefc6b7b99571046d7f555bf5,04a049c2d88f45e3ef08be5a54c5ba5f29d45119da981a31f375f4353a87e44d,ctls,mobile-config.api.ua.com,cloudfront,443,https://mobile-config.api.ua.com:443,https,,text/plain,GET,99.86.4.111,/,-119167523,99.86.4.19,Amazon Web Services,1,False,True,True,True,,,
mobile-sync-api.myfitnesspal.com,,404,42,mobile-sync-api.myfitnesspal.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-10T12:13:28Z,2023-08-08T12:13:27Z,CN=*.external.us.mfp.dev,*.external.us.mfp.dev,,*.myfitnesspal.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,3e04ba683ad67f2b8fa659549f9a5276,e36764e477507a6ab1b5458fea81116f418561c03782c40076bc35ff2c9d5f23,ctls,mobile-sync-api.myfitnesspal.com,,443,https://mobile-sync-api.myfitnesspal.com:443,https,,text/plain,GET,54.87.102.222,/,1382809587,50.19.251.83,HSTS,1,False,,True,True,,,
