input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,tls_subject_org_,tls_mismatched,tls_expired,csp_domains_,final_url,location
sitemaps.mercadolibre.com,MercadoLibre Argentina - Parece que esta página no existe,404,3772,sitemaps.mercadolibre.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2024-02-03T23:59:59Z,CN=*.mercadolibre.com,*.mercadolibre.com,mercadolibre.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,51ff9061aab4b4ee00d54360bf8fd5ce,a26cc32f12aafb19008b1bed4b28763bf6d7c179fae4d1fe9f2a24476c2b9476,True,ctls,sitemaps.mercadolibre.com,cloudfront,443,https://sitemaps.mercadolibre.com:443,https,Tengine,text/html,GET,13.225.78.61,/,-1270008957,13.225.78.113,Tengine,102,False,True,,,,,,
static.hotjar.com,Hotjar: Website Heatmaps & Behavior Analytics Tools,200,308731,www.hotjar.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2023-11-23T23:59:59Z,CN=*.hotjar.com,*.hotjar.com,hotjar.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,54638f1f3a40f685a2b7e2152ab03579,a25dec72ea3e5a283b6a53a564ea2ef61d08e33d461848a68334173dbe669213,True,ctls,www.hotjar.com,cloudfront,443,https://static.hotjar.com:443,https,,text/html,GET,18.66.97.10,/,-138391155,18.66.97.53,webpack,664,False,True,,,,,https://www.hotjar.com,
status.mercadolibre.com,Mercado Libre Marketplace StatusPage Status - Page Inactive,200,31569,mercado-libre.statuspage.io,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-08-08T00:00:00Z,2023-08-22T23:59:59Z,"CN=*.statuspage.io, O=Atlassian\, Inc., L=San Francisco, ST=California, C=US",*.statuspage.io,statuspage.io,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,eecd10eea6fd6ff59cf22d07af5a78bb,a0d9fe1d2d8e8246cc1c32e903693152c80723c54f60d270f0370cee839d3e17,True,ctls,mercado-libre.statuspage.io,,443,https://status.mercadolibre.com:443,https,,text/html,GET,52.215.192.131,/,-1840324437,52.215.192.131,HSTS,711,False,,"Atlassian, Inc.",,,,https://mercado-libre.statuspage.io/inactive,
survey.mercadolibre.com,,200,33398,survey.mercadolibre.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-27T00:00:00Z,2024-04-17T23:59:59Z,"CN=akamaisecure.qualtrics.com, O=Qualtrics\, LLC, L=Provo, ST=Utah, C=US",akamaisecure.qualtrics.com,yourexperience.extreme-design.co.uk,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,11341d4063e6ae9df08457ac5f2f494f,ef12cc2740a001dcea2fb8a49bd2b77989273bf0df3dc4d2386813a9999178c8,,ctls,survey.mercadolibre.com,,443,https://survey.mercadolibre.com:443,https,,text/html,GET,23.197.134.50,/,1497376729,23.197.134.50,HSTS,1,False,,"Qualtrics, LLC",,,https://sjc1.qualtrics.com/csp-report,https://survey.mercadolibre.com/login,
surveygizmo.mercadolibre.com,,200,173,www.surveygizmo.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-03T07:39:41Z,2024-03-06T07:39:41Z,CN=*.surveygizmo.com,*.surveygizmo.com,surveygizmo.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",667770d81bd8f9f4d516b6318f668c13,e6d834abb29da0a09413e64091b20a2b832677d664038cc8769f4863fcde4d9c,True,ctls,www.surveygizmo.com,,443,https://surveygizmo.mercadolibre.com:443,https,AmazonS3,text/html,GET,34.233.217.125,/,1690684002,184.72.127.201,Amazon Web Services,8,False,,,,,url='https://www.alchemer.com',https://www.surveygizmo.com/,
surveystats.hotjar.io,,200,,surveystats.hotjar.io,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-18T00:00:00Z,2024-07-16T23:59:59Z,CN=*.hotjar.io,*.hotjar.io,*.hotjar.io,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,c0990dec7ef6038148105ca7a9cbdb20,d616e6aba9d3e36d12adc16ff16089bbecad0b408dcf811ff02dab6b4dcb9d4b,True,ctls,surveystats.hotjar.io,cloudfront,443,https://surveystats.hotjar.io:443,https,AmazonS3,text/plain,GET,143.204.98.6,/,702030742,143.204.98.68,Amazon Web Services,1,False,True,,,,,,
sustentabilidad.mercadolibre.com,Sustentabilidad Mercado Libre,200,233039,sustentabilidadmercadolibre.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-24T00:00:00Z,2024-02-23T23:59:59Z,CN=sustentabilidadmercadolibre.com,sustentabilidadmercadolibre.com,*.sustentabilidadmercadolibre.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,6f14ca7d7f2a0487521b239c741f6b58,2e964a2c557894a8c14d7118bd643164713507e759f424978b8b901d22413fa8,True,ctls,sustentabilidadmercadolibre.com,cloudfront,443,https://sustentabilidad.mercadolibre.com:443,https,,text/html,GET,13.32.99.99,/,-1577214023,13.32.99.118,webpack,2,False,True,,,,,https://sustentabilidadmercadolibre.com,
tienda.mercadolibre.com,MercadoLibre Argentina - Parece que esta página no existe,404,3772,tienda.mercadolibre.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2024-02-03T23:59:59Z,CN=*.mercadolibre.com,*.mercadolibre.com,mercadolibre.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,51ff9061aab4b4ee00d54360bf8fd5ce,a26cc32f12aafb19008b1bed4b28763bf6d7c179fae4d1fe9f2a24476c2b9476,True,ctls,tienda.mercadolibre.com,cloudfront,443,https://tienda.mercadolibre.com:443,https,Tengine,text/html,GET,13.225.78.118,/,-1270008957,13.225.78.113,Tengine,102,False,True,,,,,,
url8202.mercadolibre.com,404 Not Found,404,162,url8202.mercadolibre.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-12-14T18:12:57Z,2024-01-15T17:57:31Z,CN=*.sendgrid.net,*.sendgrid.net,sendgrid.net,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",5b6add9e6e69e62589480ba3bd94b267,53aadc5910a6619d5102afbe44af32ecae87d4ef77fea8317be1ddc34b349e10,True,ctls,url8202.mercadolibre.com,,443,https://url8202.mercadolibre.com:443,https,nginx,text/html,GET,167.89.123.54,/,190856733,167.89.115.120,Nginx,8,False,,,True,,,,
ux.mercadolibre.com,Mercado Libre UX,200,3993,ux.mercadolibre.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-21T00:00:00Z,2024-03-20T23:59:59Z,"CN=*.github.io, O=GitHub\, Inc., L=San Francisco, ST=California, C=US",*.github.io,githubusercontent.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,f45a0dd4c867ee46fb7560d0015132c3,382cd42d33c02bc6678e657ce17b846d0473a7e791cdb35b8ead901af1e11a08,True,ctls,ux.mercadolibre.com,,443,https://ux.mercadolibre.com:443,https,GitHub.com,text/html,GET,185.199.108.153,/,1181440715,2606:50c0:8003::153,Varnish,77,False,,"GitHub, Inc.",True,,,,
vc.hotjar.io:*,Hotjar: Website Heatmaps & Behavior Analytics Tools,200,308731,www.hotjar.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2023-11-23T23:59:59Z,CN=*.hotjar.com,*.hotjar.com,hotjar.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,54638f1f3a40f685a2b7e2152ab03579,a25dec72ea3e5a283b6a53a564ea2ef61d08e33d461848a68334173dbe669213,True,ctls,www.hotjar.com,,443,https://vc.hotjar.io:443,https,,text/html,GET,,/,-1456402987,,webpack,664,False,,,,,,https://www.hotjar.com,
vendedores.mercadolibre.com,Bienvenidos al Centro de vendedores,200,67870,vendedores.mercadolibre.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2024-02-03T23:59:59Z,CN=*.mercadolibre.com,*.mercadolibre.com,mercadolibre.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,51ff9061aab4b4ee00d54360bf8fd5ce,a26cc32f12aafb19008b1bed4b28763bf6d7c179fae4d1fe9f2a24476c2b9476,True,ctls,vendedores.mercadolibre.com,cloudfront,443,https://vendedores.mercadolibre.com:443,https,Tengine,text/html,GET,13.32.99.25,/,-517502052,13.32.99.118,Tengine,216,False,True,,,,,,
vender.mercadolibre.com,,404,9592,www.mercadolibre.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2024-02-03T23:59:59Z,CN=*.mercadolibre.com,*.mercadolibre.com,mercadolibre.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,51ff9061aab4b4ee00d54360bf8fd5ce,a26cc32f12aafb19008b1bed4b28763bf6d7c179fae4d1fe9f2a24476c2b9476,True,ctls,www.mercadolibre.com,cloudfront,443,https://vender.mercadolibre.com:443,https,Tengine,text/html,GET,13.32.99.31,/,760070693,13.32.99.99,Tengine,189,False,True,,,,,https://www.mercadolibre.com/publicar,
webhooks.mercadolibre.com,403 Forbidden,403,625,webhooks.mercadolibre.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2024-02-03T23:59:59Z,CN=*.mercadolibre.com,*.mercadolibre.com,mercadolibre.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,51ff9061aab4b4ee00d54360bf8fd5ce,a26cc32f12aafb19008b1bed4b28763bf6d7c179fae4d1fe9f2a24476c2b9476,True,ctls,webhooks.mercadolibre.com,cloudfront,443,https://webhooks.mercadolibre.com:443,https,Tengine,text/html,GET,13.32.99.118,/,704515567,13.32.99.25,Tengine,25,False,True,,,,,,
wms.mercadolibre.com,Sign in - Google Accounts,200,611545,accounts.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-19T08:21:21Z,2023-09-11T08:21:20Z,CN=accounts.google.com,accounts.google.com,*.partner.android.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,7ca79e3005c064e43ffa55bbc2b1fe35,a7ae3b98a859a2cfbc7c67481a42916bc9762b82346d09cc612a57310ce6c82e,True,ctls,accounts.google.com,cloudfront,443,https://wms.mercadolibre.com:443,https,ESF,text/html,GET,13.32.99.31,/,999867082,13.32.99.25,HTTP/3,76,False,True,,,,,https://accounts.google.com/v3/signin/identifier?opparams=%253Fcred_ref%253Dtrue&dsh=S939968362%3A1688610966819354&client_id=773539637596-8j1usm812jehhj7hrfrec5npkih1egt0.apps.googleusercontent.com&code_challenge=LT7icV4k1Yvdp3iHzifXqQRmvWIebQUJ3FtSHT1mDqs&code_challenge_method=S256&o2v=2&redirect_uri=https%3A%2F%2Fiap.googleapis.com%2Fv1%2Foauth%2FclientIds%2F773539637596-8j1usm812jehhj7hrfrec5npkih1egt0.apps.googleusercontent.com%3AhandleRedirect&response_type=code&scope=openid+email&service=lso&state=AWdvEPAE93K1RkNTclCiakaJtfG8fzbksbwN7hJMCSYI0IStrIjRJ0-d5Q4Y9r8YhHZDpnJ-GmY6E2vHVwl_L5kYT_VfDFlcV8Sx7Oe6eh6fMRDlOmXLrZ5kX7u5Z3SfDzyEKpfqc0qkebHQdxr16lcqGRIqeTMulZlcj4S1-9bm1lr5-9FzGEKqPyF-f9jke3nVKHj1ADJz1ztwOR65yJstI17me0bZgjKAeiPrAbm7sHdWG9tulY5NO7cG1Fl6gydksjW9uMAbVKh61Giq-vol9mSGTp50U_FROctoddlv3iotYL2XiH74CUGIo_L-SOAzIVWqJbzpdAaucFzpTsKhQ8bQNNSphAxUJAIVRXF9Hfk2yaSpDrqN9jZYVhrK3A_6wVLRWRdrhbtPlc20LZ4drlNRlDBBqmUcqbbcAtTkfCEfEuzNYx-RMbW4o0FfVEmwRbWOgMN1D11hIC4bfsdT8rUVDwvP60plUjZHZLqKzzhu5IK_eJF6khGugcGl3CBWUlquodbxVa9szOMR_KZAhBm6Ce_ubNWxeXnQ1wRLsOqMwP504qWYPmcyiGdCyGPTYBQFjbuXRDDuoIW5NaBe9H-BNh--GfZ-mZX5GOigwGi6uGLQv-wq0PWo_W-msELFA1cUtKcgdTsKQE-Ha3iup6GkRHSnCzAJ7xuLIrAHBYhIPiKXswkwt7Tb_Iz58pdG2rbPB8edLuUo-CnmZCutd71xu3DyAfdjmDpwKZZCE9ny_Unrak6dPvpapJpvccC08fXY9nR1uMTQng4zOFXpUGi7LHmWS9OM256BS-VB2IkRzBrKKVGpoyEJjs3LYuoETN9HiFeeKXoTlgJCN9xgpSzHH-yW5EFbWOc_vgAjxdb74jgRIVfL8uOTOumS03qupkrZ312WTbcH9xIOphr7pU9Ca3CRH7TMJRl6Zfc5EaCuYraFvYhoy-VBX44h7rGuBMzMUiUjUJLGm18xEY9MVAulF4frFWjOljTLZdBPBlV-g-3JYGBKxWlxy-7cGp2ezwU&flowName=GeneralOAuthFlow&continue=https%3A%2F%2Faccounts.google.com%2Fsignin%2Foauth%2Fconsent%3Fauthuser%3Dunknown%26part%3DAJi8hAO9s7spT1ujo-E6uYpJ6qgWkB3udPWAZ1NbHae3daNRV2Lr4Be4w4Yw8ldpy5hOsgkIpYCA1KUcYZ30A5mtmw0P6bwBOxnlaCL1kOgbr_tHF5iIgpjWqTB3Bz_455wGCNGhXaRnj5bAdSU2K9M4jruYhOCR85L565Shp25pX0ic5K9NwwycbXRjVGpXn-RIHCH075fHahWoYD2_n5sdFBfGHYwnHUScRS2wYwYJQmC90J7ZX7fLqRs0YQrykgUHxvTwBaVupfon1_TOvAVMDMRFjUMWds4_GsfIubxGeiHSYT5Vj4rWjmb7Gmpa28eQ6c1Siyx1f9EDBDa6hAFXhYbP4Uya4rqUUrWpXk5g_-yYcErvYBqm79a3k7oSuPTcPJ2lidQ14SSgS6APyV0DE86yiT9quCfsjnutJb2KsGRClL4g9ITkSuZcnEqttG8sVG3XpuOt7MImpmtwq3XPc6D7rCx9Bw%26as%3DS939968362%253A1688610966819354%26client_id%3D773539637596-8j1usm812jehhj7hrfrec5npkih1egt0.apps.googleusercontent.com%23&app_domain=https%3A%2F%2Fiap.googleapis.com&rart=ANgoxcfEeF4w931ackPME26Sfpd9hwVC1RHso2aMJClLYk5IpWnmjctLWuo4G27k63-tgPc0y0yjrUWc2FH0VXBb6fw9Nqo7DQ,
www.mercadolibre.com,Mercado Libre - Envíos Gratis en el día,200,18216,www.mercadolibre.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2024-02-03T23:59:59Z,CN=*.mercadolibre.com,*.mercadolibre.com,mercadolibre.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,51ff9061aab4b4ee00d54360bf8fd5ce,a26cc32f12aafb19008b1bed4b28763bf6d7c179fae4d1fe9f2a24476c2b9476,True,ctls,www.mercadolibre.com,,443,https://www.mercadolibre.com:443,https,Tengine,text/html,GET,15.197.170.90,/,-975402633,3.33.182.45,Tengine,494,False,,,,,,,
zoomnym104mmr.prodeng-playground.mercadolibre.com,,404,19,zoomnym104mmr.prodeng-playground.mercadolibre.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-02T00:00:00Z,2024-05-31T23:59:59Z,CN=*.prodeng-playground.mercadolibre.com,*.prodeng-playground.mercadolibre.com,prodeng-playground.mercadolibre.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,c9a0b3b18bb0a06525dd4a8280171c23,2c01e353dd67d2853e072ac90c3c8d483268ee9539fa2954185e38f2250218bb,True,ctls,zoomnym104mmr.prodeng-playground.mercadolibre.com,,443,https://zoomnym104mmr.prodeng-playground.mercadolibre.com:443,https,,text/plain,GET,34.200.158.70,/,-138391155,3.219.127.30,,2,False,,,,,,,
