input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,lines,failed,tls_subject_org_,tech_,cdn_name,cdn,tls_expired,tls_self_signed,tls_mismatched,csp_domains_,final_url
cloud.arubanetworks.com,Access Denied,403,270,www.arubanetworks.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-31T00:00:00Z,2024-04-02T23:59:59Z,"CN=www.arubanetworks.com, O=Hewlett Packard Enterprise Company, L=San Jose, ST=California, C=US",www.arubanetworks.com,www.arubanetworks.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,de09110169fc0d9ac5e09289b57b0cf1,db144509a02e4faedf9f1b5d81d5ef7c6cc899cfd1699ccbdad8fd00acb8b7ea,,ctls,www.arubanetworks.com,443,https://cloud.arubanetworks.com:443,https,AkamaiGHost,text/html,GET,18.208.237.48,/,,18.208.237.48,10,False,Hewlett Packard Enterprise Company,,,,,,,,https://www.arubanetworks.com
cloudeval.arubanetworks.com,Access Denied,403,270,www.arubanetworks.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-31T00:00:00Z,2024-04-02T23:59:59Z,"CN=www.arubanetworks.com, O=Hewlett Packard Enterprise Company, L=San Jose, ST=California, C=US",www.arubanetworks.com,www.arubanetworks.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,de09110169fc0d9ac5e09289b57b0cf1,db144509a02e4faedf9f1b5d81d5ef7c6cc899cfd1699ccbdad8fd00acb8b7ea,,ctls,www.arubanetworks.com,443,https://cloudeval.arubanetworks.com:443,https,AkamaiGHost,text/html,GET,18.208.237.48,/,,18.208.237.48,10,False,Hewlett Packard Enterprise Company,,,,,,,,https://www.arubanetworks.com
cloudeval2.arubanetworks.com,Access Denied,403,270,www.arubanetworks.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-31T00:00:00Z,2024-04-02T23:59:59Z,"CN=www.arubanetworks.com, O=Hewlett Packard Enterprise Company, L=San Jose, ST=California, C=US",www.arubanetworks.com,www.arubanetworks.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,de09110169fc0d9ac5e09289b57b0cf1,db144509a02e4faedf9f1b5d81d5ef7c6cc899cfd1699ccbdad8fd00acb8b7ea,,ctls,www.arubanetworks.com,443,https://cloudeval2.arubanetworks.com:443,https,AkamaiGHost,text/html,GET,18.208.237.48,/,,18.208.237.48,10,False,Hewlett Packard Enterprise Company,,,,,,,,https://www.arubanetworks.com
cloudlab.arubanetworks.com,Error,500,1603,sso.arubanetworks.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-19T00:00:00Z,2024-05-22T23:59:59Z,"CN=sso.arubanetworks.com, O=Hewlett Packard Enterprise Company, L=Palo Alto, ST=California, C=US",sso.arubanetworks.com,sso-dev.arubanetworks.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,5ad960fe037fd96264243dcde44f9e46,5d1b20c50a066ba5038c26fd02e85ba4dcc5e6cbb99324a9675a244ca516503e,,ctls,sso.arubanetworks.com,443,https://cloudlab.arubanetworks.com:443,https,nginx,text/html,GET,104.36.248.207,/,1639034356,104.36.248.207,53,False,Hewlett Packard Enterprise Company,Nginx,,,,,,,https://sso.arubanetworks.com/idp/eyJ2c2lkIjoiUFJEOlNTTzpBcnViYU5ldHdvcmtzIn0/SSO.saml2?SAMLRequest=fZLRTuMwEEV%2FJfJ74%2BAkVLWaSoEuIgho1KRIuy8rx5ndGhw7eBygfD1NC4KVVjzPnTNz78wcRad7ng9%2Ba9bwOAD64KXTBvmhkJHBGW4FKuRGdIDcS17lN9echRHvnfVWWk2CHBGcV9acW4NDB64C96QkbNbXGdl63yOnVGo7tFo0oXBDIwz4Z%2BseMJS2o9VWNY3V4LchoqXjBEbLVVWTYLlfSRkxwj9Re9F%2FKKrtKeyumGT6obi3anNx9WOlb%2Bv6tT%2BT5k793KS6vWyfZOdfCxPRqlqFo01GgmKZkd%2FsBP7E7eyUTaczkULSzJImlVMWpzFLYjHKEAcoDHphfEZYxOJJdDphaR0xzhKeJr9IUL6ncqZMq8zf7yNsjiLkl3VdTo6O78Dhwe1eQBbzcUN%2BGOy%2BnOZ7rPi4B1mU6yXPx6hKaJXgVTmnX4hHfM9v94hiWVqt5C7ItbbP5w6Eh4ycELo4tvz7Jos3&RelayState=ss%3Amem%3A02aefc992e017dcf8aa03941d0ca02a748aa3de3e6ebb3a503a809acfbe4135e
clr.getaws.arubanetworks.com,Error,404,139,clr.getaws.arubanetworks.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-15T00:00:00Z,2024-03-14T23:59:59Z,"CN=clr.arubanetworks.com, O=Hewlett Packard Enterprise Company, L=Palo Alto, ST=California, C=US",clr.arubanetworks.com,aria.arubanetworks.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,f3c8a44b3f20ee52111b57101da2b4a9,65b2ab675879d93a9cef28920133292a1a9df9e4c7b71cc5b82ecc7614822ad0,,ctls,clr.getaws.arubanetworks.com,443,https://clr.getaws.arubanetworks.com:443,https,nginx/1.14.0 (Ubuntu),text/html,GET,54.193.6.161,/,1593207841,54.193.6.161,11,False,Hewlett Packard Enterprise Company,Ubuntu,,,,,True,,
community.arubanetworks.com,Home - Airheads Community,200,283579,community.arubanetworks.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-25T00:00:00Z,2023-10-25T23:59:59Z,"CN=community.arubanetworks.com, O=Hewlett Packard Enterprise Company, L=Palo Alto, ST=California, C=US",community.arubanetworks.com,community.arubanetworks.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,c9968972fc943ff0b114599d85146da9,d70a83b6ce71cd0c827186c2786a9bf19c25535f3a57c3df849285d8a259de0d,,ctls,community.arubanetworks.com,443,https://community.arubanetworks.com:443,https,,text/html,GET,34.225.242.50,/,981687133,34.193.4.92,2915,False,Hewlett Packard Enterprise Company,Microsoft ASP.NET,,,,,,https://higherlogicstream.s3.amazonaws.com/HPE/,https://community.arubanetworks.com/home
concourse.skynet.cloudops.arubanetworks.com,403,403,134,concourse.skynet.cloudops.arubanetworks.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-03T06:19:21Z,2023-08-01T06:19:20Z,CN=concourse.skynet.cloudops.arubanetworks.com,concourse.skynet.cloudops.arubanetworks.com,concourse.skynet.cloudops.arubanetworks.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,a7ea7d1bfe9ecc6b611c5db3c3b5d8c5,9584b8769e4c417cb19645de45608b69302e952ebca6ae91455ee800915496b3,,ctls,concourse.skynet.cloudops.arubanetworks.com,443,https://concourse.skynet.cloudops.arubanetworks.com:443,https,,text/html,GET,34.102.138.186,/,1723221432,34.102.138.186,1,False,,HTTP/3,google,True,,,,,
dashboard.k8prod.getaws.arubanetworks.com,,404,21,dashboard.k8prod.getaws.arubanetworks.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-06-15T07:54:35Z,2024-06-14T07:54:35Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,d76fad7571d8957219c67ed31ef66511,6f712c3a964187bcb45b6e050b4888c76592b0e5dd7c8cdf800f5455381a0997,,ctls,dashboard.k8prod.getaws.arubanetworks.com,443,https://dashboard.k8prod.getaws.arubanetworks.com:443,https,nginx/1.21.6,text/plain,GET,54.193.199.202,/,-1669793162,54.177.224.32,1,False,Acme Co,Nginx:1.21.6,,,,True,True,,
dashboard.k8s-prod.getaws.arubanetworks.com,403 Forbidden,403,153,dashboard.k8s-prod.getaws.arubanetworks.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-06-06T07:45:13Z,2023-09-04T07:45:12Z,CN=dashboard.k8s-prod.getaws.arubanetworks.com,dashboard.k8s-prod.getaws.arubanetworks.com,dashboard.k8s-prod.getaws.arubanetworks.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,b46099f4d2a08592535064abbe3e221a,6a64ad2a5f21d437e47e9d7f34ab99e6acd5014b763d4f3070d37e8674de7ecc,,ctls,dashboard.k8s-prod.getaws.arubanetworks.com,443,https://dashboard.k8s-prod.getaws.arubanetworks.com:443,https,nginx/1.21.6,text/html,GET,54.193.199.202,/,1556969654,54.177.224.32,8,False,,Nginx:1.21.6,,,,,,,
dashboard.k8s-stg.getaws.arubanetworks.com,403 Forbidden,403,153,dashboard.k8s-stg.getaws.arubanetworks.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-06-13T03:14:48Z,2023-09-11T03:14:47Z,CN=dashboard.k8s-stg.getaws.arubanetworks.com,dashboard.k8s-stg.getaws.arubanetworks.com,dashboard.k8s-stg.getaws.arubanetworks.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,9bb12c1c95c90c62b5724d6b18efcbed,cb9981276633aa11fcb27d9c57fa66631e1461567f629c43ee615ebcedc07210,,ctls,dashboard.k8s-stg.getaws.arubanetworks.com,443,https://dashboard.k8s-stg.getaws.arubanetworks.com:443,https,nginx/1.19.1,text/html,GET,54.177.145.51,/,-1940935510,184.169.129.136,8,False,,Nginx:1.19.1,,,,,,,
dev-v3.arubanetworks.com,401 Unauthorized,401,381,dev-v3.arubanetworks.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-02T00:00:00Z,2024-02-01T23:59:59Z,"CN=dev-v2.arubanetworks.com, O=Hewlett Packard Enterprise Company, L=Palo Alto, ST=California, C=US",dev-v2.arubanetworks.com,dev-v3.arubanetworks.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,69df304e4061e0f41cc86626fca0afef,ad8c641746550b5ec52fb6e7c705c985e73da1ad2642fe987fbf9ae3f28a131d,,ctls,dev-v3.arubanetworks.com,443,https://dev-v3.arubanetworks.com:443,https,Apache/2.4.56 () OpenSSL/1.0.2k-fips,text/html,GET,50.17.12.41,/,-392200610,34.232.154.28,13,False,Hewlett Packard Enterprise Company,OpenSSL:1.0.2k,,,,,,,
developer.arubanetworks.com,Aruba devHub,200,105309,devhub.arubanetworks.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-14T00:00:00Z,2024-02-14T23:59:59Z,"CN=devhub.arubanetworks.com, O=Hewlett Packard Enterprise Company, L=Palo Alto, ST=California, C=US",devhub.arubanetworks.com,devhub.arubanetworks.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,1a9471e4e537f351f44417f1c728730f,27d736fa1a55cb8ceba2d845b8feb477ef4531e09c7f3727b0dec482b4a8f245,,ctls,devhub.arubanetworks.com,443,https://developer.arubanetworks.com:443,https,,text/html,GET,104.18.211.56,/,-1972962719,2606:4700::6812:d238,123,False,Hewlett Packard Enterprise Company,webpack,cloudflare,True,,,,,https://devhub.arubanetworks.com/home
devhub-stg-devops.k8s-stg.getaws.arubanetworks.com,,404,21,devhub-stg-devops.k8s-stg.getaws.arubanetworks.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-18T10:25:00Z,2024-04-17T10:25:00Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,083fcc30c5c89fa9c78581888a6ebc6d,9541d1487f1f5af0a158fa978ccb16040062e180168a294f67235a1070ebd33c,,ctls,devhub-stg-devops.k8s-stg.getaws.arubanetworks.com,443,https://devhub-stg-devops.k8s-stg.getaws.arubanetworks.com:443,https,nginx/1.19.1,text/plain,GET,184.169.129.136,/,-1669793162,54.177.145.51,1,False,Acme Co,Nginx:1.19.1,,,,True,True,,
devhub.arubanetworks.com,Aruba devHub,200,105309,devhub.arubanetworks.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-14T00:00:00Z,2024-02-14T23:59:59Z,"CN=devhub.arubanetworks.com, O=Hewlett Packard Enterprise Company, L=Palo Alto, ST=California, C=US",devhub.arubanetworks.com,devhub.arubanetworks.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,1a9471e4e537f351f44417f1c728730f,27d736fa1a55cb8ceba2d845b8feb477ef4531e09c7f3727b0dec482b4a8f245,,ctls,devhub.arubanetworks.com,443,https://devhub.arubanetworks.com:443,https,,text/html,GET,52.36.185.236,/,1731159380,52.32.134.232,123,False,Hewlett Packard Enterprise Company,webpack,,,,,,,https://devhub.arubanetworks.com/home
devhub.getaws.arubanetworks.com,404 Not Found,404,146,devhub.getaws.arubanetworks.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-11T15:34:59Z,2024-05-10T15:34:59Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,50bcfb36bcb829c322313b750eb2e60b,9c83fd664760b487e5177bde533ba088b931fa5286d753bdf94a61bfa7cbdab2,,ctls,devhub.getaws.arubanetworks.com,443,https://devhub.getaws.arubanetworks.com:443,https,,text/html,GET,54.215.153.253,/,1494302000,13.57.69.122,8,False,Acme Co,HSTS,,,,True,True,,
device-ca.central.arubanetworks.com,HPE GreenLake,200,853,common.cloud.hpe.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-23T00:00:00Z,2024-04-21T23:59:59Z,CN=console.greenlake.hpe.com,console.greenlake.hpe.com,common.cloud.hpe.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,07013ca010ec19b4dd4061f36f7c9ca3,e9a3d0444a7065fbd3728ccedcd9a1485791a585479d3d678ca723a23a8c81e1,,ctls,common.cloud.hpe.com,443,https://device-ca.central.arubanetworks.com:443,https,AmazonS3,text/html,GET,35.183.75.198,/,1991555322,35.183.196.181,1,False,,HSTS,,,,,,https://client.greenlake.hpe.com,https://common.cloud.hpe.com/login?app=64f87fd0-4b02-484e-935a-be75ab254a0d
device-eu.central.arubanetworks.com,HPE GreenLake,200,853,common.cloud.hpe.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-23T00:00:00Z,2024-04-21T23:59:59Z,CN=console.greenlake.hpe.com,console.greenlake.hpe.com,common.cloud.hpe.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,07013ca010ec19b4dd4061f36f7c9ca3,e9a3d0444a7065fbd3728ccedcd9a1485791a585479d3d678ca723a23a8c81e1,,ctls,common.cloud.hpe.com,443,https://device-eu.central.arubanetworks.com:443,https,AmazonS3,text/html,GET,18.196.96.131,/,1991555322,52.57.173.160,1,False,,HSTS,,,,,,https://client.greenlake.hpe.com,https://common.cloud.hpe.com/login?app=a03c21a4-cadb-446b-9116-f8770842466f
device-eucentral3.central.arubanetworks.com,HPE GreenLake,200,853,common.cloud.hpe.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-23T00:00:00Z,2024-04-21T23:59:59Z,CN=console.greenlake.hpe.com,console.greenlake.hpe.com,common.cloud.hpe.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,07013ca010ec19b4dd4061f36f7c9ca3,e9a3d0444a7065fbd3728ccedcd9a1485791a585479d3d678ca723a23a8c81e1,,ctls,common.cloud.hpe.com,443,https://device-eucentral3.central.arubanetworks.com:443,https,AmazonS3,text/html,GET,18.184.150.112,/,1991555322,18.184.108.10,1,False,,HSTS,,,,,,https://common.cloud.hpe.com,https://common.cloud.hpe.com/login?app=55c11c0c-01e9-49e1-a548-24055fdd5562
device-prod2.central.arubanetworks.com,HPE GreenLake,200,853,common.cloud.hpe.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-23T00:00:00Z,2024-04-21T23:59:59Z,CN=console.greenlake.hpe.com,console.greenlake.hpe.com,common.cloud.hpe.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,07013ca010ec19b4dd4061f36f7c9ca3,e9a3d0444a7065fbd3728ccedcd9a1485791a585479d3d678ca723a23a8c81e1,,ctls,common.cloud.hpe.com,443,https://device-prod2.central.arubanetworks.com:443,https,AmazonS3,text/html,GET,54.71.76.191,/,1991555322,54.148.71.30,1,False,,HSTS,,,,,,https://d3hq6blov2iije.cloudfront.net,https://common.cloud.hpe.com/login?app=b30ca0c7-4c14-4df3-a1cd-2d6a21ecaa9f
device-uswest4.central.arubanetworks.com,HPE GreenLake,200,853,common.cloud.hpe.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-23T00:00:00Z,2024-04-21T23:59:59Z,CN=console.greenlake.hpe.com,console.greenlake.hpe.com,common.cloud.hpe.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,07013ca010ec19b4dd4061f36f7c9ca3,e9a3d0444a7065fbd3728ccedcd9a1485791a585479d3d678ca723a23a8c81e1,,ctls,common.cloud.hpe.com,443,https://device-uswest4.central.arubanetworks.com:443,https,AmazonS3,text/html,GET,44.242.16.28,/,1991555322,44.228.90.242,1,False,,HSTS,,,,,,https://console.greenlake.hpe.com,https://common.cloud.hpe.com/login?app=3c450d6a-2cb8-4d4c-893b-c336903a5cea
device.arubanetworks.com,404 Not Found,404,146,device.arubanetworks.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-06T00:00:00Z,2024-04-01T23:59:59Z,"C=US, ST=CA, O=Hewlett Packard Enterprise, OU=Aruba, CN=device.arubanetworks.com",device.arubanetworks.com,device.arubanetworks.com,"C=US, ST=CA, O=Hewlett Packard Enterprise, OU=Aruba, CN=Aruba Activate CA 302",Aruba Activate CA 302,Hewlett Packard Enterprise,b850f7e122b2d52858c474b462d740a4,4c56e2f5cdead337fa945f5f5e551595cd5584d1a1516be0b371917cde790d89,,ctls,device.arubanetworks.com,443,https://device.arubanetworks.com:443,https,,text/html,GET,35.164.114.233,/,1494302000,34.213.14.92,8,False,Hewlett Packard Enterprise,HSTS,,,,,,,
devices-v2.arubanetworks.com,400 No required SSL certificate was sent,400,230,devices-v2.arubanetworks.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-08T00:00:00Z,2024-03-01T23:59:59Z,"C=US, ST=CA, O=Hewlett Packard Enterprise, OU=Aruba, CN=devices-v2.arubanetworks.com",devices-v2.arubanetworks.com,device.arubanetworks.com,"C=US, ST=CA, O=Hewlett Packard Enterprise, OU=Aruba, CN=Aruba Activate CA 302",Aruba Activate CA 302,Hewlett Packard Enterprise,de57ad17b049bc406947296590d6a0b3,98b688eecb2c8f2f8fa7c5c0d9686d5eb70bf47f4e40a2702069937f1e575ef3,,ctls,devices-v2.arubanetworks.com,443,https://devices-v2.arubanetworks.com:443,https,,text/html,GET,35.85.163.200,/,272330885,35.82.154.193,9,False,Hewlett Packard Enterprise,,,,,,,,
dex.k8s-stg.getaws.arubanetworks.com,,404,19,dex.k8s-stg.getaws.arubanetworks.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-15T14:42:49Z,2023-08-13T14:42:48Z,CN=dex.k8s-stg.getaws.arubanetworks.com,dex.k8s-stg.getaws.arubanetworks.com,dex.k8s-stg.getaws.arubanetworks.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,07a8d35e5c854eaad3a306fac34904ee,e9ad22353a77ac84795c424225d597fd89bfb92bf86937c89ee04551584a763d,,ctls,dex.k8s-stg.getaws.arubanetworks.com,443,https://dex.k8s-stg.getaws.arubanetworks.com:443,https,nginx/1.19.1,text/plain,GET,54.177.145.51,/,-138391155,184.169.129.136,2,False,,Nginx:1.19.1,,,,,,,
docs.cloudops.arubanetworks.com,ERROR: The request could not be satisfied,403,919,docs.cloudops.arubanetworks.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-08T00:00:00Z,2024-03-08T23:59:59Z,CN=runbooks.cloudops.arubanetworks.com,runbooks.cloudops.arubanetworks.com,docs.cloudops.arubanetworks.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,863501c70bfce7a2ce23068ad623e1ad,edc2b7d9e5c2cfd55660983dce04aa7da64ebfc1fb94740d3493e06377e4d5da,,ctls,docs.cloudops.arubanetworks.com,443,https://docs.cloudops.arubanetworks.com:443,https,CloudFront,text/html,GET,13.32.121.61,/,-959819542,13.32.121.76,20,False,,Amazon Web Services,cloudfront,True,,,,,
ds-es-stg.audience.k8s-prod.getaws.arubanetworks.com,,404,21,ds-es-stg.audience.k8s-prod.getaws.arubanetworks.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-16T08:02:14Z,2023-07-15T08:02:13Z,CN=ds-es-stg.audience.k8s-prod.getaws.arubanetworks.com,ds-es-stg.audience.k8s-prod.getaws.arubanetworks.com,ds-es-stg.audience.k8s-prod.getaws.arubanetworks.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,a84ab88364ef7db1e7ed3ad4cfde79c7,1f75264af841a3d734ddd0ae652a55ef35b4e9a7c97ad018dbb1f0490698fd64,,ctls,ds-es-stg.audience.k8s-prod.getaws.arubanetworks.com,443,https://ds-es-stg.audience.k8s-prod.getaws.arubanetworks.com:443,https,nginx/1.21.6,text/plain,GET,54.193.199.202,/,-1669793162,54.177.224.32,1,False,,Nginx:1.21.6,,,,,,,
ds-es-stg.busy-loop.k8s-stg.getaws.arubanetworks.com,,404,21,ds-es-stg.busy-loop.k8s-stg.getaws.arubanetworks.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-18T09:42:20Z,2024-04-17T09:42:20Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,195bb640c1991d3649d70a8088094c7b,a31691f521e2a7fde3bc63be0ef0166107e371ac3be5e3cbfa08efcdd819a904,,ctls,ds-es-stg.busy-loop.k8s-stg.getaws.arubanetworks.com,443,https://ds-es-stg.busy-loop.k8s-stg.getaws.arubanetworks.com:443,https,nginx/1.19.1,text/plain,GET,184.169.129.136,/,-1669793162,54.177.145.51,1,False,Acme Co,Nginx:1.19.1,,,,True,True,,
ds-es-stg.code-repo-scan.k8s-prod.getaws.arubanetworks.com,,404,21,ds-es-stg.code-repo-scan.k8s-prod.getaws.arubanetworks.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-27T14:11:36Z,2024-04-26T14:11:36Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,cf27377e55f8274b9fc47d7733a1d676,7b756ef1c5f21e7f4edbf6532e7cf7c28ac8ef0bdd42ad51d8f44ea2576c430a,,ctls,ds-es-stg.code-repo-scan.k8s-prod.getaws.arubanetworks.com,443,https://ds-es-stg.code-repo-scan.k8s-prod.getaws.arubanetworks.com:443,https,nginx/1.21.6,text/plain,GET,54.193.199.202,/,-1669793162,54.177.224.32,1,False,Acme Co,Nginx:1.21.6,,,,True,True,,
ds-es-stg.database.k8s-prod.getaws.arubanetworks.com,,404,21,ds-es-stg.database.k8s-prod.getaws.arubanetworks.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-27T11:48:30Z,2024-04-26T11:48:30Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,b5be83ebf2a423ea5e0a8d2944364a42,42ff01f39f980010f6cc761c8b95914baf0cba4528bf7ffac04d219903248edf,,ctls,ds-es-stg.database.k8s-prod.getaws.arubanetworks.com,443,https://ds-es-stg.database.k8s-prod.getaws.arubanetworks.com:443,https,nginx/1.21.6,text/plain,GET,54.177.224.32,/,-1669793162,54.193.199.202,1,False,Acme Co,Nginx:1.21.6,,,,True,True,,
ds-es-stg.dec-qe.k8s-prod.getaws.arubanetworks.com,,404,21,ds-es-stg.dec-qe.k8s-prod.getaws.arubanetworks.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-27T14:05:18Z,2024-04-26T14:05:18Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,45e519a9607f9121b6c72efef954152b,02fa3082470d6bf64733822a1ae25a373032cba319a1930fb9f8fe87d7400301,,ctls,ds-es-stg.dec-qe.k8s-prod.getaws.arubanetworks.com,443,https://ds-es-stg.dec-qe.k8s-prod.getaws.arubanetworks.com:443,https,nginx/1.21.6,text/plain,GET,54.193.199.202,/,-1669793162,54.177.224.32,1,False,Acme Co,Nginx:1.21.6,,,,True,True,,
ds-es-stg.defect-analytics-f.k8s-prod.getaws.arubanetworks.com,,404,21,ds-es-stg.defect-analytics-f.k8s-prod.getaws.arubanetworks.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-01T08:25:35Z,2024-04-30T08:25:35Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,a4f50232ac7bedce3ec1f4378ebaad50,ba5921825e7bb9113ef5b4123a8215eea9c8e66d01861a13ea5d98502247e447,,ctls,ds-es-stg.defect-analytics-f.k8s-prod.getaws.arubanetworks.com,443,https://ds-es-stg.defect-analytics-f.k8s-prod.getaws.arubanetworks.com:443,https,nginx/1.21.6,text/plain,GET,54.177.224.32,/,-1669793162,54.193.199.202,1,False,Acme Co,Nginx:1.21.6,,,,True,True,,
