input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,tls_wildcard_certificate,csp_domains_,tls_mismatched,final_url,tls_expired,tls_self_signed,location
healthcare-data.settlement.lab.epam.com,,403,16,healthcare-data.settlement.lab.epam.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-29T00:00:00Z,2024-05-27T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",sni.cloudflaressl.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",58cacd04374aadccf9be0d8172b26ba2,d0a252a4154b495199630a7e3c1c3137c41b66a6d771c833799c13f37ee61eff,ctls,healthcare-data.settlement.lab.epam.com,cloudflare,443,https://healthcare-data.settlement.lab.epam.com:443,https,cloudflare,text/plain,GET,104.18.12.91,/,1253481126,2606:4700::6812:d5b,HTTP/3,1,False,True,,,,,,,
hello-outreach.epam.com,,204,,hello-outreach.epam.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-06-11T04:57:21Z,2023-09-09T04:57:20Z,CN=hello-outreach.epam.com,hello-outreach.epam.com,,hello-outreach.epam.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,28a0a5896b339001c3c6bcf52a351b1c,b6fdb5299c89611b9ae46b5d9fdb4fa8922d95f061c8befa7544000c39346432,ctls,hello-outreach.epam.com,,443,https://hello-outreach.epam.com:443,https,,,GET,52.200.134.121,/,-1840324437,52.87.30.234,HSTS,1,False,,,,,,,,
hep.elearn.epam.com,Sign In to EPAM,200,47137,access.epam.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-17T07:26:42Z,2023-09-15T07:26:41Z,CN=access.epam.com,access.epam.com,,access.epam.com,"CN=E1, O=Let's Encrypt, C=US",E1,Let's Encrypt,ffaf61f780c64ded4d3062e8bb6b4f4e,b405f5e06bbf5dc375348bce1add75eb81b61a44512147faa6c4b0c4f3675689,ctls,access.epam.com,cloudflare,443,https://hep.elearn.epam.com:443,https,cloudflare,text/html,GET,104.18.4.131,/,1438912096,2606:4700::6812:583,HTTP/3,726,False,True,True,*.google.com,,https://access.epam.com/auth/realms/plusx/protocol/openid-connect/auth?client_id=learnId&redirect_uri=https://hep.elearn.epam.com/auth/complete/prod-hep-iam/&state=8RZ8wu5K8VNkMtjeSXbjrnt3hHrGNQVt&response_type=code&nonce=F9z2ndhRm5YTCPTtq47D0kG7gBQ6e28uhbEpbbCWOVhee639EjZF2ozgOyDPT3O1&scope=openid+profile+email,,,
hep.learn.epam.com,,302,,hep.learn.epam.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-03T00:00:00Z,2024-04-01T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",hep.learn.epam.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",fd76ee35360d1cd5a495d24a3c14b4e7,d02f966a9f5e34b571cf9dfc26d959b85764a8e8f77edc39dd22893d0b018f1b,ctls,hep.learn.epam.com,cloudflare,443,https://hep.learn.epam.com:443,https,cloudflare,,GET,104.18.18.217,/,1937286914,2606:4700::6812:13d9,Microsoft ASP.NET,1,False,True,,,,https://hep.learn.epam.com/,,,https://access.epam.com/auth/realms/plusx/protocol/openid-connect/auth?client_id=learnId&redirect_uri=https%3A%2F%2Fhep.learn.epam.com%2Fauth%2Fsignin-iam&response_type=code&prompt=none&scope=openid%20profile%20email%20offline_access&code_challenge=2ND--iMK_faKx4UsZl_x_iILSoHbiTFyxZuvjWf-MzI&code_challenge_method=S256&nonce=638265071315862141.ZTBlNzJjNzYtZWVkZi00YjQxLTk5ZTctZjVkNThhZjZlNGRkMmU0NzNjOWQtODk5MC00MTg2LWI4YWMtYzUzZGVlYzE2Y2Yy&state=CfDJ8Nk3_WHcfGxBulMFc9NcCvYTiqg5eP2iA_qZFJPssUhUUExLUQhtOfyOwCoWcmqNpT-NoUeJhE-rx6qofl7dDq-WG8mnYd9gPv1PQBZKJes_H6lQ1DLrU0sYMd5q1QoxoaeMOQ7SUnVQ3rh5zQVCSj_a16RjD7PxK1kh_ESA8Ad1H7UBI1f-edy9T8K00OOChmUb9lPJ61inpfBMjc0WIPNQg_Gv-Jb9YhjcGVJCdqNcbWPoyc5WG5ytg0trfRcYh9La66qh9Dx_saaRfFyWudr1Gl9DM3P8RjAwemlByyRgbfYaybT01QmMtj4tR4UJONkIVfrJXQ-frLzdE1PGNF1GOt3il8cO33c9xY4_RNUasfSr4GCVeAUdO7UknVTnM1EvgRZ9bxsgroHx09a2L3M&x-client-SKU=ID_NET6_0&x-client-ver=6.25.1.0
hep.staging-elearn.epm-mooc.projects.epam.com,,403,16,hep.staging-elearn.epm-mooc.projects.epam.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-09T00:00:00Z,2024-03-07T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",hep.staging-elearn.epm-mooc.projects.epam.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",3892dba45e5fa712c043083f1d6d7c88,f81102711e8ae10ff098df03a996b855e86c0734b77b32b5825cdb3d216f6149,ctls,hep.staging-elearn.epm-mooc.projects.epam.com,cloudflare,443,https://hep.staging-elearn.epm-mooc.projects.epam.com:443,https,cloudflare,text/plain,GET,104.18.12.91,/,1253481126,2606:4700::6812:d5b,HTTP/3,1,False,True,,,,,,,
heroes-teams.epam.com,,404,,heroes-teams.epam.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-07T00:00:00Z,2024-03-05T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",heroes-teams.epam.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ab923a614087b1742595b449632c9cf9,8420040695f2c9cd6fd6679a2c95fa1c53c0c12503e2edeaa1eeda2bc53024c7,ctls,heroes-teams.epam.com,cloudflare,80,http://heroes-teams.epam.com:80,http,cloudflare,,GET,104.18.12.91,/,-1840324437,2606:4700::6812:d5b,HTTP/3,1,False,True,,,,https://heroes-teams.epam.com/,,,
heroes.epam.com,Error,400,16492,access.epam.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-17T07:26:42Z,2023-09-15T07:26:41Z,CN=access.epam.com,access.epam.com,,access.epam.com,"CN=E1, O=Let's Encrypt, C=US",E1,Let's Encrypt,ffaf61f780c64ded4d3062e8bb6b4f4e,b405f5e06bbf5dc375348bce1add75eb81b61a44512147faa6c4b0c4f3675689,ctls,access.epam.com,cloudflare,443,https://heroes.epam.com:443,https,cloudflare,text/html,GET,104.18.2.56,/,2023208677,2606:4700::6812:338,HTTP/3,355,False,True,True,https://*.duosecurity.com,,https://access.epam.com/auth/realms/plusx/broker/epam-microsoft/login?session_code=0LC7blYNv_sEWhZkBC82D51ElsPH4ZBriyESBMnDYVs&client_id=oauth-client.epm-eag.ztna.prod&tab_id=l7ey8roDEac,,,
hiring.epam.com,,200,3215,hiring.epam.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-13T00:00:00Z,2024-07-11T23:59:59Z,CN=tad.lab.epam.com,tad.lab.epam.com,,hiring.epam.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,c1faf888b784688c050ba26beccdea02,bc825e221d851387eaffcfbc7f53d5dc3d0428c58f56fbc5bb3be45d58d05e36,ctls,hiring.epam.com,cloudfront,443,https://hiring.epam.com:443,https,AmazonS3,text/html,GET,52.222.139.52,/,-668390689,52.222.139.76,HSTS,20,False,True,,*.linkedin.com,,https://hiring.epam.com/prescreening,,,
hive.epam.com,Error,400,16492,access.epam.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-17T07:26:42Z,2023-09-15T07:26:41Z,CN=access.epam.com,access.epam.com,,access.epam.com,"CN=E1, O=Let's Encrypt, C=US",E1,Let's Encrypt,ffaf61f780c64ded4d3062e8bb6b4f4e,b405f5e06bbf5dc375348bce1add75eb81b61a44512147faa6c4b0c4f3675689,ctls,access.epam.com,cloudflare,443,https://hive.epam.com:443,https,cloudflare,text/html,GET,104.18.12.91,/,1705896271,2606:4700::6812:d5b,HTTP/3,355,False,True,True,https://eapi.opswatgears.com:*,,https://access.epam.com/auth/realms/plusx/broker/epam-microsoft/login?session_code=o4TdttwL0wu7jKDKfB0EW92_uLnnPJbjX_mxBzZxpTI&client_id=oauth-client.epm-eag.ztna.prod&tab_id=1vwIhyO6_v0,,,
hotfix-api.emissionsaws.lab.epam.com,,403,16,hotfix-api.emissionsaws.lab.epam.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-26T00:00:00Z,2024-05-24T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",hotfix-api.emissionsaws.lab.epam.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",1ca01424fcda86ca3d80b48d105fb9a0,92805cd94d08c47c62e482ed4e439140cdcb3b7dc45e72992c46437bdc7bed06,ctls,hotfix-api.emissionsaws.lab.epam.com,cloudflare,443,https://hotfix-api.emissionsaws.lab.epam.com:443,https,cloudflare,text/plain,GET,104.18.12.91,/,1253481126,2606:4700::6812:d5b,HTTP/3,1,False,True,,,,,,,
housing.minsk.epam.com,Error,400,16492,access.epam.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-17T07:26:42Z,2023-09-15T07:26:41Z,CN=access.epam.com,access.epam.com,,access.epam.com,"CN=E1, O=Let's Encrypt, C=US",E1,Let's Encrypt,ffaf61f780c64ded4d3062e8bb6b4f4e,b405f5e06bbf5dc375348bce1add75eb81b61a44512147faa6c4b0c4f3675689,ctls,access.epam.com,cloudflare,443,https://housing.minsk.epam.com:443,https,cloudflare,text/html,GET,104.18.12.91,/,1613988629,2606:4700::6812:d5b,HTTP/3,355,False,True,True,*.googletagmanager.com,,https://access.epam.com/auth/realms/plusx/broker/epam-microsoft/login?session_code=dAydY_GJ-Y7QNHE5-3ng3T4hWogERD7tffIdjpkCf1U&client_id=oauth-client.epm-eag.ztna.prod&tab_id=rT44BvqNg0M,,,
hrcms.epam.com,,403,16,,,,,,,,,,,,,,,,,,,cloudflare,80,http://hrcms.epam.com:80,http,cloudflare,text/plain,GET,104.18.12.91,/,1253481126,2606:4700::6812:d5b,HTTP/3,1,False,True,,,,,,,
hunter.skills.epam.com,Error,400,16492,access.epam.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-17T07:26:42Z,2023-09-15T07:26:41Z,CN=access.epam.com,access.epam.com,,access.epam.com,"CN=E1, O=Let's Encrypt, C=US",E1,Let's Encrypt,ffaf61f780c64ded4d3062e8bb6b4f4e,b405f5e06bbf5dc375348bce1add75eb81b61a44512147faa6c4b0c4f3675689,ctls,access.epam.com,cloudflare,443,https://hunter.skills.epam.com:443,https,cloudflare,text/html,GET,104.18.12.91,/,1613988629,2606:4700::6812:d5b,HTTP/3,355,False,True,True,https://*.duosecurity.com,,https://access.epam.com/auth/realms/plusx/broker/epam-microsoft/login?session_code=CZwl2RFX8q0JTFETVmhPkGgQ4JIKqAUjhuYcCpeYdls&client_id=oauth-client.epm-eag.ztna.prod&tab_id=_M_IjW0uSNE,,,
iass.docs.epam.com,Attention Required! | Cloudflare,403,4515,,,,,,,,,,,,,,,,,,,cloudflare,80,http://iass.docs.epam.com:80,http,cloudflare,text/html,GET,104.18.20.196,/,309130236,2606:4700::6812:15c4,HTTP/3,94,False,True,,,,,,,
ihub.lab.epam.com,Error,400,16492,access.epam.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-17T07:26:42Z,2023-09-15T07:26:41Z,CN=access.epam.com,access.epam.com,,access.epam.com,"CN=E1, O=Let's Encrypt, C=US",E1,Let's Encrypt,ffaf61f780c64ded4d3062e8bb6b4f4e,b405f5e06bbf5dc375348bce1add75eb81b61a44512147faa6c4b0c4f3675689,ctls,access.epam.com,cloudflare,443,https://ihub.lab.epam.com:443,https,cloudflare,text/html,GET,104.18.12.91,/,868123795,2606:4700::6812:d5b,HTTP/3,355,False,True,True,fonts.googleapis.com,,https://access.epam.com/auth/realms/plusx/broker/epam-microsoft/login?session_code=ausMW9eZEuxZGXQj268MsRtV7PaB6JsIsTQMrEomuVw&client_id=oauth-client.epm-eag.ztna.prod&tab_id=zpLuH8g3P7A,,,
imr-api.lab.epam.com,Error,400,16492,access.epam.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-17T07:26:42Z,2023-09-15T07:26:41Z,CN=access.epam.com,access.epam.com,,access.epam.com,"CN=E1, O=Let's Encrypt, C=US",E1,Let's Encrypt,ffaf61f780c64ded4d3062e8bb6b4f4e,b405f5e06bbf5dc375348bce1add75eb81b61a44512147faa6c4b0c4f3675689,ctls,access.epam.com,cloudflare,443,https://imr-api.lab.epam.com:443,https,cloudflare,text/html,GET,104.18.12.91,/,1613988629,2606:4700::6812:d5b,HTTP/3,355,False,True,True,fonts.googleapis.com,,https://access.epam.com/auth/realms/plusx/broker/epam-microsoft/login?session_code=s2ArmUef4hlqG9uMMoA9rFRCCQvLLwbbP-MeQW3fw3E&client_id=oauth-client.epm-eag.ztna.prod&tab_id=p_W3j6bSyyk,,,
imr-dev3.epm-orp.projects.epam.com,,403,16,,,,,,,,,,,,,,,,,,,cloudflare,80,http://imr-dev3.epm-orp.projects.epam.com:80,http,cloudflare,text/plain,GET,104.18.12.91,/,1253481126,2606:4700::6812:d5b,HTTP/3,1,False,True,,,,,,,
info.anywhere.epam.com,,404,33593,info.anywhere.epam.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-07-20T06:38:17Z,2023-10-18T06:38:16Z,CN=info.anywhere.epam.com,info.anywhere.epam.com,,info.anywhere.epam.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,dc08f722267dcab0f112793d35f1ce56,642b3cd6627ee95259037c8a1ae7ea5d1fd668b3d7a82c58e8f91e6445c3470f,ctls,info.anywhere.epam.com,,443,https://info.anywhere.epam.com:443,https,cloudflare,text/html,GET,199.60.103.2,/,1353841531,2606:2c40::c73c:67fe,HubSpot CMS Hub,640,False,,,,,,,,
info.epam.com,Error,400,16492,access.epam.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-17T07:26:42Z,2023-09-15T07:26:41Z,CN=access.epam.com,access.epam.com,,access.epam.com,"CN=E1, O=Let's Encrypt, C=US",E1,Let's Encrypt,ffaf61f780c64ded4d3062e8bb6b4f4e,b405f5e06bbf5dc375348bce1add75eb81b61a44512147faa6c4b0c4f3675689,ctls,access.epam.com,cloudflare,443,https://info.epam.com:443,https,cloudflare,text/html,GET,104.18.12.91,/,1613988629,2606:4700::6812:d5b,HTTP/3,355,False,True,True,fonts.googleapis.com,,https://access.epam.com/auth/realms/plusx/broker/epam-microsoft/login?session_code=tWrDpOp3IR6GeNQhnt1kJUe1RDZzviivZ3fmfmF5DPI&client_id=oauth-client.epm-eag.ztna.prod&tab_id=qOxh0jNW4nQ,,,
integration-calendar.time.epam.com,Attention Required! | Cloudflare,403,4515,,,,,,,,,,,,,,,,,,,cloudflare,80,http://integration-calendar.time.epam.com:80,http,cloudflare,text/html,GET,104.18.10.86,/,1760426460,2606:4700::6812:b56,Cloudflare,94,False,True,,,,,,,
integration-gateway.time.epam.com,Attention Required! | Cloudflare,403,4515,integration-gateway.time.epam.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-11T00:00:00Z,2024-04-09T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",sni.cloudflaressl.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",09a55ac0d2d7ef07d3e54f386a51d1e6,486bde0b0a3d8b70873ec4fcaabe558327aac8bb8577085a33fc7f3b24059afd,ctls,integration-gateway.time.epam.com,cloudflare,443,https://integration-gateway.time.epam.com:443,https,cloudflare,text/html,GET,104.18.10.86,/,-1693632513,2606:4700::6812:b56,Cloudflare,94,False,True,,,,,,,
integration-upsa.epam.com,,403,16,,,,,,,,,,,,,,,,,,,cloudflare,80,http://integration-upsa.epam.com:80,http,cloudflare,text/plain,GET,104.18.12.91,/,1253481126,2606:4700::6812:d5b,HTTP/3,1,False,True,,,,,,,
integration.epm-prj.projects.epam.com,,403,16,integration.epm-prj.projects.epam.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-20T00:00:00Z,2024-05-19T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",integration.epm-prj.projects.epam.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",272949134fc3b22f3546cfd9da50f58f,e7546724a73eab879c2630b4cd94e40a36fc7d03cb1fb861ed800fe42d23fea4,ctls,integration.epm-prj.projects.epam.com,cloudflare,443,https://integration.epm-prj.projects.epam.com:443,https,cloudflare,text/plain,GET,104.18.12.91,/,1253481126,2606:4700::6812:d5b,HTTP/3,1,False,True,,,,,,,
integration.staffing.epam.com,,403,16,integration.staffing.epam.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-07-14T00:00:00Z,2024-07-12T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",sni.cloudflaressl.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",699d257bb4b475099d6e042c9efe899e,38f8e8b7b4371a2218ad1425fd6893e44c6ec07ea837b39a1038264fd8117666,ctls,integration.staffing.epam.com,cloudflare,443,https://integration.staffing.epam.com:443,https,cloudflare,text/plain,GET,104.18.12.91,/,1253481126,2606:4700::6812:d5b,HTTP/3,1,False,True,,,,,,,
integration.vts.epam.com,,403,16,integration.vts.epam.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-06T00:00:00Z,2024-06-05T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",sni.cloudflaressl.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",3358f9698644dc4173ec5a7f8c2f46fe,72f3f4de1edae77ee64e4a07fc84ccb52e1abcdaf2655c5e5ade0c28109f0ca3,ctls,integration.vts.epam.com,cloudflare,443,https://integration.vts.epam.com:443,https,cloudflare,text/plain,GET,104.18.12.91,/,1253481126,2606:4700::6812:d5b,HTTP/3,1,False,True,,,,,,,
interview-public.epam.com,Error,400,16435,access.epam.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-17T07:26:42Z,2023-09-15T07:26:41Z,CN=access.epam.com,access.epam.com,,access.epam.com,"CN=E1, O=Let's Encrypt, C=US",E1,Let's Encrypt,ffaf61f780c64ded4d3062e8bb6b4f4e,b405f5e06bbf5dc375348bce1add75eb81b61a44512147faa6c4b0c4f3675689,ctls,access.epam.com,,443,https://interview-public.epam.com:443,https,cloudflare,text/html,GET,18.198.206.33,/,1169326694,3.124.249.185,HTTP/3,355,False,,True,*.google-analytics.com,,https://access.epam.com/auth/realms/plusx/broker/epam-microsoft/login?session_code=V9BXJi1Vca1fQSTM53laSp2BVFxfq50rUVc9WdKpYeA&client_id=oauth-client.epm-hire.app&tab_id=slxdSrlwOVg,,,
interview.epam.com,Error,400,16492,access.epam.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-17T07:26:42Z,2023-09-15T07:26:41Z,CN=access.epam.com,access.epam.com,,access.epam.com,"CN=E1, O=Let's Encrypt, C=US",E1,Let's Encrypt,ffaf61f780c64ded4d3062e8bb6b4f4e,b405f5e06bbf5dc375348bce1add75eb81b61a44512147faa6c4b0c4f3675689,ctls,access.epam.com,cloudflare,443,https://interview.epam.com:443,https,cloudflare,text/html,GET,104.18.30.84,/,1169326694,2606:4700::6812:1f54,HTTP/3,355,False,True,True,https://*.mtcaptcha.com,,https://access.epam.com/auth/realms/plusx/broker/epam-microsoft/login?session_code=fhCHLFbpCP7gI38UOCOQW8wunVeP6AY9n1-D-lPRbwI&client_id=oauth-client.epm-eag.ztna.prod&tab_id=30z63Az73HM,,,
investors.epam.com,Investors | EPAM Systems,200,173519,investors.epam.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-31T03:11:24Z,2023-08-29T03:11:23Z,CN=leapfrog-ssl-2.gcs-web.com,leapfrog-ssl-2.gcs-web.com,,visteon.gcs-web.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,afca3a4d2193b370a19396ac7532478b,56f9fdc8a53fed13a9b87ae16c581d9adf23badd405fa9e1437ed7f5b21d8de9,ctls,investors.epam.com,,443,https://investors.epam.com:443,https,,text/html,GET,95.101.111.163,/,997500400,2a02:26f0:480:d::210:f163,PHP,1746,False,,,cloudinary.com,,,,,
invite.epam.com,Error,400,16447,access.epam.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-17T07:26:42Z,2023-09-15T07:26:41Z,CN=access.epam.com,access.epam.com,,access.epam.com,"CN=E1, O=Let's Encrypt, C=US",E1,Let's Encrypt,ffaf61f780c64ded4d3062e8bb6b4f4e,b405f5e06bbf5dc375348bce1add75eb81b61a44512147faa6c4b0c4f3675689,ctls,access.epam.com,cloudflare,443,https://invite.epam.com:443,https,cloudflare,text/html,GET,104.18.22.22,/,636074370,2606:4700::6812:1716,HTTP/3,355,False,True,True,fonts.googleapis.com,,https://access.epam.com/auth/realms/plusx/broker/epam-microsoft/login?session_code=HQBYfoivcDp01mHb_Vq65cLTwvuolsnLLum7Ay1PDVE&client_id=oauth-client.epm-ref.invite-portal.prod&tab_id=Ly7eanUnvbo,,,
itsubbotnik.epam.com,DSC'18 | Community platform,200,174906,wearecommunity.io,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-30T00:00:00Z,2024-06-27T23:59:59Z,CN=wearecommunity.io,wearecommunity.io,,*.wearecommunity.io,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,0b39883eef0a480a872eb8814ea8757d,964983571deef3639003e4c3740c05601bec96804b4ae891382e54ab3e075b7e,ctls,wearecommunity.io,,80,http://itsubbotnik.epam.com:80,http,,text/html,GET,52.27.5.32,/,873284460,52.27.5.32,Ruby on Rails,301,False,,True,*.amplitude.com,,https://wearecommunity.io/events/638ptCzcZ7,,,
jdi.epam.com,EPAM JDI Framework Family,200,25738,jdi.epam.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-05T00:00:00Z,2024-01-05T23:59:59Z,CN=jdi.epam.com,jdi.epam.com,,www.jdi.epam.com,"CN=ZeroSSL RSA Domain Secure Site CA, O=ZeroSSL, C=AT",ZeroSSL RSA Domain Secure Site CA,ZeroSSL,cbc5e07208c428d05e3763daec4cc899,e9be19af6f67c18247cf5813a5ba044afcd26f2b70f9615f1e29b25b7e426c12,ctls,jdi.epam.com,cloudfront,443,https://jdi.epam.com:443,https,,text/html,GET,18.239.94.58,/,-1556632484,2600:9000:25e8:e400:18:84be:a740:93a1,ZURB Foundation,1168,False,True,,https://www.googleanalytics.com,,,,,
jira-api.epam.com,403 Forbidden,403,146,jira-api.epam.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-11-15T00:00:00Z,2023-11-15T23:59:59Z,CN=jira-api.epam.com,jira-api.epam.com,,www.jira-api.epam.com,"CN=ZeroSSL RSA Domain Secure Site CA, O=ZeroSSL, C=AT",ZeroSSL RSA Domain Secure Site CA,ZeroSSL,91dfacb2ecfd4a330b6ba65b7c01986c,ea1a0fa6b963f4510cc75d773572bb7864662b7b3488a83040f010647347ed32,ctls,jira-api.epam.com,,80,http://jira-api.epam.com:80,http,nginx,text/html,GET,91.120.43.52,/,-1561873722,91.120.43.52,Nginx,8,False,,,,,https://jira-api.epam.com/jira/,,,
jira.epam.com,Error,400,16297,access.epam.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-17T07:26:42Z,2023-09-15T07:26:41Z,CN=access.epam.com,access.epam.com,,access.epam.com,"CN=E1, O=Let's Encrypt, C=US",E1,Let's Encrypt,ffaf61f780c64ded4d3062e8bb6b4f4e,b405f5e06bbf5dc375348bce1add75eb81b61a44512147faa6c4b0c4f3675689,ctls,access.epam.com,cloudflare,443,https://jira.epam.com:443,https,cloudflare,text/html,GET,104.18.0.91,/,1494302000,2606:4700::6812:15b,HTTP/3,355,False,True,True,https://*.epam.com,,https://access.epam.com/auth/realms/plusx/broker/epam-microsoft/login?session_code=r5E4M0iZTwDxvZtg_OPs88Xwhj-JnfzORaNtuXsw3PE&client_id=jiramsq&tab_id=ztmH15ON_Z4,,,
jiraeu-api.epam.com,403 Forbidden,403,146,jiraeu-api.epam.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-11-15T00:00:00Z,2023-11-15T23:59:59Z,CN=jiraeu-api.epam.com,jiraeu-api.epam.com,,www.jiraeu-api.epam.com,"CN=ZeroSSL RSA Domain Secure Site CA, O=ZeroSSL, C=AT",ZeroSSL RSA Domain Secure Site CA,ZeroSSL,b91d60871afd7bf6d8756cf0e031950a,52e3486e2833ddce0ee8a8bf02941a88eb1027869cbb44b2ec1b36535ea0d359,ctls,jiraeu-api.epam.com,,443,https://jiraeu-api.epam.com:443,https,nginx,text/html,GET,91.120.43.52,/,-1561873722,91.120.43.52,Nginx,8,False,,,,,,,,
