input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,tls_wildcard_certificate,tls_subject_org_,tls_mismatched,tls_expired,final_url,csp_domains_,tls_self_signed
farmtwo-2.cdn.zynga.com,,403,243,farmtwo-2.cdn.zynga.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-16T00:00:00Z,2024-05-13T23:59:59Z,CN=farmtwo.cdn.zynga.com,farmtwo.cdn.zynga.com,farmtwo-3.cdn.zynga.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,8046d8e761dc4a5447b7c75466d13166,e3a61a3596e957221de1a3eb41081566dbc474cf86525a852a050737e39d78d0,ctls,farmtwo-2.cdn.zynga.com,cloudfront,443,https://farmtwo-2.cdn.zynga.com:443,https,AmazonS3,application/xml,GET,13.32.99.79,/,-904439184,2600:9000:2251:2e00:a:a311:9f80:93a1,Amazon Web Services,2,False,True,True,,,,,,
farmtwo-3.cdn.zynga.com,,403,243,farmtwo-3.cdn.zynga.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-16T00:00:00Z,2024-05-13T23:59:59Z,CN=farmtwo.cdn.zynga.com,farmtwo.cdn.zynga.com,farmtwo-3.cdn.zynga.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,8046d8e761dc4a5447b7c75466d13166,e3a61a3596e957221de1a3eb41081566dbc474cf86525a852a050737e39d78d0,ctls,farmtwo-3.cdn.zynga.com,cloudfront,443,https://farmtwo-3.cdn.zynga.com:443,https,AmazonS3,application/xml,GET,13.32.99.79,/,389305488,2600:9000:2251:7400:a:a311:9f80:93a1,Amazon Web Services,2,False,True,True,,,,,,
farmtwo-4.cdn.zynga.com,,403,243,,,,,,,,,,,,,,,,,,cloudfront,80,http://farmtwo-4.cdn.zynga.com:80,http,AmazonS3,application/xml,GET,13.32.99.49,/,-202617845,2600:9000:2251:7c00:a:a311:9f80:93a1,Amazon Web Services,2,False,True,,,,,,,
farmtwo-5.cdn.zynga.com,,403,243,farmtwo-5.cdn.zynga.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-16T00:00:00Z,2024-05-13T23:59:59Z,CN=farmtwo.cdn.zynga.com,farmtwo.cdn.zynga.com,farmtwo-3.cdn.zynga.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,8046d8e761dc4a5447b7c75466d13166,e3a61a3596e957221de1a3eb41081566dbc474cf86525a852a050737e39d78d0,ctls,farmtwo-5.cdn.zynga.com,cloudfront,443,https://farmtwo-5.cdn.zynga.com:443,https,AmazonS3,application/xml,GET,13.32.99.49,/,-1448580439,2600:9000:2251:1a00:a:a311:9f80:93a1,Amazon Web Services,2,False,True,True,,,,,,
farmtwo-6.cdn.zynga.com,,403,243,farmtwo-6.cdn.zynga.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-16T00:00:00Z,2024-05-13T23:59:59Z,CN=farmtwo.cdn.zynga.com,farmtwo.cdn.zynga.com,farmtwo-3.cdn.zynga.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,8046d8e761dc4a5447b7c75466d13166,e3a61a3596e957221de1a3eb41081566dbc474cf86525a852a050737e39d78d0,ctls,farmtwo-6.cdn.zynga.com,cloudfront,443,https://farmtwo-6.cdn.zynga.com:443,https,AmazonS3,application/xml,GET,13.32.99.87,/,1730699113,2600:9000:2251:4600:a:a311:9f80:93a1,Amazon Web Services,2,False,True,True,,,,,,
farmtwo.cdn.zynga.com,,403,243,farmtwo.cdn.zynga.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-16T00:00:00Z,2024-05-13T23:59:59Z,CN=farmtwo.cdn.zynga.com,farmtwo.cdn.zynga.com,farmtwo-3.cdn.zynga.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,8046d8e761dc4a5447b7c75466d13166,e3a61a3596e957221de1a3eb41081566dbc474cf86525a852a050737e39d78d0,ctls,farmtwo.cdn.zynga.com,cloudfront,443,https://farmtwo.cdn.zynga.com:443,https,AmazonS3,application/xml,GET,13.32.99.79,/,-145154407,2600:9000:2251:f200:a:a311:9f80:93a1,Amazon Web Services,2,False,True,True,,,,,,
farmville-1.cdn.zynga.com,,403,255,farmville-1.cdn.zynga.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-29T00:00:00Z,2024-04-26T23:59:59Z,CN=farmville.cdn.zynga.com,farmville.cdn.zynga.com,farmville-0.cdn.zynga.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,53069b42aa788fe5fa9c27d6901db4a6,415587bfd7f0d18bb487f8eb0cac3565b9c26305917ffdb9a816b4bc69948cba,ctls,farmville-1.cdn.zynga.com,cloudfront,443,https://farmville-1.cdn.zynga.com:443,https,AmazonS3,application/xml,GET,143.204.215.3,/,-2063760677,143.204.215.34,Amazon Web Services,2,False,True,True,,,,,,
farmville-3.cdn.zynga.com,,403,255,farmville-3.cdn.zynga.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-29T00:00:00Z,2024-04-26T23:59:59Z,CN=farmville.cdn.zynga.com,farmville.cdn.zynga.com,farmville-0.cdn.zynga.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,53069b42aa788fe5fa9c27d6901db4a6,415587bfd7f0d18bb487f8eb0cac3565b9c26305917ffdb9a816b4bc69948cba,ctls,farmville-3.cdn.zynga.com,cloudfront,443,https://farmville-3.cdn.zynga.com:443,https,AmazonS3,application/xml,GET,143.204.215.34,/,1370440168,143.204.215.3,Amazon Web Services,2,False,True,True,,,,,,
farmville.cdn.zynga.com,,403,263,farmville.cdn.zynga.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-29T00:00:00Z,2024-04-26T23:59:59Z,CN=farmville.cdn.zynga.com,farmville.cdn.zynga.com,farmville-0.cdn.zynga.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,53069b42aa788fe5fa9c27d6901db4a6,415587bfd7f0d18bb487f8eb0cac3565b9c26305917ffdb9a816b4bc69948cba,ctls,farmville.cdn.zynga.com,cloudfront,443,https://farmville.cdn.zynga.com:443,https,AmazonS3,application/xml,GET,143.204.215.112,/,888163755,143.204.215.34,Amazon Web Services,2,False,True,True,,,,,,
fb.farm2.zynga.com,,200,261,fb.farm2.zynga.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-09T00:00:00Z,2024-02-04T23:59:59Z,CN=*.farm2.zynga.com,*.farm2.zynga.com,farm2.zynga.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,dee792aeae20e09854ad2ab9d5be84d9,c64851fbcd324dd37c955d6c9f25fc720d677e0f18ac21478eb7829217cba3c6,ctls,fb.farm2.zynga.com,,443,https://fb.farm2.zynga.com:443,https,Apache,text/html,GET,52.43.33.82,/,1132220827,35.81.23.147,Apache,1,False,,True,,,,,,
fbcdn.net,Facebook - log in or sign up,200,59267,m.facebook.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-20T00:00:00Z,2023-07-19T23:59:59Z,"CN=*.facebook.com, O=Meta Platforms\, Inc., L=Menlo Park, ST=California, C=US",*.facebook.com,messenger.com,"CN=DigiCert SHA2 High Assurance Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 High Assurance Server CA,DigiCert Inc,b07a101f18f14b6f0c1474028e9ea304,cb07d9c7822699862fbf5a14990a142ca085ef81b88311587d1abddde1a87f94,ctls,m.facebook.com,,443,https://fbcdn.net:443,https,,text/html,GET,157.240.0.35,/,-109614939,2a03:2880:f177:185:face:b00c:0:25de,HTTP/3,19,False,,True,"Meta Platforms, Inc.",,,https://m.facebook.com/?wtsid=rdr_09mJvOLKmKmM2RN7G,www.googleadservices.com,
fbsbx.com,Not Found,404,126,fbsbx.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-20T00:00:00Z,2023-07-19T23:59:59Z,"CN=fbcdn.net, O=Meta Platforms\, Inc., L=Menlo Park, ST=California, C=US",fbcdn.net,www.fbcdn.net,"CN=DigiCert SHA2 High Assurance Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 High Assurance Server CA,DigiCert Inc,e27bf387267aaa779b33c19af9e096cc,b4c7b0133a57f8bb68daa109e151bf870b4f2e505c9d4b4782c3c4278ec69dd6,ctls,fbsbx.com,,80,http://fbsbx.com:80,http,,text/html,GET,157.240.251.35,/,1684230672,2a03:2880:f176:84:face:b00c:0:25de,HTTP/3,1,False,,,"Meta Platforms, Inc.",,,https://fbsbx.com/,127.0.0.1:*,
firepower.cdn.zynga.com,,403,243,,,,,,,,,,,,,,,,,,cloudfront,80,http://firepower.cdn.zynga.com:80,http,AmazonS3,application/xml,GET,99.86.4.71,/,850184246,2600:9000:2057:ac00:19:c29:9e40:93a1,Amazon Web Services,2,False,True,,,,,,,
fonts.googleapis.com,Error 404 (Not Found)!!1,404,1607,fonts.googleapis.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-19T08:20:47Z,2023-09-11T08:20:46Z,CN=upload.video.google.com,upload.video.google.com,bg-call-donation-dev.goog,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,7f788b7c7e4fd6cca34ea1266e90216c,34ce8d965483353d15d17e6813cc68da1fb1b8344b5fe78e48b33f6bde169573,ctls,fonts.googleapis.com,,443,https://fonts.googleapis.com:443,https,ESF,text/html,GET,142.250.184.202,/,-606046040,2a00:1450:4001:827::200a,HTTP/3,1,False,,True,,,,,,
forums.zynga.com,Zynga Support - Zynga,200,206462,www.zynga.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2023-12-01T23:59:59Z,CN=zynga.com,zynga.com,*.support.zynga.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,66c6428afedea91d7fd4f9759c107cd9,9a8d9b3be8b96960b3ae69317a3f57fad5245dbb2093a964acaa9bf5e72c6e4b,ctls,www.zynga.com,cloudfront,443,https://forums.zynga.com:443,https,CloudFront,text/html,GET,143.204.98.92,/,1494302000,2600:9000:2156:dc00:16:9903:3200:93a1,Yoast SEO:19.6.1,2036,False,True,True,,,,https://www.zynga.com/support/,,
fotl.cominternazynga-okta-network-gateway-iad.api.zynga.com,,200,,fotl.cominternazynga-okta-network-gateway-iad.api.zynga.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-08T00:00:00Z,2023-09-19T23:59:59Z,CN=*.api.zynga.com,*.api.zynga.com,csproxy.zynga.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,2b2c977971c53b4894bf874e8117a4ae,495a62a9d9939699237e845ccd5d588367bf1125c2f63b1d56ef23f3bb70a5b5,ctls,fotl.cominternazynga-okta-network-gateway-iad.api.zynga.com,,443,https://fotl.cominternazynga-okta-network-gateway-iad.api.zynga.com:443,https,,,GET,44.242.86.8,/,-845834622,54.189.140.189,HSTS,1,False,,True,,True,,,,
fun.zynga.com,Free Mobile & Online Games - Zynga - Zynga,200,105218,www.zynga.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2023-12-01T23:59:59Z,CN=zynga.com,zynga.com,*.support.zynga.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,66c6428afedea91d7fd4f9759c107cd9,9a8d9b3be8b96960b3ae69317a3f57fad5245dbb2093a964acaa9bf5e72c6e4b,ctls,www.zynga.com,cloudfront,443,https://fun.zynga.com:443,https,CloudFront,text/html,GET,18.66.97.72,/,2017193705,2600:9000:223c:5600:d:1ef8:92c0:93a1,Yoast SEO:19.6.1,1228,False,True,True,,,,https://www.zynga.com/,,
fv2.cdn.zynga.com,,403,243,fv2.cdn.zynga.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-17T00:00:00Z,2024-07-15T23:59:59Z,CN=farm2.cdn.zynga.com,farm2.cdn.zynga.com,fv2.cdn.zynga.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,997045cf0067143acc135e445502160e,e2214d9c9dc5480510d54d85d48ad4877390d9bdd7be3094f33d8e8bc9899d7c,ctls,fv2.cdn.zynga.com,cloudfront,443,https://fv2.cdn.zynga.com:443,https,AmazonS3,application/xml,GET,65.9.66.59,/,1251303408,2600:9000:206f:ee00:16:a09d:7fc0:93a1,Amazon Web Services,2,False,True,,,,,,,
ga.api.zynga.com,,200,,ga.api.zynga.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-08T00:00:00Z,2023-09-19T23:59:59Z,CN=*.api.zynga.com,*.api.zynga.com,csproxy.zynga.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,2b2c977971c53b4894bf874e8117a4ae,495a62a9d9939699237e845ccd5d588367bf1125c2f63b1d56ef23f3bb70a5b5,ctls,ga.api.zynga.com,,443,https://ga.api.zynga.com:443,https,,,GET,75.2.75.164,/,-845834622,99.83.213.107,HSTS,1,False,,True,,,,,,
games.zynga.com,Free Mobile & Online Games - Zynga - Zynga,200,105218,www.zynga.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2023-12-01T23:59:59Z,CN=zynga.com,zynga.com,*.support.zynga.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,66c6428afedea91d7fd4f9759c107cd9,9a8d9b3be8b96960b3ae69317a3f57fad5245dbb2093a964acaa9bf5e72c6e4b,ctls,www.zynga.com,cloudfront,443,https://games.zynga.com:443,https,CloudFront,text/html,GET,13.33.141.36,/,2017193705,2600:9000:238d:fe00:d:1ef8:92c0:93a1,Yoast SEO:19.6.1,1228,False,True,True,,,,https://www.zynga.com/,,
gameswithfriends.cdn.zynga.com,,403,243,gameswithfriends.cdn.zynga.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-04T00:00:00Z,2024-06-01T23:59:59Z,CN=gameswithfriends.cdn.zynga.com,gameswithfriends.cdn.zynga.com,gameswithfriends.cdn.zynga.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,fb092c78d825c6c28d044dcccaee5345,6bb5161c3a04977ca2415b20fa3497bf554f813caae4b0fed3b71c5feba6f6b2,ctls,gameswithfriends.cdn.zynga.com,cloudfront,443,https://gameswithfriends.cdn.zynga.com:443,https,AmazonS3,application/xml,GET,52.222.214.69,/,2021418070,52.222.214.118,Amazon Web Services,2,False,True,,,,,,,
geoloc-fv.api.zynga.com,,200,,geoloc-fv.api.zynga.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-08T00:00:00Z,2023-09-19T23:59:59Z,CN=*.api.zynga.com,*.api.zynga.com,csproxy.zynga.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,2b2c977971c53b4894bf874e8117a4ae,495a62a9d9939699237e845ccd5d588367bf1125c2f63b1d56ef23f3bb70a5b5,ctls,geoloc-fv.api.zynga.com,,443,https://geoloc-fv.api.zynga.com:443,https,,,GET,75.2.75.164,/,-845834622,99.83.213.107,HSTS,1,False,,True,,,,,,
ginrummyplus-2.cdn.zynga.com,,200,45335,ginrummyplus-2.cdn.zynga.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-21T00:00:00Z,2024-04-18T23:59:59Z,CN=ginrummyplus.cdn.zynga.com,ginrummyplus.cdn.zynga.com,ginrummyplus-3.cdn.zynga.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,0c2135b619ab5549e9b433ee505ec089,b72762fa78b7e978dc3e99eae389530dbbe963d5c62bc2694b6dc2e146eb1e08,ctls,ginrummyplus-2.cdn.zynga.com,cloudfront,443,https://ginrummyplus-2.cdn.zynga.com:443,https,nginx,text/html,GET,99.86.4.129,/,-845834622,2600:9000:2057:fc00:12:d84b:700:93a1,Nginx,12,False,True,,,,,,,
ginrummyplus-3.cdn.zynga.com,,200,45335,ginrummyplus-3.cdn.zynga.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-21T00:00:00Z,2024-04-18T23:59:59Z,CN=ginrummyplus.cdn.zynga.com,ginrummyplus.cdn.zynga.com,ginrummyplus-3.cdn.zynga.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,0c2135b619ab5549e9b433ee505ec089,b72762fa78b7e978dc3e99eae389530dbbe963d5c62bc2694b6dc2e146eb1e08,ctls,ginrummyplus-3.cdn.zynga.com,cloudfront,443,https://ginrummyplus-3.cdn.zynga.com:443,https,nginx,text/html,GET,99.86.4.65,/,-845834622,2600:9000:2057:4200:12:d84b:700:93a1,Nginx,12,False,True,,,,,,,
ginrummyplus.cdn.zynga.com,,200,45335,ginrummyplus.cdn.zynga.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-21T00:00:00Z,2024-04-18T23:59:59Z,CN=ginrummyplus.cdn.zynga.com,ginrummyplus.cdn.zynga.com,ginrummyplus-3.cdn.zynga.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,0c2135b619ab5549e9b433ee505ec089,b72762fa78b7e978dc3e99eae389530dbbe963d5c62bc2694b6dc2e146eb1e08,ctls,ginrummyplus.cdn.zynga.com,cloudfront,443,https://ginrummyplus.cdn.zynga.com:443,https,nginx,text/html,GET,99.86.4.129,/,-845834622,2600:9000:2057:a400:12:d84b:700:93a1,Nginx,12,False,True,,,,,,,
ginrummyplus.zynga.com,,200,45335,ginrummyplus.zynga.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-06-07T00:00:00Z,2024-07-07T23:59:59Z,"CN=*.zynga.com, O=Zynga\, Inc., L=San Mateo, ST=California, C=US",*.zynga.com,use1.zynga.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,db5b1e61fea572e75fdb1ba2b2252616,fa59a57ff809882be0d54291e388a1fb0081d074fdeabea3d2bed36a3a5545ab,ctls,ginrummyplus.zynga.com,,443,https://ginrummyplus.zynga.com:443,https,nginx,text/html,GET,54.225.176.149,/,-845834622,50.16.163.32,PHP,12,False,,True,"Zynga, Inc.",,,,,
global-shop.api.zynga.com,,200,,global-shop.api.zynga.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-08T00:00:00Z,2023-09-19T23:59:59Z,CN=*.api.zynga.com,*.api.zynga.com,csproxy.zynga.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,2b2c977971c53b4894bf874e8117a4ae,495a62a9d9939699237e845ccd5d588367bf1125c2f63b1d56ef23f3bb70a5b5,ctls,global-shop.api.zynga.com,,80,http://global-shop.api.zynga.com:80,http,,,GET,52.36.104.128,/,-845834622,54.200.233.59,HSTS,1,False,,True,,,,https://global-shop.api.zynga.com:443/,,
googleads.g.doubleclick.net,Enterprise Advertising & Analytics Solutions - Google Marketing Platform,200,128632,marketingplatform.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-19T08:16:09Z,2023-09-11T08:16:08Z,CN=*.google.com,*.google.com,source.android.google.cn,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,77fce969f6da9c23b46a4179eeece1a8,cd9aec87aa4ae96416bd900a0b81fba5a0f3f8e3b5fd4b2ea159059797f70790,ctls,marketingplatform.google.com,,443,https://googleads.g.doubleclick.net:443,https,sffe,text/html,GET,216.58.212.162,/,-1184133586,2a00:1450:4001:82b::2002,HTTP/3,2177,False,,True,,,,https://marketingplatform.google.com/about/enterprise/,https://csp.withgoogle.com/csp/uxe-owners-acl/marketing_platform,
got-1.cdn.zynga.com,,403,243,got-1.cdn.zynga.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2024-01-19T23:59:59Z,CN=got.cdn.zynga.com,got.cdn.zynga.com,got-2.cdn.zynga.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,581c96a49a90d57928bb66eff15607e3,479083b8c6eb9d601b917cf700778f088135a5015219d96e2971fdeedea428c9,ctls,got-1.cdn.zynga.com,cloudfront,443,https://got-1.cdn.zynga.com:443,https,AmazonS3,application/xml,GET,108.138.17.91,/,1034819010,2600:9000:2491:8a00:1b:6702:f240:93a1,Amazon Web Services,2,False,True,,,,,,,
got-2.cdn.zynga.com,,403,243,got-2.cdn.zynga.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2024-01-19T23:59:59Z,CN=got.cdn.zynga.com,got.cdn.zynga.com,got-2.cdn.zynga.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,581c96a49a90d57928bb66eff15607e3,479083b8c6eb9d601b917cf700778f088135a5015219d96e2971fdeedea428c9,ctls,got-2.cdn.zynga.com,cloudfront,443,https://got-2.cdn.zynga.com:443,https,AmazonS3,application/xml,GET,108.138.17.72,/,-1826613948,2600:9000:2491:5000:1b:6702:f240:93a1,Amazon Web Services,2,False,True,,,,,,,
gotslotscasino.zynga.com,Game of Thrones Slots Casino | Zynga,200,3053,gotslotscasino.zynga.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-15T00:00:00Z,2024-07-13T23:59:59Z,CN=gotslotscasino.zynga.com,gotslotscasino.zynga.com,*.gotslotscasino.zynga.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ee4cd80f392c514ef3aae54e9f06dc2a,9cf21bb669fc29f2b4a9615f45c590ae80be5f676e0d1c8f97ce2b29d71baa7a,ctls,gotslotscasino.zynga.com,cloudfront,80,http://gotslotscasino.zynga.com:80,http,Apache,text/html,GET,108.138.17.73,/,293503101,108.138.17.37,Apache,12,False,True,True,,,,https://gotslotscasino.zynga.com/,,
gpx-support.cdn.zynga.com,,200,,gpx-support.cdn.zynga.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-27T00:00:00Z,2023-09-15T23:59:59Z,CN=gpx-support.cdn.zynga.com,gpx-support.cdn.zynga.com,gpx-support.cdn.zynga.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,49eed0fb4b8e199f4d5de21923f52110,301d5da59be577dec61af9a858a13c68192e49d84863e86d8c7121a34a961512,ctls,gpx-support.cdn.zynga.com,cloudfront,443,https://gpx-support.cdn.zynga.com:443,https,AmazonS3,application/x-directory,GET,13.225.78.5,/,1158486484,2600:9000:21f3:4e00:14:49cb:cbc0:93a1,Amazon Web Services,1,False,True,,,,,,,
green.api.dev01.development.metadata.csr2.zynga.com,503 Service Temporarily Unavailable,503,162,green.api.dev01.development.metadata.csr2.zynga.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-06-22T00:00:00Z,2024-07-21T23:59:59Z,CN=api.dev01.development.metadata.csr2.zynga.com,api.dev01.development.metadata.csr2.zynga.com,blue.api.dev01.development.metadata.csr2.zynga.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,9c4b8f5d4bb28635ba7bf832d54d5f85,b5e3e51e39ad0a93e29cdbd7aa2b5790eb3f16fa7fc5bc0d12718c9b49253729,ctls,green.api.dev01.development.metadata.csr2.zynga.com,,443,https://green.api.dev01.development.metadata.csr2.zynga.com:443,https,awselb/2.0,text/html,GET,35.166.252.91,/,1862162275,52.89.225.74,,7,False,,,,,,,,
http2.api.zynga.com,,200,,http2.api.zynga.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-08T00:00:00Z,2023-09-19T23:59:59Z,CN=*.api.zynga.com,*.api.zynga.com,csproxy.zynga.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,2b2c977971c53b4894bf874e8117a4ae,495a62a9d9939699237e845ccd5d588367bf1125c2f63b1d56ef23f3bb70a5b5,ctls,http2.api.zynga.com,,80,http://http2.api.zynga.com:80,http,,,GET,52.36.104.128,/,-845834622,35.163.175.90,HSTS,1,False,,True,,,,https://http2.api.zynga.com:443/,,
https-abs-twimg-com9-1.api.zynga.com,,200,,https-abs-twimg-com9-1.api.zynga.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-08T00:00:00Z,2023-09-19T23:59:59Z,CN=*.api.zynga.com,*.api.zynga.com,csproxy.zynga.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,2b2c977971c53b4894bf874e8117a4ae,495a62a9d9939699237e845ccd5d588367bf1125c2f63b1d56ef23f3bb70a5b5,ctls,https-abs-twimg-com9-1.api.zynga.com,,443,https://https-abs-twimg-com9-1.api.zynga.com:443,https,,,GET,52.11.135.237,/,-845834622,35.82.109.105,HSTS,1,False,,True,,,,,,
https://paywithmybank.com,"Open Banking for Payments, Payouts, Underwriting, Onboarding - Trustly",200,79573,us.trustly.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-05T11:42:34Z,2023-10-03T11:42:33Z,CN=us.trustly.com,us.trustly.com,us.trustly.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,647df4a396a03643a1cd001ca1bc58ae,019cb08fc9f31bb40f3b14055a939b6c13d86554c60505ad5173f2da2faa1ea8,ctls,us.trustly.com,,443,https://paywithmybank.com:443,https,,text/html,GET,52.24.156.9,/,-1840324437,52.89.100.162,Webflow,455,False,,,,,,https://us.trustly.com,,
https://sandbox.paywithmybank.com,"Open Banking for Payments, Payouts, Underwriting, Onboarding - Trustly",200,79573,us.trustly.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-05T11:42:34Z,2023-10-03T11:42:33Z,CN=us.trustly.com,us.trustly.com,us.trustly.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,647df4a396a03643a1cd001ca1bc58ae,019cb08fc9f31bb40f3b14055a939b6c13d86554c60505ad5173f2da2faa1ea8,ctls,us.trustly.com,,443,https://sandbox.paywithmybank.com:443,https,,text/html,GET,52.11.142.72,/,-1840324437,35.167.174.120,Webflow,455,False,,,,,,https://us.trustly.com,,
